year month day evapotransp_mgb
1980 01 01 2.880
1980 01 02 2.797
1980 01 03 2.744
1980 01 04 2.653
1980 01 05 2.875
1980 01 06 2.726
1980 01 07 3.769
1980 01 08 3.837
1980 01 09 3.953
1980 01 10 4.260
1980 01 11 4.286
1980 01 12 2.940
1980 01 13 3.122
1980 01 14 3.341
1980 01 15 4.081
1980 01 16 4.183
1980 01 17 4.297
1980 01 18 4.306
1980 01 19 4.310
1980 01 20 4.308
1980 01 21 4.211
1980 01 22 2.886
1980 01 23 3.055
1980 01 24 4.293
1980 01 25 4.294
1980 01 26 3.208
1980 01 27 3.016
1980 01 28 3.896
1980 01 29 4.277
1980 01 30 2.843
1980 01 31 2.975
1980 02 01 4.070
1980 02 02 4.074
1980 02 03 3.600
1980 02 04 2.669
1980 02 05 2.785
1980 02 06 4.020
1980 02 07 4.057
1980 02 08 4.064
1980 02 09 3.520
1980 02 10 3.190
1980 02 11 4.044
1980 02 12 4.057
1980 02 13 2.782
1980 02 14 2.684
1980 02 15 3.519
1980 02 16 3.536
1980 02 17 3.824
1980 02 18 3.851
1980 02 19 4.040
1980 02 20 4.035
1980 02 21 3.427
1980 02 22 4.027
1980 02 23 4.021
1980 02 24 4.017
1980 02 25 3.855
1980 02 26 4.008
1980 02 27 4.003
1980 02 28 4.000
1980 02 29 3.995
1980 03 01 3.930
1980 03 02 3.213
1980 03 03 3.898
1980 03 04 3.896
1980 03 05 3.889
1980 03 06 3.014
1980 03 07 3.847
1980 03 08 3.871
1980 03 09 3.866
1980 03 10 3.610
1980 03 11 3.452
1980 03 12 3.820
1980 03 13 3.796
1980 03 14 3.831
1980 03 15 3.633
1980 03 16 3.523
1980 03 17 3.826
1980 03 18 3.532
1980 03 19 2.584
1980 03 20 2.418
1980 03 21 2.351
1980 03 22 2.307
1980 03 23 2.275
1980 03 24 2.222
1980 03 25 2.571
1980 03 26 2.790
1980 03 27 3.528
1980 03 28 3.599
1980 03 29 3.733
1980 03 30 3.739
1980 03 31 3.745
1980 04 01 2.234
1980 04 02 2.173
1980 04 03 2.091
1980 04 04 2.059
1980 04 05 1.997
1980 04 06 1.951
1980 04 07 2.410
1980 04 08 1.962
1980 04 09 2.303
1980 04 10 1.925
1980 04 11 1.841
1980 04 12 2.921
1980 04 13 3.130
1980 04 14 3.513
1980 04 15 3.516
1980 04 16 2.265
1980 04 17 2.067
1980 04 18 2.092
1980 04 19 2.068
1980 04 20 2.048
1980 04 21 2.042
1980 04 22 2.035
1980 04 23 2.022
