year month day evapotransp_mgb
1980 01 01 4.014
1980 01 02 4.079
1980 01 03 3.772
1980 01 04 3.066
1980 01 05 2.987
1980 01 06 3.051
1980 01 07 3.083
1980 01 08 3.996
1980 01 09 4.043
1980 01 10 4.042
1980 01 11 4.043
1980 01 12 4.050
1980 01 13 4.074
1980 01 14 4.085
1980 01 15 4.088
1980 01 16 4.087
1980 01 17 4.086
1980 01 18 4.090
1980 01 19 4.094
1980 01 20 4.092
1980 01 21 4.088
1980 01 22 4.090
1980 01 23 4.031
1980 01 24 3.892
1980 01 25 4.083
1980 01 26 4.080
1980 01 27 4.079
1980 01 28 4.076
1980 01 29 4.069
1980 01 30 3.475
1980 01 31 3.150
1980 02 01 4.046
1980 02 02 4.048
1980 02 03 4.046
1980 02 04 4.043
1980 02 05 3.849
1980 02 06 3.079
1980 02 07 3.291
1980 02 08 3.634
1980 02 09 3.318
1980 02 10 3.073
1980 02 11 3.021
1980 02 12 3.364
1980 02 13 4.008
1980 02 14 4.003
1980 02 15 3.999
1980 02 16 3.981
1980 02 17 3.990
1980 02 18 3.986
1980 02 19 3.981
1980 02 20 3.979
1980 02 21 3.976
1980 02 22 3.971
1980 02 23 3.937
1980 02 24 3.761
1980 02 25 3.887
1980 02 26 3.951
1980 02 27 3.946
1980 02 28 3.940
1980 02 29 3.223
1980 03 01 2.834
1980 03 02 2.756
1980 03 03 2.740
1980 03 04 2.921
1980 03 05 2.766
1980 03 06 2.765
1980 03 07 2.872
1980 03 08 3.403
1980 03 09 3.417
1980 03 10 3.782
1980 03 11 3.775
1980 03 12 3.768
1980 03 13 3.630
1980 03 14 3.754
1980 03 15 3.749
1980 03 16 3.743
1980 03 17 3.472
1980 03 18 3.134
1980 03 19 3.676
1980 03 20 3.162
1980 03 21 2.810
1980 03 22 2.721
1980 03 23 2.710
1980 03 24 2.712
1980 03 25 2.619
1980 03 26 2.580
1980 03 27 2.571
1980 03 28 2.742
1980 03 29 2.892
1980 03 30 3.630
1980 03 31 3.624
1980 04 01 3.524
1980 04 02 2.791
1980 04 03 3.439
1980 04 04 3.432
1980 04 05 3.425
1980 04 06 3.417
1980 04 07 3.220
1980 04 08 3.243
1980 04 09 3.394
1980 04 10 3.305
1980 04 11 3.050
1980 04 12 3.372
1980 04 13 3.364
1980 04 14 3.357
1980 04 15 3.349
1980 04 16 3.342
1980 04 17 3.335
1980 04 18 2.790
1980 04 19 2.260
1980 04 20 2.252
1980 04 21 2.234
1980 04 22 2.227
1980 04 23 2.234
1980 04 24 2.213
1980 04 25 2.266
1980 04 26 2.253
1980 04 27 2.284
1980 04 28 2.214
1980 04 29 2.224
1980 04 30 2.308
1980 05 01 2.518
1980 05 02 2.349
1980 05 03 3.063
1980 05 04 3.057
1980 05 05 2.104
1980 05 06 2.041
1980 05 07 2.035
1980 05 08 2.178
1980 05 09 2.137
1980 05 10 2.185
1980 05 11 2.047
1980 05 12 2.246
1980 05 13 2.074
1980 05 14 2.047
1980 05 15 1.988
1980 05 16 2.688
1980 05 17 2.312
1980 05 18 2.189
1980 05 19 2.325
1980 05 20 2.166
1980 05 21 2.019
1980 05 22 2.146
1980 05 23 2.931
1980 05 24 2.873
1980 05 25 2.265
1980 05 26 2.171
1980 05 27 2.173
1980 05 28 1.916
1980 05 29 1.897
1980 05 30 1.891
1980 05 31 1.892
1980 06 01 1.914
1980 06 02 2.036
1980 06 03 2.777
1980 06 04 2.773
1980 06 05 2.184
1980 06 06 1.859
1980 06 07 1.831
1980 06 08 1.825
1980 06 09 1.819
1980 06 10 1.812
1980 06 11 1.816
1980 06 12 1.799
1980 06 13 1.792
1980 06 14 2.712
1980 06 15 1.878
1980 06 16 1.791
1980 06 17 1.769
1980 06 18 1.917
1980 06 19 1.783
1980 06 20 1.934
1980 06 21 1.870
1980 06 22 2.674
1980 06 23 2.542
1980 06 24 2.508
1980 06 25 2.309
1980 06 26 2.663
1980 06 27 2.695
1980 06 28 2.091
1980 06 29 1.813
1980 06 30 1.767
1980 07 01 1.923
1980 07 02 2.023
1980 07 03 2.334
1980 07 04 2.204
1980 07 05 2.723
1980 07 06 2.377
1980 07 07 1.925
1980 07 08 1.893
1980 07 09 1.885
1980 07 10 1.944
1980 07 11 1.999
1980 07 12 1.865
1980 07 13 1.862
1980 07 14 1.859
1980 07 15 2.644
1980 07 16 2.739
1980 07 17 1.859
1980 07 18 1.856
1980 07 19 1.915
1980 07 20 1.851
1980 07 21 1.849
1980 07 22 1.997
1980 07 23 2.624
1980 07 24 2.268
1980 07 25 1.859
1980 07 26 1.845
1980 07 27 1.858
1980 07 28 1.842
1980 07 29 1.897
1980 07 30 2.201
1980 07 31 2.722
1980 08 01 2.855
1980 08 02 2.324
1980 08 03 2.063
1980 08 04 2.194
1980 08 05 2.140
1980 08 06 2.070
1980 08 07 2.429
1980 08 08 2.205
1980 08 09 2.048
1980 08 10 2.046
1980 08 11 2.320
1980 08 12 2.827
1980 08 13 2.876
1980 08 14 2.105
1980 08 15 2.273
1980 08 16 2.869
1980 08 17 2.205
1980 08 18 2.890
1980 08 19 2.555
1980 08 20 2.198
1980 08 21 2.055
1980 08 22 2.222
1980 08 23 2.395
1980 08 24 2.896
1980 08 25 2.749
1980 08 26 2.938
1980 08 27 2.940
1980 08 28 2.975
1980 08 29 2.366
1980 08 30 2.157
1980 08 31 2.259
1980 09 01 2.048
1980 09 02 2.090
1980 09 03 2.096
1980 09 04 2.492
1980 09 05 2.605
1980 09 06 2.178
1980 09 07 2.120
1980 09 08 2.098
1980 09 09 2.061
1980 09 10 2.516
1980 09 11 2.956
1980 09 12 2.933
1980 09 13 2.890
1980 09 14 2.084
1980 09 15 2.191
1980 09 16 2.623
1980 09 17 2.897
1980 09 18 2.953
1980 09 19 2.997
1980 09 20 2.895
1980 09 21 3.028
1980 09 22 3.068
1980 09 23 2.954
1980 09 24 2.453
1980 09 25 2.726
1980 09 26 3.063
1980 09 27 2.522
1980 09 28 2.354
1980 09 29 2.650
1980 09 30 2.334
1980 10 01 2.201
1980 10 02 2.185
1980 10 03 2.092
1980 10 04 2.086
1980 10 05 2.308
1980 10 06 2.999
1980 10 07 2.918
1980 10 08 3.025
1980 10 09 3.062
1980 10 10 3.087
1980 10 11 3.091
1980 10 12 3.089
1980 10 13 3.190
1980 10 14 3.235
1980 10 15 3.174
1980 10 16 2.835
1980 10 17 2.518
1980 10 18 2.516
1980 10 19 2.342
1980 10 20 2.599
1980 10 21 2.881
1980 10 22 2.402
1980 10 23 3.210
1980 10 24 3.169
1980 10 25 3.003
1980 10 26 2.552
1980 10 27 2.429
1980 10 28 2.424
1980 10 29 3.182
1980 10 30 2.765
1980 10 31 3.182
1980 11 01 3.253
1980 11 02 2.486
1980 11 03 2.281
1980 11 04 2.292
1980 11 05 2.258
1980 11 06 2.397
1980 11 07 3.124
1980 11 08 3.239
1980 11 09 3.336
1980 11 10 3.378
1980 11 11 3.417
1980 11 12 3.520
1980 11 13 3.620
1980 11 14 3.014
1980 11 15 2.732
1980 11 16 2.610
1980 11 17 2.608
1980 11 18 2.708
1980 11 19 3.123
1980 11 20 3.567
1980 11 21 3.517
1980 11 22 3.298
1980 11 23 3.572
1980 11 24 3.573
1980 11 25 3.612
1980 11 26 3.347
1980 11 27 2.909
1980 11 28 2.867
1980 11 29 3.316
1980 11 30 3.608
1980 12 01 3.540
1980 12 02 3.657
1980 12 03 3.695
1980 12 04 3.731
1980 12 05 3.745
1980 12 06 3.747
1980 12 07 3.748
1980 12 08 3.761
1980 12 09 3.779
1980 12 10 3.785
1980 12 11 3.761
1980 12 12 3.783
1980 12 13 3.789
1980 12 14 3.808
1980 12 15 3.817
1980 12 16 3.045
1980 12 17 3.173
1980 12 18 3.237
1980 12 19 3.144
1980 12 20 2.955
1980 12 21 3.518
1980 12 22 3.796
1980 12 23 3.804
1980 12 24 3.808
1980 12 25 3.818
1980 12 26 3.832
1980 12 27 3.836
1980 12 28 3.842
1980 12 29 3.850
1980 12 30 3.855
1980 12 31 3.860
1981 01 01 4.049
1981 01 02 4.104
1981 01 03 4.106
1981 01 04 3.553
1981 01 05 4.074
1981 01 06 4.104
1981 01 07 4.082
1981 01 08 4.107
1981 01 09 4.107
1981 01 10 4.107
1981 01 11 4.107
1981 01 12 4.105
1981 01 13 4.104
1981 01 14 4.103
1981 01 15 4.101
1981 01 16 4.103
1981 01 17 4.098
1981 01 18 4.097
1981 01 19 4.095
1981 01 20 3.592
1981 01 21 4.047
1981 01 22 4.092
1981 01 23 4.086
1981 01 24 3.689
