year month day evapotransp_mgb
1980 01 01 3.541
1980 01 02 3.550
1980 01 03 3.484
1980 01 04 3.495
1980 01 05 3.504
1980 01 06 3.552
1980 01 07 3.553
1980 01 08 3.552
1980 01 09 3.562
1980 01 10 3.565
1980 01 11 3.577
1980 01 12 3.579
1980 01 13 3.583
1980 01 14 3.589
1980 01 15 3.588
1980 01 16 3.587
1980 01 17 3.586
1980 01 18 3.585
1980 01 19 3.584
1980 01 20 3.583
1980 01 21 3.581
1980 01 22 3.580
1980 01 23 3.578
1980 01 24 3.577
1980 01 25 3.575
1980 01 26 3.573
1980 01 27 3.571
1980 01 28 3.569
1980 01 29 3.567
1980 01 30 3.565
1980 01 31 3.563
1980 02 01 3.640
1980 02 02 3.650
1980 02 03 3.647
1980 02 04 3.644
1980 02 05 3.634
1980 02 06 3.611
1980 02 07 3.635
1980 02 08 3.632
1980 02 09 3.628
1980 02 10 3.625
1980 02 11 3.621
1980 02 12 3.617
1980 02 13 3.614
1980 02 14 3.610
1980 02 15 3.606
1980 02 16 3.604
1980 02 17 3.597
1980 02 18 3.591
1980 02 19 3.588
1980 02 20 3.578
1980 02 21 3.577
1980 02 22 3.572
1980 02 23 3.567
1980 02 24 3.562
1980 02 25 3.557
1980 02 26 3.551
1980 02 27 3.545
1980 02 28 3.539
1980 02 29 3.533
1980 03 01 3.680
1980 03 02 3.628
1980 03 03 3.678
1980 03 04 3.577
1980 03 05 3.553
1980 03 06 3.635
1980 03 07 3.452
1980 03 08 3.554
1980 03 09 3.452
1980 03 10 3.384
1980 03 11 3.160
1980 03 12 3.096
1980 03 13 3.166
1980 03 14 3.574
1980 03 15 3.576
1980 03 16 3.569
1980 03 17 3.561
1980 03 18 3.522
1980 03 19 3.531
1980 03 20 3.027
1980 03 21 3.026
1980 03 22 3.020
1980 03 23 2.983
1980 03 24 2.973
1980 03 25 2.963
1980 03 26 2.953
1980 03 27 3.025
1980 03 28 3.047
1980 03 29 2.952
1980 03 30 3.303
1980 03 31 3.409
1980 04 01 3.750
1980 04 02 3.709
1980 04 03 3.697
1980 04 04 3.685
1980 04 05 3.673
1980 04 06 3.661
1980 04 07 3.624
1980 04 08 3.635
1980 04 09 3.615
1980 04 10 3.610
1980 04 11 3.593
1980 04 12 3.564
1980 04 13 3.543
1980 04 14 3.561
1980 04 15 3.548
1980 04 16 3.536
1980 04 17 3.516
1980 04 18 3.433
1980 04 19 3.031
1980 04 20 2.997
1980 04 21 2.985
1980 04 22 2.974
1980 04 23 2.958
1980 04 24 2.938
1980 04 25 2.922
1980 04 26 3.110
1980 04 27 3.108
1980 04 28 2.895
1980 04 29 2.875
1980 04 30 2.903
1980 05 01 3.274
1980 05 02 3.512
1980 05 03 3.520
1980 05 04 3.224
1980 05 05 3.087
1980 05 06 3.084
1980 05 07 3.058
1980 05 08 3.050
1980 05 09 3.036
1980 05 10 3.025
1980 05 11 3.027
1980 05 12 3.175
1980 05 13 2.999
1980 05 14 2.991
1980 05 15 3.043
1980 05 16 3.052
1980 05 17 2.998
1980 05 18 3.202
1980 05 19 3.099
1980 05 20 2.924
1980 05 21 3.080
1980 05 22 3.216
1980 05 23 3.040
1980 05 24 2.970
1980 05 25 2.875
1980 05 26 2.864
1980 05 27 2.852
1980 05 28 2.840
1980 05 29 2.829
1980 05 30 2.817
1980 05 31 2.805
1980 06 01 3.071
1980 06 02 2.974
1980 06 03 2.967
1980 06 04 2.941
1980 06 05 2.925
1980 06 06 2.908
1980 06 07 2.891
