year month day streamflow_m3s qual_control_by_ana qual_flag
1929 01 01 226.913000 1 1
1929 01 02 564.818000 1 1
1929 01 03 854.769000 1 1
1929 01 04 1074.367000 1 1
1929 01 05 423.048000 1 1
1929 01 06 664.729000 1 1
1929 01 07 471.487000 1 1
1929 01 08 1148.990000 1 1
1929 01 09 1099.023000 1 1
1929 01 10 860.475000 1 1
1929 01 11 695.952000 1 1
1929 01 12 545.618000 1 1
1929 01 13 1148.990000 1 1
1929 01 14 883.450000 1 1
1929 01 15 1074.367000 1 1
1929 01 16 771.003000 1 1
1929 01 17 545.618000 1 1
1929 01 18 508.015000 1 1
1929 01 19 559.994000 1 1
1929 01 20 344.381000 1 1
1929 01 21 257.977000 1 1
1929 01 22 247.447000 1 1
1929 01 23 298.065000 1 1
1929 01 24 410.201000 1 1
1929 01 25 508.015000 1 1
1929 01 26 608.977000 1 1
1929 01 27 1384.459000 1 1
1929 01 28 883.450000 1 1
1929 01 29 849.078000 1 1
1929 01 30 837.742000 1 1
1929 01 31 722.405000 1 1
1929 02 01 466.997000 1 1
1929 02 02 410.201000 1 1
1929 02 03 286.904000 1 1
1929 02 04 275.914000 1 1
1929 02 05 298.065000 1 1
1929 02 06 268.682000 1 1
1929 02 07 250.938000 1 1
1929 02 08 200.647000 1 1
1929 02 09 184.889000 1 1
1929 02 10 163.699000 1 1
1929 02 11 135.235000 1 1
1929 02 12 132.508000 1 1
1929 02 13 124.462000 1 1
1929 02 14 119.209000 1 1
1929 02 15 111.500000 1 1
1929 02 16 106.475000 1 1
1929 02 17 103.997000 1 1
1929 02 18 101.542000 1 1
1929 02 19 96.703000 1 1
1929 02 20 94.319000 1 1
1929 02 21 163.699000 1 1
1929 02 22 152.054000 1 1
1929 02 23 163.699000 1 1
1929 02 24 290.605000 1 1
1929 02 25 163.699000 1 1
1929 02 26 157.834000 1 1
1929 02 27 157.834000 1 1
1929 02 28 194.283000 1 1
1929 03 01 200.647000 1 1
1929 03 02 197.455000 1 1
1929 03 03 194.283000 1 1
1929 03 04 191.131000 1 1
1929 03 05 191.131000 1 1
1929 03 06 184.889000 1 1
1929 03 07 181.800000 1 1
1929 03 08 188.000000 1 1
1929 03 09 200.647000 1 1
1929 03 10 290.605000 1 1
1929 03 11 279.558000 1 1
1929 03 12 261.526000 1 1
1929 03 13 233.679000 1 1
1929 03 14 178.731000 1 1
1929 03 15 163.699000 1 1
1929 03 16 160.756000 1 1
1929 03 17 169.648000 1 1
1929 03 18 163.699000 1 1
1929 03 19 157.834000 1 1
1929 03 20 157.834000 1 1
1929 03 21 157.834000 1 1
1929 03 22 154.934000 1 1
1929 03 23 154.934000 1 1
1929 03 24 119.209000 1 1
