year month day streamflow_m3s qual_control_by_ana qual_flag
1976 10 01 nan nan 0
1976 10 02 nan nan 0
1976 10 03 nan nan 0
1976 10 04 nan nan 0
1976 10 05 nan nan 0
1976 10 06 nan nan 0
1976 10 07 nan nan 0
1976 10 08 nan nan 0
1976 10 09 nan nan 0
1976 10 10 nan nan 0
1976 10 11 nan nan 0
1976 10 12 nan nan 0
1976 10 13 nan nan 0
1976 10 14 nan nan 0
1976 10 15 nan nan 0
1976 10 16 nan nan 0
1976 10 17 nan nan 0
1976 10 18 nan nan 0
1976 10 19 nan nan 0
1976 10 20 nan nan 0
1976 10 21 nan nan 0
1976 10 22 nan nan 0
1976 10 23 nan nan 0
1976 10 24 575.000000 1 1
1976 10 25 519.000000 1 1
1976 10 26 519.000000 1 1
1976 10 27 516.500000 1 1
1976 10 28 466.500000 1 1
1976 10 29 430.200000 1 1
1976 10 30 408.600000 1 1
1976 10 31 423.000000 1 1
1976 11 01 451.800000 1 1
1976 11 02 526.500000 1 1
1976 11 03 610.700000 1 1
1976 11 04 608.600000 1 1
1976 11 05 659.000000 1 1
1976 11 06 964.200000 1 1
1976 11 07 1860.800000 1 1
1976 11 08 2178.500000 1 1
1976 11 09 1757.400000 1 1
1976 11 10 1181.000000 1 1
1976 11 11 868.700000 1 1
1976 11 12 720.600000 1 1
1976 11 13 633.800000 1 1
1976 11 14 579.200000 1 1
1976 11 15 558.200000 1 1
1976 11 16 540.000000 1 1
1976 11 17 534.000000 1 1
1976 11 18 514.000000 1 1
1976 11 19 501.500000 1 1
1976 11 20 476.500000 1 1
1976 11 21 456.600000 1 1
1976 11 22 461.500000 1 1
1976 11 23 484.000000 1 1
1976 11 24 464.000000 1 1
1976 11 25 442.200000 1 1
1976 11 26 415.800000 1 1
1976 11 27 413.400000 1 1
1976 11 28 389.400000 1 1
1976 11 29 373.200000 1 1
1976 11 30 366.300000 1 1
1976 12 01 375.500000 1 1
1976 12 02 486.500000 1 1
1976 12 03 1131.000000 1 1
1976 12 04 1388.000000 1 1
1976 12 05 1116.000000 1 1
1976 12 06 868.700000 1 1
1976 12 07 758.000000 1 1
1976 12 08 714.000000 1 1
1976 12 09 904.000000 1 1
1976 12 10 2078.500000 1 1
1976 12 11 2536.800000 1 1
1976 12 12 1515.200000 1 1
1976 12 13 1065.700000 1 1
1976 12 14 843.400000 1 1
1976 12 15 716.200000 1 1
1976 12 16 683.200000 1 1
1976 12 17 921.800000 1 1
1976 12 18 1363.200000 1 1
1976 12 19 1181.000000 1 1
1976 12 20 909.200000 1 1
1976 12 21 766.800000 1 1
1976 12 22 674.400000 1 1
1976 12 23 652.700000 1 1
1976 12 24 753.600000 1 1
1976 12 25 720.600000 1 1
1976 12 26 801.900000 1 1
1976 12 27 825.000000 1 1
1976 12 28 955.500000 1 1
1976 12 29 946.800000 1 1
1976 12 30 831.900000 1 1
1976 12 31 700.800000 1 1
1977 01 01 610.700000 1 1
1977 01 02 554.000000 1 1
1977 01 03 511.500000 1 1
1977 01 04 499.000000 1 1
1977 01 05 572.900000 1 1
1977 01 06 1327.000000 1 1
1977 01 07 1952.400000 1 1
1977 01 08 1655.000000 1 1
1977 01 09 1202.000000 1 1
1977 01 10 921.800000 1 1
1977 01 11 871.000000 1 1
1977 01 12 859.500000 1 1
1977 01 13 850.300000 1 1
1977 01 14 764.600000 1 1
1977 01 15 861.800000 1 1
1977 01 16 709.600000 1 1
1977 01 17 692.000000 1 1
1977 01 18 896.200000 1 1
1977 01 19 1351.000000 1 1
1977 01 20 3109.000000 1 1
1977 01 21 3116.200000 1 1
1977 01 22 2696.500000 1 1
1977 01 23 1835.200000 1 1
1977 01 24 1345.000000 1 1
1977 01 25 843.400000 1 1
1977 01 26 975.800000 1 1
1977 01 27 952.600000 1 1
1977 01 28 941.000000 1 1
1977 01 29 875.000000 1 1
1977 01 30 808.500000 1 1
1977 01 31 769.000000 1 1
1977 02 01 731.600000 1 1
1977 02 02 703.000000 1 1
1977 02 03 709.600000 1 1
1977 02 04 778.200000 1 1
1977 02 05 1057.000000 1 1
1977 02 06 1553.300000 1 1
1977 02 07 1440.700000 1 1
1977 02 08 1293.000000 1 1
1977 02 09 1317.700000 1 1
1977 02 10 1575.000000 1 1
1977 02 11 1320.800000 1 1
1977 02 12 919.400000 1 1
1977 02 13 785.100000 1 1
1977 02 14 738.200000 1 1
1977 02 15 722.800000 1 1
1977 02 16 674.400000 1 1
1977 02 17 659.000000 1 1
1977 02 18 619.100000 1 1
1977 02 19 581.300000 1 1
1977 02 20 544.000000 1 1
1977 02 21 516.500000 1 1
1977 02 22 504.000000 1 1
1977 02 23 489.000000 1 1
1977 02 24 474.000000 1 1
1977 02 25 466.500000 1 1
1977 02 26 456.600000 1 1
1977 02 27 449.400000 1 1
1977 02 28 430.200000 1 1
1977 03 01 415.800000 1 1
1977 03 02 411.000000 1 1
1977 03 03 415.800000 1 1
1977 03 04 471.500000 1 1
1977 03 05 479.000000 1 1
1977 03 06 461.500000 1 1
1977 03 07 430.200000 1 1
1977 03 08 418.200000 1 1
1977 03 09 459.000000 1 1
1977 03 10 474.000000 1 1
1977 03 11 420.600000 1 1
1977 03 12 391.800000 1 1
1977 03 13 373.200000 1 1
1977 03 14 359.200000 1 1
1977 03 15 366.300000 1 1
1977 03 16 394.200000 1 1
1977 03 17 389.400000 1 1
1977 03 18 380.100000 1 1
1977 03 19 380.100000 1 1
1977 03 20 384.700000 1 1
1977 03 21 382.400000 1 1
1977 03 22 413.400000 1 1
1977 03 23 408.600000 1 1
1977 03 24 454.200000 1 1
1977 03 25 540.000000 1 1
1977 03 26 538.000000 1 1
1977 03 27 456.600000 1 1
1977 03 28 406.200000 1 1
1977 03 29 451.800000 1 1
1977 03 30 625.400000 1 1
1977 03 31 581.300000 1 1
