year month day streamflow_m3s qual_control_by_ana qual_flag
2018 01 01 11.189000 0 0
2018 01 02 29.344000 0 0
2018 01 03 27.517000 0 0
2018 01 04 17.654000 0 0
2018 01 05 11.683000 0 0
2018 01 06 7.269000 0 0
2018 01 07 6.522000 0 0
2018 01 08 5.972000 0 0
2018 01 09 5.557000 0 0
2018 01 10 5.246000 0 0
2018 01 11 5.365000 0 0
2018 01 12 5.058000 0 0
2018 01 13 5.413000 0 0
2018 01 14 4.895000 0 0
2018 01 15 4.678000 0 0
2018 01 16 6.497000 0 0
2018 01 17 6.522000 0 0
2018 01 18 5.389000 0 0
2018 01 19 5.034000 0 0
2018 01 20 4.678000 0 0
2018 01 21 3.473000 0 0
2018 01 22 7.904000 0 0
2018 01 23 18.928000 0 0
2018 01 24 23.372000 0 0
2018 01 25 14.133000 0 0
2018 01 26 8.444000 0 0
2018 01 27 6.674000 0 0
2018 01 28 5.898000 0 0
2018 01 29 9.087000 0 0
2018 01 30 6.674000 0 0
2018 01 31 5.678000 0 0
2018 02 01 5.175000 0 1
2018 02 02 4.678000 0 1
2018 02 03 4.055000 0 1
2018 02 04 3.109000 0 1
2018 02 05 2.341000 0 1
2018 02 06 2.221000 0 1
2018 02 07 2.082000 0 1
2018 02 08 2.198000 0 1
2018 02 09 1.969000 0 1
2018 02 10 2.059000 0 1
2018 02 11 3.021000 0 1
2018 02 12 2.681000 0 1
2018 02 13 5.034000 0 1
2018 02 14 3.109000 0 1
2018 02 15 2.128000 0 1
2018 02 16 2.082000 0 1
2018 02 17 1.881000 0 1
2018 02 18 1.752000 0 1
2018 02 19 1.394000 0 1
2018 02 20 1.991000 0 1
2018 02 21 6.522000 0 1
2018 02 22 9.367000 0 1
2018 02 23 6.146000 0 1
2018 02 24 4.987000 0 1
2018 02 25 3.289000 0 1
2018 02 26 2.341000 0 1
2018 02 27 2.105000 0 1
2018 02 28 1.859000 0 1
2018 03 01 1.752000 0 0
2018 03 02 1.690000 0 0
2018 03 03 1.669000 0 0
2018 03 04 1.608000 0 0
2018 03 05 1.837000 0 0
2018 03 06 1.528000 0 0
2018 03 07 1.548000 0 0
2018 03 08 1.451000 0 0
2018 03 09 1.432000 0 0
2018 03 10 1.432000 0 0
2018 03 11 1.375000 0 0
2018 03 12 1.284000 0 0
2018 03 13 1.320000 0 0
2018 03 14 1.077000 0 0
2018 03 15 2.269000 0 0
2018 03 16 5.557000 0 0
2018 03 17 2.599000 0 0
2018 03 18 1.752000 0 0
2018 03 19 1.924000 0 0
2018 03 20 4.987000 0 0
2018 03 21 5.223000 0 0
2018 03 22 3.473000 0 0
2018 03 23 2.151000 0 0
2018 03 24 1.881000 0 0
2018 03 25 12.586000 0 0
2018 03 26 8.263000 0 0
2018 03 27 6.802000 0 0
2018 03 28 5.972000 0 0
2018 03 29 5.413000 0 0
2018 03 30 4.941000 0 0
2018 03 31 4.678000 0 0
2018 04 01 60.116000 0 1
2018 04 02 57.310000 0 1
2018 04 03 57.233000 0 1
2018 04 04 59.176000 0 1
2018 04 05 35.227000 0 1
2018 04 06 22.662000 0 1
2018 04 07 17.327000 0 1
2018 04 08 12.688000 0 1
2018 04 09 8.444000 0 1
2018 04 10 6.854000 0 1
2018 04 11 6.245000 0 1
2018 04 12 5.751000 0 1
2018 04 13 5.606000 0 1
2018 04 14 6.547000 0 1
2018 04 15 5.849000 0 1
2018 04 16 5.413000 0 1
2018 04 17 4.987000 0 1
2018 04 18 4.258000 0 1
2018 04 19 3.109000 0 1
2018 04 20 2.599000 0 1
2018 04 21 3.289000 0 1
2018 04 22 5.081000 0 1
2018 04 23 2.849000 0 1
2018 04 24 3.289000 0 1
2018 04 25 3.856000 0 1
2018 04 26 2.390000 0 1
2018 04 27 2.245000 0 1
2018 04 28 2.105000 0 1
2018 04 29 1.969000 0 1
2018 04 30 1.881000 0 1
2018 05 01 1.794000 0 1
2018 05 02 1.710000 0 1
2018 05 03 1.881000 0 1
2018 05 04 1.752000 0 1
2018 05 05 1.669000 0 1
2018 05 06 1.509000 0 1
2018 05 07 1.248000 0 1
2018 05 08 1.394000 0 1
2018 05 09 1.357000 0 1
2018 05 10 1.548000 0 1
2018 05 11 1.489000 0 1
2018 05 12 1.881000 0 1
2018 05 13 1.752000 0 1
2018 05 14 1.509000 0 1
2018 05 15 1.432000 0 1
2018 05 16 1.608000 0 1
2018 05 17 1.837000 0 1
2018 05 18 2.059000 0 1
2018 05 19 22.898000 0 1
2018 05 20 59.098000 0 1
2018 05 21 43.467000 0 1
2018 05 22 19.885000 0 1
2018 05 23 14.448000 0 1
2018 05 24 8.995000 0 1
2018 05 25 6.854000 0 1
2018 05 26 6.245000 0 1
2018 05 27 5.800000 0 1
2018 05 28 5.461000 0 1
2018 05 29 5.034000 0 1
2018 05 30 4.466000 0 1
2018 05 31 3.662000 0 1
2018 06 01 3.662000 0 1
2018 06 02 5.947000 0 1
2018 06 03 5.997000 0 1
2018 06 04 5.175000 0 1
2018 06 05 4.987000 0 1
2018 06 06 5.034000 0 1
2018 06 07 5.461000 0 1
2018 06 08 5.175000 0 1
2018 06 09 4.918000 0 1
2018 06 10 4.678000 0 1
2018 06 11 4.156000 0 1
2018 06 12 7.164000 0 1
2018 06 13 19.659000 0 1
2018 06 14 10.123000 0 1
2018 06 15 6.854000 0 1
2018 06 16 6.046000 0 1
2018 06 17 5.606000 0 1
2018 06 18 5.365000 0 1
2018 06 19 5.105000 0 1
2018 06 20 4.918000 0 1
2018 06 21 4.156000 0 1
2018 06 22 4.941000 0 1
2018 06 23 5.058000 0 1
2018 06 24 6.751000 0 1
2018 06 25 24.692000 0 1
2018 06 26 60.508000 0 1
2018 06 27 35.764000 0 1
2018 06 28 22.839000 0 1
2018 06 29 27.020000 0 1
2018 06 30 44.542000 0 1
2018 07 01 31.985000 0 1
2018 07 02 23.670000 0 1
2018 07 03 32.508000 0 1
2018 07 04 27.393000 0 1
2018 07 05 23.611000 0 1
2018 07 06 21.958000 0 1
2018 07 07 18.872000 0 1
2018 07 08 16.354000 0 1
2018 07 09 13.924000 0 1
2018 07 10 44.398000 0 1
2018 07 11 68.399000 0 1
2018 07 12 49.877000 0 1
2018 07 13 30.817000 0 1
2018 07 14 23.730000 0 1
2018 07 15 19.320000 0 1
2018 07 16 19.208000 0 1
2018 07 17 46.931000 0 1
2018 07 18 90.981000 0 1
2018 07 19 78.935000 0 1
2018 07 20 40.991000 0 1
2018 07 21 45.118000 0 1
2018 07 22 34.691000 0 1
2018 07 23 26.772000 0 1
2018 07 24 26.093000 0 1
2018 07 25 41.835000 0 1
2018 07 26 60.116000 0 1
2018 07 27 72.799000 0 1
