year month day streamflow_m3s qual_control_by_ana qual_flag
1976 11 01 nan nan nan
1976 11 02 nan nan nan
1976 11 03 nan nan nan
1976 11 04 nan nan nan
1976 11 05 nan nan nan
1976 11 06 nan nan nan
1976 11 07 nan nan nan
1976 11 08 nan nan nan
1976 11 09 nan nan nan
1976 11 10 nan nan nan
1976 11 11 nan nan nan
1976 11 12 nan nan nan
1976 11 13 nan nan nan
1976 11 14 nan nan nan
1976 11 15 nan nan nan
1976 11 16 nan nan nan
1976 11 17 nan nan nan
1976 11 18 nan nan nan
1976 11 19 nan nan nan
1976 11 20 55.437000 1 2
1976 11 21 52.870000 1 1
1976 11 22 58.049000 1 1
1976 11 23 52.870000 1 1
1976 11 24 44.251000 1 1
1976 11 25 40.735000 1 1
1976 11 26 39.588000 1 1
1976 11 27 52.235000 1 1
1976 11 28 51.604000 1 1
1976 11 29 61.377000 1 1
1976 11 30 47.263000 1 1
1976 12 01 55.437000 1 1
1976 12 02 120.008000 1 1
1976 12 03 99.127000 1 1
1976 12 04 71.774000 1 1
1976 12 05 46.049000 1 1
1976 12 06 42.479000 1 1
1976 12 07 45.447000 1 1
1976 12 08 44.251000 1 1
1976 12 09 46.654000 1 1
1976 12 10 63.408000 1 1
1976 12 11 49.726000 1 1
1976 12 12 36.220000 1 1
1976 12 13 35.122000 1 1
1976 12 14 34.038000 1 1
1976 12 15 34.038000 1 1
1976 12 16 49.106000 1 1
1976 12 17 124.383000 1 1
1976 12 18 86.563000 1 1
1976 12 19 46.654000 1 1
1976 12 20 36.773000 1 2
1976 12 21 37.330000 1 1
1976 12 22 37.330000 1 1
1976 12 23 67.542000 1 1
1976 12 24 54.148000 1 1
1976 12 25 45.447000 1 1
1976 12 26 76.101000 1 1
1976 12 27 136.944000 1 1
1976 12 28 84.279000 1 1
1976 12 29 56.086000 1 1
1976 12 30 42.479000 1 1
1976 12 31 43.067000 1 1
1977 01 01 64.090000 1 1
1977 01 02 38.453000 1 1
1977 01 03 34.038000 1 1
1977 01 04 34.038000 1 1
1977 01 05 80.523000 1 1
1977 01 06 197.697000 1 1
1977 01 07 181.244000 1 1
1977 01 08 129.712000 1 1
1977 01 09 204.002000 1 1
1977 01 10 171.229000 1 1
1977 01 11 116.567000 1 1
1977 01 12 85.037000 1 1
1977 01 13 77.565000 1 1
1977 01 14 73.206000 1 2
1977 01 15 71.774000 1 1
1977 01 16 92.765000 1 1
1977 01 17 119.144000 1 1
1977 01 18 112.319000 1 1
1977 01 19 114.011000 1 1
1977 01 20 127.037000 1 1
1977 01 21 104.001000 1 1
1977 01 22 76.101000 1 1
1977 01 23 62.728000 1 1
1977 01 24 58.049000 1 1
1977 01 25 52.870000 1 1
1977 01 26 50.975000 1 1
1977 01 27 64.775000 1 1
1977 01 28 104.001000 1 1
1977 01 29 102.367000 1 1
1977 01 30 79.038000 1 1
1977 01 31 79.038000 1 1
1977 02 01 75.373000 1 1
1977 02 02 87.329000 1 1
