year month day streamflow_m3s qual_control_by_ana qual_flag
1939 09 01 nan nan nan
1939 09 02 nan nan nan
1939 09 03 nan nan nan
1939 09 04 nan nan nan
1939 09 05 nan nan nan
1939 09 06 nan nan nan
1939 09 07 nan nan nan
1939 09 08 nan nan nan
1939 09 09 nan nan nan
1939 09 10 nan nan nan
1939 09 11 nan nan 0
1939 09 12 nan nan 0
1939 09 13 nan nan 0
1939 09 14 nan nan 0
1939 09 15 nan nan 0
1939 09 16 nan nan 0
1939 09 17 nan nan 0
1939 09 18 nan nan 0
1939 09 19 nan nan 0
1939 09 20 nan nan 0
1939 09 21 nan nan 0
1939 09 22 nan nan 0
1939 09 23 nan nan 0
1939 09 24 nan nan 0
1939 09 25 nan nan 0
1939 09 26 nan nan 0
1939 09 27 nan nan 0
1939 09 28 nan nan 0
1939 09 29 nan nan 0
1939 09 30 nan nan 0
1939 10 01 nan nan 0
1939 10 02 nan nan 0
1939 10 03 nan nan 0
1939 10 04 nan nan 0
1939 10 05 nan nan 0
1939 10 06 nan nan 0
1939 10 07 nan nan 0
1939 10 08 nan nan 0
1939 10 09 nan nan 0
1939 10 10 nan nan 0
1939 10 11 nan nan 0
1939 10 12 nan nan 0
1939 10 13 nan nan 0
1939 10 14 nan nan 0
1939 10 15 nan nan 0
1939 10 16 nan nan 0
1939 10 17 nan nan 0
1939 10 18 nan nan 0
1939 10 19 nan nan 0
1939 10 20 nan nan 0
1939 10 21 nan nan 0
1939 10 22 nan nan 0
1939 10 23 nan nan 0
1939 10 24 nan nan 0
1939 10 25 nan nan 0
1939 10 26 nan nan 0
1939 10 27 nan nan 0
1939 10 28 nan nan 0
1939 10 29 nan nan 0
1939 10 30 nan nan 0
1939 10 31 nan nan 0
1939 11 01 nan nan 0
1939 11 02 nan nan 0
1939 11 03 nan nan 0
1939 11 04 nan nan 0
1939 11 05 nan nan 0
1939 11 06 nan nan 0
1939 11 07 nan nan 0
1939 11 08 nan nan 0
1939 11 09 nan nan 0
1939 11 10 nan nan 0
1939 11 11 nan nan 0
1939 11 12 nan nan 0
1939 11 13 nan nan 0
1939 11 14 nan nan 0
1939 11 15 nan nan 0
1939 11 16 nan nan 0
1939 11 17 nan nan 0
1939 11 18 nan nan 0
1939 11 19 nan nan 0
1939 11 20 nan nan 0
1939 11 21 nan nan 0
1939 11 22 nan nan 0
1939 11 23 nan nan 0
1939 11 24 nan nan 0
1939 11 25 nan nan 0
1939 11 26 nan nan 0
1939 11 27 nan nan 0
1939 11 28 nan nan 0
1939 11 29 nan nan 0
1939 11 30 nan nan 0
1939 12 01 nan nan 0
1939 12 02 nan nan 0
1939 12 03 nan nan 0
1939 12 04 nan nan 0
1939 12 05 nan nan 0
1939 12 06 nan nan 0
1939 12 07 nan nan 0
1939 12 08 nan nan 0
1939 12 09 nan nan 0
1939 12 10 nan nan 0
1939 12 11 nan nan 0
1939 12 12 nan nan 0
1939 12 13 nan nan 0
1939 12 14 nan nan 0
1939 12 15 nan nan 0
1939 12 16 nan nan 0
1939 12 17 nan nan 0
1939 12 18 nan nan 0
1939 12 19 nan nan 0
1939 12 20 nan nan 0
1939 12 21 nan nan 0
1939 12 22 nan nan 0
1939 12 23 nan nan 0
1939 12 24 nan nan 0
1939 12 25 nan nan 0
1939 12 26 nan nan 0
1939 12 27 nan nan 0
1939 12 28 nan nan 0
1939 12 29 nan nan 0
1939 12 30 nan nan 0
1939 12 31 nan nan 0
1940 01 01 nan nan 0
1940 01 02 nan nan 0
1940 01 03 nan nan 0
1940 01 04 nan nan 0
1940 01 05 nan nan 0
1940 01 06 nan nan 0
1940 01 07 nan nan 0
1940 01 08 nan nan 0
1940 01 09 nan nan 0
1940 01 10 nan nan 0
1940 01 11 nan nan 0
1940 01 12 nan nan 0
1940 01 13 nan nan 0
1940 01 14 nan nan 0
1940 01 15 nan nan 0
1940 01 16 nan nan 0
1940 01 17 nan nan 0
1940 01 18 nan nan 0
1940 01 19 nan nan 0
1940 01 20 nan nan 0
1940 01 21 nan nan 0
1940 01 22 nan nan 0
1940 01 23 nan nan 0
1940 01 24 nan nan 0
1940 01 25 nan nan 0
1940 01 26 nan nan 0
1940 01 27 nan nan 0
1940 01 28 nan nan 0
1940 01 29 nan nan 0
1940 01 30 nan nan 0
1940 01 31 nan nan 0
1940 02 01 nan nan 0
1940 02 02 nan nan 0
1940 02 03 nan nan 0
1940 02 04 nan nan 0
1940 02 05 nan nan 0
1940 02 06 nan nan 0
1940 02 07 nan nan 0
1940 02 08 nan nan 0
1940 02 09 nan nan 0
1940 02 10 nan nan 0
1940 02 11 nan nan 0
1940 02 12 nan nan 0
1940 02 13 nan nan 0
1940 02 14 nan nan 0
