year month day streamflow_m3s qual_control_by_ana qual_flag
1976 05 01 37.900000 1 1
1976 05 02 35.400000 1 1
1976 05 03 32.800000 1 1
1976 05 04 34.100000 1 1
1976 05 05 31.600000 1 1
1976 05 06 30.300000 1 1
1976 05 07 27.900000 1 1
1976 05 08 27.900000 1 1
1976 05 09 29.100000 1 1
1976 05 10 31.600000 1 1
1976 05 11 30.300000 1 1
1976 05 12 27.900000 1 1
1976 05 13 30.300000 1 1
1976 05 14 29.100000 1 1
1976 05 15 29.100000 1 1
1976 05 16 32.800000 1 1
1976 05 17 32.800000 1 1
1976 05 18 30.300000 1 1
1976 05 19 30.300000 1 1
1976 05 20 30.300000 1 1
1976 05 21 27.900000 1 1
1976 05 22 27.900000 1 1
1976 05 23 27.900000 1 1
1976 05 24 27.900000 1 1
1976 05 25 27.900000 1 1
1976 05 26 31.600000 1 1
1976 05 27 29.100000 1 1
1976 05 28 29.100000 1 1
1976 05 29 31.600000 1 1
1976 05 30 30.300000 1 1
1976 05 31 30.300000 1 1
1976 06 01 27.900000 1 1
1976 06 02 27.900000 1 1
1976 06 03 27.900000 1 1
1976 06 04 26.700000 1 1
1976 06 05 26.700000 1 1
1976 06 06 27.900000 1 1
1976 06 07 27.900000 1 1
1976 06 08 27.900000 1 1
1976 06 09 27.900000 1 1
1976 06 10 25.500000 1 1
1976 06 11 25.500000 1 1
1976 06 12 25.500000 1 1
1976 06 13 25.500000 1 1
1976 06 14 25.500000 1 1
1976 06 15 26.700000 1 1
1976 06 16 27.900000 1 1
1976 06 17 25.500000 1 1
1976 06 18 25.500000 1 1
1976 06 19 23.100000 1 1
1976 06 20 25.500000 1 1
1976 06 21 25.500000 1 1
1976 06 22 24.300000 1 1
1976 06 23 24.300000 1 1
1976 06 24 27.900000 1 1
1976 06 25 25.500000 1 1
1976 06 26 24.300000 1 1
1976 06 27 24.300000 1 1
1976 06 28 26.700000 1 1
1976 06 29 25.500000 1 1
1976 06 30 25.500000 1 1
1976 07 01 26.700000 1 1
1976 07 02 24.300000 1 1
1976 07 03 23.100000 1 1
1976 07 04 26.700000 1 1
1976 07 05 31.600000 1 1
1976 07 06 32.800000 1 1
1976 07 07 36.600000 1 1
1976 07 08 49.900000 1 1
1976 07 09 40.500000 1 1
1976 07 10 32.800000 1 1
1976 07 11 30.300000 1 1
1976 07 12 29.100000 1 1
1976 07 13 30.300000 1 1
1976 07 14 30.300000 1 1
1976 07 15 29.100000 1 1
1976 07 16 25.500000 1 1
1976 07 17 25.500000 1 1
1976 07 18 25.500000 1 1
1976 07 19 25.500000 1 1
1976 07 20 25.500000 1 1
1976 07 21 25.500000 1 1
1976 07 22 25.500000 1 1
1976 07 23 25.500000 1 1
1976 07 24 25.500000 1 1
1976 07 25 27.900000 1 1
1976 07 26 32.800000 1 1
1976 07 27 27.900000 1 1
1976 07 28 27.900000 1 1
1976 07 29 25.500000 1 1
1976 07 30 25.500000 1 1
1976 07 31 25.500000 1 1
1976 08 01 25.500000 1 1
1976 08 02 25.500000 1 1
1976 08 03 25.500000 1 1
1976 08 04 25.500000 1 1
1976 08 05 25.500000 1 1
1976 08 06 25.500000 1 1
1976 08 07 20.700000 1 1
1976 08 08 23.100000 1 1
1976 08 09 23.100000 1 1
1976 08 10 25.500000 1 1
1976 08 11 25.500000 1 1
1976 08 12 23.100000 1 1
1976 08 13 20.700000 1 1
1976 08 14 20.700000 1 1
1976 08 15 25.500000 1 1
1976 08 16 25.500000 1 1
