year month day streamflow_m3s qual_control_by_ana qual_flag
1976 09 01 nan nan nan
1976 09 02 nan nan nan
1976 09 03 nan nan nan
1976 09 04 nan nan nan
1976 09 05 nan nan nan
1976 09 06 nan nan nan
1976 09 07 nan nan nan
1976 09 08 nan nan nan
1976 09 09 nan nan nan
1976 09 10 nan nan nan
1976 09 11 nan nan nan
1976 09 12 nan nan nan
1976 09 13 nan nan nan
1976 09 14 nan nan nan
1976 09 15 nan nan nan
1976 09 16 65.991000 1 1
1976 09 17 40.293000 1 1
1976 09 18 22.119000 1 1
1976 09 19 15.328000 1 1
1976 09 20 10.962000 1 1
1976 09 21 98.149000 1 1
1976 09 22 65.991000 1 1
1976 09 23 25.681000 1 1
1976 09 24 35.777000 1 1
1976 09 25 16.782000 1 1
1976 09 26 13.492000 1 1
1976 09 27 26.302000 1 1
1976 09 28 60.146000 1 1
1976 09 29 46.740000 1 1
1976 09 30 12.619000 1 1
1976 10 01 13.940000 1 1
1976 10 02 12.194000 1 1
1976 10 03 11.366000 1 1
1976 10 04 10.179000 1 1
1976 10 05 9.424000 1 1
1976 10 06 9.798000 1 1
1976 10 07 10.962000 1 1
1976 10 08 10.567000 1 1
1976 10 09 15.805000 1 1
1976 10 10 39.131000 1 1
1976 10 11 42.420000 1 1
1976 10 12 29.242000 1 1
1976 10 13 19.406000 1 1
1976 10 14 15.965000 1 1
1976 10 15 12.817000 1 1
1976 10 16 10.885000 1 1
1976 10 17 10.423000 1 1
1976 10 18 10.885000 1 1
1976 10 19 9.526000 1 1
1976 10 20 9.090000 1 1
1976 10 21 40.761000 1 1
1976 10 22 32.153000 1 1
1976 10 23 19.406000 1 1
1976 10 24 16.519000 1 1
1976 10 25 14.354000 1 1
1976 10 26 19.406000 1 1
1976 10 27 18.813000 1 1
1976 10 28 18.227000 1 1
1976 10 29 15.420000 1 1
1976 10 30 12.321000 1 1
1976 10 31 11.355000 1 1
1976 11 01 9.526000 1 1
1976 11 02 117.446000 1 1
1976 11 03 43.260000 1 1
1976 11 04 65.502000 1 1
1976 11 05 147.439000 1 1
1976 11 06 137.579000 1 1
1976 11 07 36.739000 1 1
1976 11 08 27.137000 1 1
1976 11 09 18.813000 1 1
1976 11 10 14.883000 1 1
1976 11 11 14.354000 1 1
1976 11 12 15.965000 1 1
1976 11 13 25.772000 1 1
1976 11 14 41.587000 1 1
1976 11 15 33.652000 1 1
1976 11 16 36.739000 1 1
1976 11 17 47.565000 1 1
1976 11 18 106.030000 1 1
1976 11 19 148.872000 1 1
1976 11 20 295.531000 1 1
1976 11 21 317.066000 1 1
1976 11 22 282.167000 1 1
1976 11 23 234.881000 1 1
1976 11 24 259.879000 1 1
1976 11 25 188.186000 1 1
1976 11 26 238.385000 1 1
1976 11 27 197.817000 1 1
1976 11 28 236.630000 1 1
1976 11 29 196.197000 1 1
1976 11 30 183.449000 1 1
1976 12 01 186.602000 1 1
1976 12 02 183.449000 1 1
1976 12 03 166.525000 1 1
1976 12 04 229.666000 1 1
1976 12 05 217.695000 1 1
1976 12 06 224.502000 1 1
1976 12 07 226.218000 1 1
1976 12 08 221.087000 1 1
1976 12 09 183.449000 1 1
1976 12 10 556.991000 1 1
1976 12 11 407.416000 1 1
1976 12 12 331.108000 1 1
1976 12 13 291.685000 1 1
1976 12 14 284.060000 1 1
1976 12 15 256.242000 1 1
1976 12 16 231.399000 1 1
1976 12 17 197.817000 1 1
1976 12 18 177.213000 1 1
1976 12 19 188.186000 1 1
1976 12 20 462.025000 1 1
1976 12 21 309.160000 1 1
1976 12 22 364.183000 1 1
1976 12 23 256.242000 1 1
1976 12 24 192.976000 1 1
1976 12 25 209.313000 1 1
1976 12 26 227.939000 1 1
1976 12 27 210.978000 1 1
1976 12 28 254.431000 1 1
1976 12 29 151.755000 1 1
1976 12 30 219.388000 1 1
1976 12 31 188.186000 1 1
1977 01 01 nan nan nan
1977 01 02 nan nan nan
1977 01 03 171.071000 1 1
1977 01 04 185.022000 1 1
1977 01 05 nan nan nan
1977 01 06 nan nan nan
1977 01 07 nan nan nan
1977 01 08 nan nan nan
1977 01 09 nan nan nan
1977 01 10 nan nan nan
1977 01 11 nan nan nan
1977 01 12 256.242000 1 1
1977 01 13 159.066000 1 1
1977 01 14 nan nan nan
1977 01 15 180.320000 1 1
1977 01 16 nan nan nan
1977 01 17 185.022000 1 1
1977 01 18 nan nan nan
1977 01 19 163.524000 1 1
1977 01 20 188.186000 1 1
1977 01 21 409.632000 1 1
1977 01 22 284.060000 1 1
1977 01 23 276.521000 1 1
1977 01 24 289.771000 1 1
1977 01 25 280.280000 1 1
1977 01 26 174.130000 1 1
1977 01 27 174.130000 1 1
1977 01 28 270.925000 1 1
