year month day streamflow_m3s qual_control_by_ana qual_flag
1983 09 01 nan nan 0
1983 09 02 nan nan 0
1983 09 03 nan nan 0
1983 09 04 nan nan 0
1983 09 05 nan nan 0
1983 09 06 nan nan 0
1983 09 07 nan nan 0
1983 09 08 nan nan 0
1983 09 09 nan nan 0
1983 09 10 nan nan 0
1983 09 11 nan nan 0
1983 09 12 nan nan 0
1983 09 13 nan nan 0
1983 09 14 nan nan 0
1983 09 15 nan nan 0
1983 09 16 27.427000 1 1
1983 09 17 27.240000 1 1
1983 09 18 27.990000 1 1
1983 09 19 27.990000 1 1
1983 09 20 29.502000 1 1
1983 09 21 28.744000 1 1
1983 09 22 29.502000 1 1
1983 09 23 32.952000 1 1
1983 09 24 30.263000 1 1
1983 09 25 28.367000 1 1
1983 09 26 26.866000 1 1
1983 09 27 26.120000 1 1
1983 09 28 25.749000 1 1
1983 09 29 27.990000 1 1
1983 09 30 30.263000 1 1
1983 10 01 32.952000 1 1
1983 10 02 29.882000 1 1
1983 10 03 29.882000 1 1
1983 10 04 31.411000 1 1
1983 10 05 31.987000 1 1
1983 10 06 31.795000 1 1
1983 10 07 34.507000 1 1
1983 10 08 nan nan 0
1983 10 09 nan nan 0
1983 10 10 nan nan 0
1983 10 11 nan nan 0
1983 10 12 nan nan 0
1983 10 13 nan nan 0
1983 10 14 nan nan 0
1983 10 15 nan nan 0
1983 10 16 nan nan 0
1983 10 17 nan nan 0
1983 10 18 nan nan 0
1983 10 19 nan nan 0
1983 10 20 nan nan 0
1983 10 21 nan nan 0
1983 10 22 nan nan 0
1983 10 23 nan nan 0
1983 10 24 nan nan 0
1983 10 25 nan nan 0
1983 10 26 nan nan 0
1983 10 27 nan nan 0
1983 10 28 nan nan 0
1983 10 29 nan nan 0
1983 10 30 nan nan 0
1983 10 31 nan nan 0
1983 11 01 nan nan nan
1983 11 02 nan nan nan
1983 11 03 nan nan nan
1983 11 04 nan nan nan
1983 11 05 nan nan nan
1983 11 06 nan nan nan
1983 11 07 nan nan nan
1983 11 08 nan nan nan
1983 11 09 nan nan nan
1983 11 10 nan nan nan
1983 11 11 nan nan nan
1983 11 12 nan nan nan
1983 11 13 nan nan nan
1983 11 14 nan nan nan
1983 11 15 nan nan nan
1983 11 16 nan nan nan
1983 11 17 nan nan nan
1983 11 18 nan nan nan
1983 11 19 nan nan nan
1983 11 20 nan nan nan
1983 11 21 nan nan nan
1983 11 22 nan nan nan
1983 11 23 nan nan nan
1983 11 24 nan nan nan
1983 11 25 nan nan nan
1983 11 26 nan nan nan
1983 11 27 nan nan nan
1983 11 28 nan nan nan
1983 11 29 nan nan nan
1983 11 30 nan nan nan
1983 12 01 nan nan nan
1983 12 02 nan nan nan
1983 12 03 nan nan nan
1983 12 04 nan nan nan
1983 12 05 nan nan nan
1983 12 06 nan nan nan
1983 12 07 nan nan nan
1983 12 08 nan nan nan
1983 12 09 nan nan nan
1983 12 10 nan nan nan
1983 12 11 nan nan nan
1983 12 12 nan nan nan
1983 12 13 nan nan nan
1983 12 14 nan nan nan
1983 12 15 nan nan nan
1983 12 16 nan nan nan
1983 12 17 nan nan nan
1983 12 18 nan nan nan
1983 12 19 nan nan nan
1983 12 20 nan nan nan
1983 12 21 nan nan nan
1983 12 22 nan nan nan
1983 12 23 nan nan nan
1983 12 24 nan nan nan
1983 12 25 nan nan nan
1983 12 26 nan nan nan
1983 12 27 nan nan nan
1983 12 28 nan nan nan
