year month day precipitation_mswep
1980 01 01 23.954
1980 01 02 0.006
1980 01 03 0.000
1980 01 04 0.000
1980 01 05 0.063
1980 01 06 0.007
1980 01 07 8.290
1980 01 08 7.286
1980 01 09 4.519
1980 01 10 12.183
1980 01 11 13.516
1980 01 12 8.149
1980 01 13 1.360
1980 01 14 0.202
1980 01 15 0.006
1980 01 16 7.477
1980 01 17 39.854
1980 01 18 23.738
1980 01 19 2.148
1980 01 20 3.139
1980 01 21 38.041
1980 01 22 0.775
1980 01 23 0.073
1980 01 24 2.579
1980 01 25 21.919
1980 01 26 19.183
1980 01 27 0.874
1980 01 28 0.961
1980 01 29 0.039
1980 01 30 0.023
1980 01 31 4.424
1980 02 01 10.839
1980 02 02 1.095
1980 02 03 2.084
1980 02 04 0.369
1980 02 05 0.002
1980 02 06 0.001
1980 02 07 6.721
1980 02 08 2.421
1980 02 09 0.437
1980 02 10 0.253
1980 02 11 0.519
1980 02 12 1.964
1980 02 13 11.331
1980 02 14 9.527
1980 02 15 11.218
1980 02 16 4.730
1980 02 17 4.820
1980 02 18 35.974
1980 02 19 11.182
1980 02 20 1.245
1980 02 21 0.441
1980 02 22 15.851
1980 02 23 8.746
1980 02 24 15.037
1980 02 25 2.019
1980 02 26 12.261
1980 02 27 15.978
1980 02 28 9.334
1980 02 29 0.102
1980 03 01 0.023
1980 03 02 0.007
1980 03 03 0.241
1980 03 04 1.147
1980 03 05 0.493
1980 03 06 0.324
1980 03 07 5.116
1980 03 08 6.497
1980 03 09 5.766
1980 03 10 14.645
1980 03 11 21.363
1980 03 12 3.971
1980 03 13 0.156
1980 03 14 12.988
1980 03 15 12.737
1980 03 16 11.354
1980 03 17 1.836
1980 03 18 0.634
1980 03 19 0.461
1980 03 20 0.005
1980 03 21 0.023
1980 03 22 0.011
1980 03 23 0.012
1980 03 24 0.033
1980 03 25 0.009
1980 03 26 0.001
1980 03 27 0.000
1980 03 28 0.000
1980 03 29 0.001
1980 03 30 2.586
1980 03 31 0.241
1980 04 01 0.026
1980 04 02 2.770
1980 04 03 57.401
1980 04 04 24.909
1980 04 05 14.299
1980 04 06 0.384
1980 04 07 0.808
1980 04 08 1.369
1980 04 09 2.056
1980 04 10 0.801
1980 04 11 8.046
1980 04 12 4.617
1980 04 13 31.874
1980 04 14 10.228
1980 04 15 13.848
1980 04 16 3.854
1980 04 17 0.111
1980 04 18 0.116
1980 04 19 0.000
1980 04 20 0.036
1980 04 21 0.024
1980 04 22 0.000
1980 04 23 0.000
1980 04 24 0.000
1980 04 25 0.000
1980 04 26 0.000
1980 04 27 0.000
1980 04 28 0.000
1980 04 29 0.000
1980 04 30 0.000
1980 05 01 0.791
1980 05 02 1.588
1980 05 03 3.068
1980 05 04 0.364
1980 05 05 0.000
1980 05 06 0.000
1980 05 07 0.000
1980 05 08 0.000
1980 05 09 0.000
1980 05 10 0.004
1980 05 11 0.055
1980 05 12 0.714
1980 05 13 0.000
1980 05 14 0.104
1980 05 15 0.122
1980 05 16 0.145
1980 05 17 0.411
1980 05 18 0.516
1980 05 19 0.000
1980 05 20 0.000
1980 05 21 0.046
1980 05 22 8.050
1980 05 23 0.027
1980 05 24 0.045
1980 05 25 0.031
1980 05 26 0.039
1980 05 27 0.000
1980 05 28 0.000
1980 05 29 0.000
1980 05 30 0.000
1980 05 31 0.000
1980 06 01 0.000
1980 06 02 5.534
1980 06 03 4.516
1980 06 04 0.000
1980 06 05 0.000
1980 06 06 0.000
