year month day precipitation_mswep
1980 01 01 0.000
1980 01 02 0.000
1980 01 03 0.000
1980 01 04 0.000
1980 01 05 0.000
1980 01 06 5.038
1980 01 07 7.393
1980 01 08 8.295
1980 01 09 8.042
1980 01 10 0.020
1980 01 11 2.423
1980 01 12 0.002
1980 01 13 0.000
1980 01 14 0.000
1980 01 15 0.000
1980 01 16 13.867
1980 01 17 1.832
1980 01 18 0.508
1980 01 19 4.185
1980 01 20 0.002
1980 01 21 0.000
1980 01 22 0.000
1980 01 23 11.330
1980 01 24 26.320
1980 01 25 0.000
1980 01 26 0.000
1980 01 27 0.000
1980 01 28 6.067
1980 01 29 0.000
1980 01 30 11.477
1980 01 31 23.132
1980 02 01 0.000
1980 02 02 0.000
1980 02 03 0.000
1980 02 04 0.000
1980 02 05 0.005
1980 02 06 0.000
1980 02 07 0.000
1980 02 08 0.000
1980 02 09 0.000
1980 02 10 6.657
1980 02 11 0.250
1980 02 12 0.000
1980 02 13 0.000
1980 02 14 0.000
1980 02 15 0.000
1980 02 16 2.460
1980 02 17 4.485
1980 02 18 0.000
1980 02 19 0.000
1980 02 20 0.000
1980 02 21 0.000
1980 02 22 0.455
1980 02 23 14.815
1980 02 24 28.112
1980 02 25 19.237
1980 02 26 2.613
1980 02 27 1.297
1980 02 28 0.000
1980 02 29 1.047
1980 03 01 5.985
1980 03 02 10.002
1980 03 03 2.293
1980 03 04 1.012
1980 03 05 0.065
1980 03 06 7.227
1980 03 07 10.097
1980 03 08 0.945
1980 03 09 0.967
1980 03 10 1.857
1980 03 11 15.908
1980 03 12 16.972
1980 03 13 2.358
1980 03 14 0.000
1980 03 15 0.000
1980 03 16 0.000
1980 03 17 0.000
1980 03 18 0.000
1980 03 19 0.000
1980 03 20 0.000
1980 03 21 0.000
1980 03 22 0.000
1980 03 23 0.000
1980 03 24 0.000
1980 03 25 0.000
1980 03 26 0.678
1980 03 27 3.195
1980 03 28 7.322
1980 03 29 2.230
1980 03 30 0.183
1980 03 31 0.000
