year month day precipitation_mswep
1980 01 01 0.000
1980 01 02 0.000
1980 01 03 0.000
1980 01 04 0.000
1980 01 05 0.147
1980 01 06 0.007
1980 01 07 25.835
1980 01 08 12.452
1980 01 09 14.057
1980 01 10 3.437
1980 01 11 0.002
1980 01 12 0.000
1980 01 13 0.000
1980 01 14 0.000
1980 01 15 0.000
1980 01 16 1.681
1980 01 17 0.342
1980 01 18 6.033
1980 01 19 0.337
1980 01 20 0.000
1980 01 21 0.000
1980 01 22 0.000
1980 01 23 0.403
1980 01 24 35.096
1980 01 25 0.000
1980 01 26 0.000
1980 01 27 0.000
1980 01 28 0.000
1980 01 29 0.000
1980 01 30 13.366
1980 01 31 46.150
1980 02 01 3.722
1980 02 02 0.036
1980 02 03 0.000
1980 02 04 0.000
1980 02 05 4.830
1980 02 06 1.510
1980 02 07 0.226
1980 02 08 0.000
1980 02 09 1.453
1980 02 10 37.690
1980 02 11 18.204
1980 02 12 0.000
1980 02 13 0.000
1980 02 14 0.000
1980 02 15 0.000
1980 02 16 0.676
1980 02 17 29.573
1980 02 18 0.117
1980 02 19 0.001
1980 02 20 0.348
1980 02 21 23.382
1980 02 22 1.218
1980 02 23 9.227
1980 02 24 9.291
1980 02 25 10.221
1980 02 26 2.882
1980 02 27 1.998
1980 02 28 1.198
1980 02 29 19.596
1980 03 01 4.846
1980 03 02 16.900
1980 03 03 6.121
1980 03 04 0.698
1980 03 05 0.001
1980 03 06 5.181
1980 03 07 13.530
1980 03 08 5.910
1980 03 09 0.052
1980 03 10 0.000
1980 03 11 2.071
1980 03 12 9.783
1980 03 13 9.742
1980 03 14 0.000
1980 03 15 0.000
1980 03 16 0.000
1980 03 17 0.079
1980 03 18 0.013
1980 03 19 0.000
1980 03 20 0.000
1980 03 21 0.000
1980 03 22 0.000
1980 03 23 0.000
1980 03 24 5.429
1980 03 25 5.506
1980 03 26 1.486
1980 03 27 0.643
1980 03 28 1.451
1980 03 29 5.172
1980 03 30 0.032
1980 03 31 0.000
