year month day evapotransp_gleam
1980 01 01 3.319
1980 01 02 2.393
1980 01 03 2.750
1980 01 04 2.538
1980 01 05 1.763
1980 01 06 3.952
1980 01 07 4.404
1980 01 08 3.888
1980 01 09 3.953
1980 01 10 2.540
1980 01 11 1.087
1980 01 12 2.675
1980 01 13 1.179
1980 01 14 1.626
1980 01 15 1.944
1980 01 16 2.265
1980 01 17 2.924
1980 01 18 3.805
1980 01 19 4.577
1980 01 20 3.508
1980 01 21 4.341
1980 01 22 4.474
1980 01 23 3.948
1980 01 24 4.002
1980 01 25 3.590
1980 01 26 3.739
1980 01 27 3.919
1980 01 28 1.159
1980 01 29 3.188
1980 01 30 2.973
1980 01 31 2.420
1980 02 01 2.785
1980 02 02 2.252
1980 02 03 3.626
1980 02 04 2.324
1980 02 05 1.926
1980 02 06 3.636
1980 02 07 1.358
1980 02 08 2.011
1980 02 09 1.215
1980 02 10 1.781
1980 02 11 4.018
1980 02 12 3.262
1980 02 13 2.952
1980 02 14 2.210
1980 02 15 0.908
1980 02 16 1.386
1980 02 17 2.784
1980 02 18 1.267
1980 02 19 1.802
1980 02 20 3.255
1980 02 21 2.034
1980 02 22 2.624
1980 02 23 2.798
1980 02 24 3.771
1980 02 25 4.101
1980 02 26 3.161
1980 02 27 3.627
1980 02 28 3.121
1980 02 29 4.136
1980 03 01 3.937
1980 03 02 3.459
1980 03 03 4.287
1980 03 04 3.759
1980 03 05 2.706
1980 03 06 3.167
1980 03 07 3.237
1980 03 08 3.178
1980 03 09 3.730
1980 03 10 3.620
1980 03 11 4.327
1980 03 12 4.352
1980 03 13 4.096
1980 03 14 3.971
1980 03 15 3.927
1980 03 16 4.139
1980 03 17 3.191
1980 03 18 4.383
1980 03 19 3.552
1980 03 20 4.156
1980 03 21 3.954
1980 03 22 4.109
1980 03 23 4.608
1980 03 24 4.469
1980 03 25 4.320
1980 03 26 4.036
1980 03 27 4.115
1980 03 28 4.255
1980 03 29 3.570
1980 03 30 4.198
1980 03 31 4.073
1980 04 01 4.122
1980 04 02 3.994
1980 04 03 2.497
1980 04 04 3.605
1980 04 05 3.749
1980 04 06 3.672
1980 04 07 3.082
1980 04 08 2.542
1980 04 09 2.935
1980 04 10 4.452
1980 04 11 4.307
1980 04 12 4.595
1980 04 13 3.982
1980 04 14 3.671
1980 04 15 3.705
1980 04 16 3.895
1980 04 17 4.199
1980 04 18 3.572
1980 04 19 4.060
1980 04 20 3.603
1980 04 21 3.647
1980 04 22 3.662
1980 04 23 3.832
1980 04 24 3.736
1980 04 25 3.303
1980 04 26 3.386
1980 04 27 1.374
1980 04 28 2.455
1980 04 29 3.489
1980 04 30 3.131
1980 05 01 3.337
1980 05 02 3.100
1980 05 03 2.744
1980 05 04 2.595
1980 05 05 2.872
1980 05 06 2.621
1980 05 07 2.635
1980 05 08 2.776
1980 05 09 2.433
1980 05 10 2.391
1980 05 11 2.565
1980 05 12 2.502
1980 05 13 2.449
1980 05 14 2.330
1980 05 15 2.206
1980 05 16 2.266
1980 05 17 2.259
1980 05 18 2.122
1980 05 19 2.173
1980 05 20 1.977
1980 05 21 1.926
1980 05 22 1.913
1980 05 23 1.774
1980 05 24 1.648
1980 05 25 1.576
1980 05 26 1.741
1980 05 27 1.707
1980 05 28 1.595
1980 05 29 1.501
1980 05 30 1.485
1980 05 31 1.522
1980 06 01 1.494
1980 06 02 1.400
1980 06 03 1.218
1980 06 04 1.341
1980 06 05 1.308
1980 06 06 1.226
1980 06 07 1.222
1980 06 08 1.181
1980 06 09 1.079
1980 06 10 1.167
1980 06 11 1.140
1980 06 12 1.053
1980 06 13 0.961
1980 06 14 1.025
1980 06 15 0.981
1980 06 16 0.962
1980 06 17 0.948
1980 06 18 0.892
1980 06 19 0.904
1980 06 20 0.903
1980 06 21 0.869
1980 06 22 0.730
1980 06 23 0.799
1980 06 24 0.783
1980 06 25 0.859
1980 06 26 0.790
1980 06 27 0.824
1980 06 28 0.789
1980 06 29 0.653
1980 06 30 0.743
1980 07 01 0.720
1980 07 02 0.683
1980 07 03 0.725
1980 07 04 0.728
1980 07 05 0.682
1980 07 06 0.614
1980 07 07 0.650
1980 07 08 0.630
1980 07 09 0.594
1980 07 10 0.584
1980 07 11 0.589
1980 07 12 0.594
1980 07 13 0.527
1980 07 14 0.590
1980 07 15 0.533
1980 07 16 0.528
1980 07 17 0.535
1980 07 18 0.523
1980 07 19 0.514
1980 07 20 0.500
1980 07 21 0.507
1980 07 22 0.504
1980 07 23 0.505
1980 07 24 0.489
1980 07 25 0.468
1980 07 26 0.451
1980 07 27 0.446
1980 07 28 0.452
1980 07 29 0.424
1980 07 30 0.471
1980 07 31 0.433
1980 08 01 0.427
1980 08 02 0.345
1980 08 03 0.399
1980 08 04 0.400
1980 08 05 0.393
1980 08 06 0.402
1980 08 07 0.395
