year month day precipitation_cpc
1980 01 01 0.868
1980 01 02 1.725
1980 01 03 3.129
1980 01 04 10.706
1980 01 05 13.295
1980 01 06 2.604
1980 01 07 5.263
1980 01 08 2.059
1980 01 09 1.686
1980 01 10 6.321
1980 01 11 6.381
1980 01 12 1.885
1980 01 13 9.076
1980 01 14 29.390
1980 01 15 10.620
1980 01 16 11.179
1980 01 17 5.267
1980 01 18 3.659
1980 01 19 7.501
1980 01 20 0.617
1980 01 21 0.028
1980 01 22 1.186
1980 01 23 0.488
1980 01 24 0.604
1980 01 25 0.503
1980 01 26 0.546
1980 01 27 2.428
1980 01 28 2.383
1980 01 29 6.892
1980 01 30 3.443
1980 01 31 0.258
1980 02 01 1.340
1980 02 02 2.050
1980 02 03 6.513
1980 02 04 3.256
1980 02 05 3.992
1980 02 06 16.891
1980 02 07 11.867
1980 02 08 15.370
1980 02 09 1.015
1980 02 10 8.684
1980 02 11 12.676
1980 02 12 9.359
1980 02 13 20.874
1980 02 14 6.442
1980 02 15 17.986
1980 02 16 15.381
1980 02 17 13.203
1980 02 18 23.101
1980 02 19 5.691
1980 02 20 20.894
1980 02 21 6.958
1980 02 22 6.417
1980 02 23 8.668
1980 02 24 9.861
1980 02 25 13.211
1980 02 26 9.650
1980 02 27 7.853
1980 02 28 8.919
1980 02 29 8.881
1980 03 01 8.724
1980 03 02 5.965
1980 03 03 4.015
1980 03 04 2.582
1980 03 05 8.668
1980 03 06 9.254
1980 03 07 21.534
1980 03 08 13.896
1980 03 09 2.553
1980 03 10 1.027
1980 03 11 0.343
1980 03 12 2.185
1980 03 13 4.884
1980 03 14 2.739
1980 03 15 3.136
1980 03 16 1.107
1980 03 17 0.700
1980 03 18 0.591
1980 03 19 0.423
1980 03 20 2.107
1980 03 21 3.330
1980 03 22 0.792
1980 03 23 1.689
1980 03 24 0.016
1980 03 25 0.070
1980 03 26 0.008
1980 03 27 0.061
1980 03 28 0.133
1980 03 29 0.054
1980 03 30 0.046
1980 03 31 0.000
1980 04 01 0.354
1980 04 02 0.120
1980 04 03 0.282
1980 04 04 0.216
1980 04 05 1.922
1980 04 06 4.263
1980 04 07 2.841
1980 04 08 2.684
1980 04 09 3.188
1980 04 10 0.701
1980 04 11 2.505
1980 04 12 1.004
