year month day temperature_max
1980 01 01 24.997
1980 01 02 24.733
1980 01 03 24.741
1980 01 04 26.783
1980 01 05 27.627
1980 01 06 25.818
1980 01 07 27.414
1980 01 08 23.431
1980 01 09 28.518
1980 01 10 25.277
1980 01 11 28.423
1980 01 12 27.594
1980 01 13 26.812
1980 01 14 25.274
1980 01 15 24.652
1980 01 16 23.862
1980 01 17 25.426
1980 01 18 25.073
1980 01 19 28.070
1980 01 20 30.028
1980 01 21 29.393
1980 01 22 29.193
1980 01 23 30.636
1980 01 24 30.968
1980 01 25 24.602
1980 01 26 21.255
1980 01 27 23.331
1980 01 28 28.595
1980 01 29 27.881
1980 01 30 25.657
1980 01 31 28.221
1980 02 01 26.368
1980 02 02 26.808
1980 02 03 25.204
1980 02 04 25.963
1980 02 05 27.165
1980 02 06 28.165
1980 02 07 29.486
1980 02 08 28.759
1980 02 09 28.318
1980 02 10 28.740
1980 02 11 27.656
1980 02 12 28.027
1980 02 13 29.152
1980 02 14 29.469
1980 02 15 26.828
1980 02 16 27.629
1980 02 17 28.798
1980 02 18 25.801
1980 02 19 21.372
1980 02 20 24.077
1980 02 21 25.217
1980 02 22 26.664
1980 02 23 28.141
1980 02 24 28.707
1980 02 25 28.553
1980 02 26 26.136
1980 02 27 23.361
1980 02 28 23.324
1980 02 29 25.514
1980 03 01 26.761
1980 03 02 30.254
1980 03 03 30.853
1980 03 04 29.502
1980 03 05 28.498
1980 03 06 29.798
1980 03 07 30.842
1980 03 08 29.506
1980 03 09 28.820
1980 03 10 28.118
1980 03 11 29.875
1980 03 12 29.263
1980 03 13 28.275
1980 03 14 26.846
1980 03 15 24.166
1980 03 16 23.485
1980 03 17 23.671
1980 03 18 27.160
1980 03 19 28.369
1980 03 20 28.339
1980 03 21 28.389
1980 03 22 29.912
1980 03 23 30.585
1980 03 24 30.201
1980 03 25 30.975
1980 03 26 32.125
1980 03 27 32.091
1980 03 28 30.933
1980 03 29 28.275
1980 03 30 27.216
1980 03 31 24.469
1980 04 01 25.226
1980 04 02 24.778
1980 04 03 25.325
1980 04 04 23.761
1980 04 05 24.128
1980 04 06 27.079
1980 04 07 25.694
1980 04 08 25.287
1980 04 09 25.472
1980 04 10 28.519
1980 04 11 29.465
1980 04 12 30.182
1980 04 13 29.702
1980 04 14 22.993
1980 04 15 20.786
1980 04 16 17.677
1980 04 17 19.595
1980 04 18 21.281
1980 04 19 27.659
1980 04 20 26.743
1980 04 21 26.556
1980 04 22 26.360
1980 04 23 26.540
1980 04 24 25.454
1980 04 25 24.419
1980 04 26 23.578
1980 04 27 23.985
1980 04 28 25.467
1980 04 29 26.357
1980 04 30 26.562
1980 05 01 25.686
1980 05 02 20.515
1980 05 03 20.376
1980 05 04 18.272
1980 05 05 20.620
1980 05 06 22.640
1980 05 07 23.895
1980 05 08 24.964
1980 05 09 21.011
1980 05 10 21.016
1980 05 11 22.306
1980 05 12 24.381
1980 05 13 24.226
1980 05 14 23.002
1980 05 15 24.289
1980 05 16 26.297
1980 05 17 25.147
1980 05 18 21.138
1980 05 19 23.423
1980 05 20 23.350
1980 05 21 23.192
1980 05 22 23.134
1980 05 23 20.757
1980 05 24 21.377
1980 05 25 22.667
1980 05 26 21.881
1980 05 27 22.120
1980 05 28 22.781
1980 05 29 24.494
1980 05 30 24.717
1980 05 31 25.649
1980 06 01 26.384
1980 06 02 24.723
1980 06 03 17.674
1980 06 04 16.861
1980 06 05 14.179
1980 06 06 18.970
1980 06 07 23.508
1980 06 08 23.194
1980 06 09 23.250
1980 06 10 24.742
1980 06 11 26.198
1980 06 12 25.767
1980 06 13 22.184
1980 06 14 19.854
1980 06 15 15.467
1980 06 16 17.394
1980 06 17 21.491
1980 06 18 21.226
1980 06 19 20.941
1980 06 20 21.883
1980 06 21 14.825
1980 06 22 13.877
1980 06 23 15.577
1980 06 24 16.847
1980 06 25 18.390
1980 06 26 18.002
1980 06 27 12.378
1980 06 28 14.736
1980 06 29 20.357
1980 06 30 21.832
1980 07 01 21.906
1980 07 02 16.205
1980 07 03 11.369
1980 07 04 11.479
1980 07 05 15.148
1980 07 06 17.060
1980 07 07 18.116
1980 07 08 19.755
1980 07 09 19.594
1980 07 10 18.589
1980 07 11 14.103
1980 07 12 17.860
1980 07 13 20.744
1980 07 14 22.015
1980 07 15 24.543
1980 07 16 14.543
1980 07 17 16.319
1980 07 18 22.478
1980 07 19 19.436
1980 07 20 22.726
1980 07 21 22.209
1980 07 22 19.813
1980 07 23 19.554
1980 07 24 18.111
1980 07 25 19.979
1980 07 26 22.607
1980 07 27 24.769
1980 07 28 20.549
1980 07 29 22.837
1980 07 30 20.400
1980 07 31 14.328
1980 08 01 12.664
1980 08 02 13.835
1980 08 03 16.195
1980 08 04 22.495
1980 08 05 22.135
1980 08 06 20.526
1980 08 07 22.314
1980 08 08 20.185
1980 08 09 18.437
1980 08 10 19.374
1980 08 11 21.259
1980 08 12 13.674
1980 08 13 19.584
1980 08 14 17.208
1980 08 15 22.327
1980 08 16 24.134
1980 08 17 22.909
1980 08 18 21.005
1980 08 19 23.538
1980 08 20 22.152
1980 08 21 21.798
1980 08 22 20.105
1980 08 23 16.175
1980 08 24 13.442
1980 08 25 15.400
1980 08 26 17.803
1980 08 27 14.355
1980 08 28 16.301
1980 08 29 18.104
1980 08 30 22.682
1980 08 31 23.682
1980 09 01 20.575
1980 09 02 16.783
1980 09 03 20.345
1980 09 04 18.887
1980 09 05 18.158
1980 09 06 16.960
1980 09 07 22.349
1980 09 08 24.421
1980 09 09 20.526
1980 09 10 15.155
1980 09 11 18.257
1980 09 12 17.789
1980 09 13 19.445
1980 09 14 20.485
1980 09 15 20.088
1980 09 16 15.537
1980 09 17 16.071
1980 09 18 19.580
1980 09 19 20.581
1980 09 20 20.656
1980 09 21 18.590
1980 09 22 16.634
1980 09 23 17.674
1980 09 24 19.409
1980 09 25 19.259
1980 09 26 17.471
1980 09 27 16.864
1980 09 28 15.456
1980 09 29 21.076
1980 09 30 24.235
1980 10 01 22.761
1980 10 02 23.163
1980 10 03 25.743
1980 10 04 28.414
1980 10 05 15.897
1980 10 06 15.832
1980 10 07 13.543
1980 10 08 16.797
1980 10 09 22.816
1980 10 10 20.357
1980 10 11 16.220
1980 10 12 16.884
1980 10 13 18.787
1980 10 14 19.566
1980 10 15 21.302
1980 10 16 22.783
1980 10 17 25.799
1980 10 18 26.065
1980 10 19 27.140
1980 10 20 28.844
1980 10 21 28.066
1980 10 22 28.399
1980 10 23 17.416
1980 10 24 17.543
1980 10 25 25.623
1980 10 26 28.129
1980 10 27 27.003
1980 10 28 24.378
1980 10 29 26.626
1980 10 30 24.365
1980 10 31 21.782
1980 11 01 19.335
1980 11 02 21.857
1980 11 03 24.610
1980 11 04 24.274
1980 11 05 24.689
1980 11 06 26.850
1980 11 07 30.195
1980 11 08 26.926
1980 11 09 25.287
1980 11 10 23.972
1980 11 11 19.750
1980 11 12 19.798
1980 11 13 22.043
1980 11 14 24.003
1980 11 15 24.994
1980 11 16 27.078
1980 11 17 22.287
1980 11 18 22.919
1980 11 19 21.803
1980 11 20 28.188
1980 11 21 26.723
1980 11 22 25.758
1980 11 23 29.169
1980 11 24 21.879
1980 11 25 24.729
1980 11 26 25.343
1980 11 27 25.262
1980 11 28 25.520
1980 11 29 22.658
1980 11 30 25.017
1980 12 01 24.868
1980 12 02 23.898
1980 12 03 27.272
1980 12 04 26.268
1980 12 05 27.140
1980 12 06 27.417
1980 12 07 26.984
1980 12 08 27.061
1980 12 09 28.834
1980 12 10 29.882
1980 12 11 29.770
1980 12 12 25.159
1980 12 13 24.776
1980 12 14 31.116
1980 12 15 30.546
1980 12 16 29.978
1980 12 17 31.222
1980 12 18 30.033
1980 12 19 25.085
1980 12 20 23.961
1980 12 21 20.974
1980 12 22 20.899
1980 12 23 23.537
1980 12 24 25.980
1980 12 25 27.519
1980 12 26 26.358
1980 12 27 24.606
1980 12 28 25.814
1980 12 29 28.204
1980 12 30 27.835
1980 12 31 26.873
1981 01 01 nan
1981 01 02 nan
1981 01 03 30.428
1981 01 04 27.829
1981 01 05 25.722
1981 01 06 28.106
1981 01 07 26.257
1981 01 08 23.973
1981 01 09 24.989
1981 01 10 27.535
1981 01 11 24.852
1981 01 12 26.098
1981 01 13 29.054
1981 01 14 26.060
1981 01 15 23.417
1981 01 16 25.236
1981 01 17 27.731
1981 01 18 28.039
1981 01 19 28.901
1981 01 20 30.316
1981 01 21 26.131
1981 01 22 22.283
1981 01 23 23.340
1981 01 24 26.337
1981 01 25 26.154
1981 01 26 26.907
1981 01 27 27.782
1981 01 28 28.027
1981 01 29 31.058
1981 01 30 26.610
1981 01 31 26.154
1981 02 01 29.108
1981 02 02 31.713
1981 02 03 28.576
1981 02 04 30.894
1981 02 05 23.727
1981 02 06 20.149
1981 02 07 24.144
1981 02 08 25.612
1981 02 09 29.602
1981 02 10 29.416
1981 02 11 29.502
1981 02 12 30.906
1981 02 13 31.325
1981 02 14 29.222
1981 02 15 30.370
1981 02 16 30.151
1981 02 17 28.613
1981 02 18 29.647
1981 02 19 28.168
1981 02 20 26.662
1981 02 21 24.992
1981 02 22 24.504
1981 02 23 26.770
1981 02 24 26.830
1981 02 25 26.537
1981 02 26 29.395
1981 02 27 29.941
1981 02 28 31.499
1981 03 01 27.354
1981 03 02 29.925
1981 03 03 31.411
1981 03 04 22.317
1981 03 05 25.970
1981 03 06 26.291
1981 03 07 27.813
1981 03 08 25.907
1981 03 09 25.428
1981 03 10 26.691
1981 03 11 30.096
1981 03 12 28.694
1981 03 13 27.268
1981 03 14 28.109
1981 03 15 30.256
1981 03 16 24.140
1981 03 17 22.136
1981 03 18 22.142
1981 03 19 24.760
1981 03 20 26.060
1981 03 21 21.969
1981 03 22 23.933
1981 03 23 25.899
1981 03 24 26.086
1981 03 25 22.584
1981 03 26 24.176
1981 03 27 23.964
1981 03 28 21.970
1981 03 29 24.549
1981 03 30 26.657
1981 03 31 26.193
1981 04 01 22.896
1981 04 02 24.109
1981 04 03 26.730
1981 04 04 28.967
1981 04 05 25.995
1981 04 06 25.401
1981 04 07 26.259
1981 04 08 25.907
1981 04 09 22.148
1981 04 10 23.112
1981 04 11 24.487
1981 04 12 25.385
1981 04 13 22.440
1981 04 14 24.115
1981 04 15 21.151
1981 04 16 18.938
1981 04 17 20.819
1981 04 18 19.249
1981 04 19 21.221
1981 04 20 24.041
1981 04 21 25.628
1981 04 22 25.548
1981 04 23 26.849
1981 04 24 20.951
1981 04 25 23.288
1981 04 26 23.085
1981 04 27 22.127
1981 04 28 21.510
1981 04 29 21.124
1981 04 30 21.322
1981 05 01 20.713
1981 05 02 20.971
1981 05 03 24.712
1981 05 04 25.148
1981 05 05 27.214
1981 05 06 26.460
1981 05 07 23.706
1981 05 08 24.785
1981 05 09 24.925
1981 05 10 26.983
1981 05 11 27.253
1981 05 12 27.221
1981 05 13 26.131
1981 05 14 27.093
1981 05 15 23.329
1981 05 16 20.479
1981 05 17 20.360
1981 05 18 22.963
1981 05 19 24.268
1981 05 20 24.183
1981 05 21 19.842
1981 05 22 22.092
1981 05 23 21.826
1981 05 24 23.239
1981 05 25 20.873
1981 05 26 22.028
1981 05 27 18.508
1981 05 28 17.391
1981 05 29 19.900
1981 05 30 20.893
1981 05 31 22.318
1981 06 01 23.416
1981 06 02 24.521
1981 06 03 20.712
1981 06 04 16.803
1981 06 05 18.445
1981 06 06 17.290
1981 06 07 17.909
1981 06 08 18.060
1981 06 09 18.543
1981 06 10 20.965
1981 06 11 20.498
1981 06 12 17.707
1981 06 13 18.105
1981 06 14 18.415
1981 06 15 19.108
1981 06 16 19.432
1981 06 17 14.274
1981 06 18 13.441
1981 06 19 17.474
1981 06 20 15.392
1981 06 21 18.055
1981 06 22 21.010
1981 06 23 20.053
1981 06 24 19.636
1981 06 25 22.897
1981 06 26 22.564
1981 06 27 21.735
1981 06 28 25.680
1981 06 29 24.087
1981 06 30 23.075
1981 07 01 22.862
1981 07 02 15.341
1981 07 03 15.463
1981 07 04 14.711
1981 07 05 14.932
1981 07 06 14.533
1981 07 07 15.629
1981 07 08 17.273
1981 07 09 18.111
1981 07 10 19.077
1981 07 11 22.459
1981 07 12 24.409
1981 07 13 24.478
