year month day potential_evapotransp_gleam
1980 01 01 4.511
1980 01 02 3.625
1980 01 03 4.774
1980 01 04 4.981
1980 01 05 4.510
1980 01 06 4.109
1980 01 07 3.035
1980 01 08 3.002
1980 01 09 2.738
1980 01 10 4.609
1980 01 11 4.476
1980 01 12 4.783
1980 01 13 3.897
1980 01 14 3.717
1980 01 15 2.280
1980 01 16 3.498
1980 01 17 2.636
1980 01 18 4.122
1980 01 19 5.066
1980 01 20 4.241
1980 01 21 4.895
1980 01 22 4.821
1980 01 23 4.296
1980 01 24 3.560
1980 01 25 0.655
1980 01 26 1.336
1980 01 27 2.773
1980 01 28 4.391
1980 01 29 3.491
1980 01 30 4.476
1980 01 31 3.641
1980 02 01 2.503
1980 02 02 3.727
1980 02 03 3.710
1980 02 04 4.966
1980 02 05 4.469
1980 02 06 5.123
1980 02 07 4.183
1980 02 08 3.896
1980 02 09 4.176
1980 02 10 3.020
1980 02 11 3.567
1980 02 12 3.108
1980 02 13 3.995
1980 02 14 4.095
1980 02 15 3.426
1980 02 16 4.377
1980 02 17 3.326
1980 02 18 1.045
1980 02 19 2.879
1980 02 20 4.001
1980 02 21 4.262
1980 02 22 4.618
1980 02 23 2.685
1980 02 24 2.289
1980 02 25 3.688
1980 02 26 3.018
1980 02 27 1.326
1980 02 28 1.208
1980 02 29 1.584
1980 03 01 4.674
1980 03 02 4.744
1980 03 03 3.704
1980 03 04 4.737
1980 03 05 4.452
1980 03 06 4.079
1980 03 07 4.544
1980 03 08 3.192
1980 03 09 4.174
1980 03 10 3.932
1980 03 11 3.217
1980 03 12 3.668
1980 03 13 2.632
1980 03 14 2.296
1980 03 15 2.334
1980 03 16 0.417
1980 03 17 2.861
1980 03 18 3.228
1980 03 19 3.951
1980 03 20 4.403
1980 03 21 4.037
1980 03 22 3.855
1980 03 23 4.023
1980 03 24 3.668
1980 03 25 3.857
1980 03 26 4.182
1980 03 27 3.984
1980 03 28 3.458
1980 03 29 1.241
1980 03 30 2.251
1980 03 31 2.217
1980 04 01 2.215
1980 04 02 2.636
1980 04 03 2.189
1980 04 04 2.043
1980 04 05 2.158
1980 04 06 2.419
1980 04 07 2.037
1980 04 08 1.110
1980 04 09 2.827
1980 04 10 2.974
1980 04 11 2.958
1980 04 12 2.088
1980 04 13 1.111
1980 04 14 0.762
1980 04 15 0.699
1980 04 16 1.128
1980 04 17 0.864
1980 04 18 3.100
1980 04 19 2.838
1980 04 20 3.223
1980 04 21 2.853
1980 04 22 2.724
1980 04 23 2.729
1980 04 24 2.530
1980 04 25 1.909
1980 04 26 1.650
1980 04 27 2.036
1980 04 28 2.202
1980 04 29 2.822
1980 04 30 2.350
1980 05 01 0.884
1980 05 02 0.632
1980 05 03 0.471
1980 05 04 2.003
1980 05 05 1.856
1980 05 06 2.001
1980 05 07 1.799
1980 05 08 0.843
1980 05 09 1.610
1980 05 10 1.109
1980 05 11 1.362
1980 05 12 1.704
1980 05 13 1.747
1980 05 14 1.863
1980 05 15 2.052
1980 05 16 2.140
1980 05 17 1.342
1980 05 18 1.720
1980 05 19 1.559
1980 05 20 1.292
1980 05 21 0.514
1980 05 22 2.046
1980 05 23 1.206
1980 05 24 0.821
1980 05 25 1.296
1980 05 26 1.435
1980 05 27 1.799
1980 05 28 1.807
1980 05 29 1.516
1980 05 30 2.062
1980 05 31 1.736
1980 06 01 1.672
1980 06 02 0.303
1980 06 03 1.870
1980 06 04 0.844
1980 06 05 1.240
1980 06 06 1.231
1980 06 07 1.688
1980 06 08 1.444
1980 06 09 1.554
1980 06 10 1.532
1980 06 11 1.608
1980 06 12 1.190
1980 06 13 0.450
1980 06 14 1.106
1980 06 15 0.732
1980 06 16 0.988
1980 06 17 1.516
1980 06 18 1.208
1980 06 19 1.432
1980 06 20 0.247
1980 06 21 0.521
1980 06 22 0.644
1980 06 23 0.621
1980 06 24 0.416
1980 06 25 0.413
1980 06 26 1.045
1980 06 27 0.722
1980 06 28 1.018
1980 06 29 1.609
1980 06 30 1.525
1980 07 01 -0.027
1980 07 02 0.168
1980 07 03 0.202
1980 07 04 0.661
1980 07 05 0.658
1980 07 06 1.101
1980 07 07 1.093
1980 07 08 1.556
1980 07 09 0.597
1980 07 10 0.314
1980 07 11 0.354
1980 07 12 0.879
1980 07 13 1.654
1980 07 14 1.609
1980 07 15 1.118
1980 07 16 1.146
1980 07 17 1.618
1980 07 18 1.406
1980 07 19 1.602
1980 07 20 1.768
1980 07 21 0.322
1980 07 22 0.755
1980 07 23 1.358
1980 07 24 1.571
1980 07 25 1.888
1980 07 26 1.963
1980 07 27 1.882
1980 07 28 1.691
1980 07 29 1.467
1980 07 30 0.067
1980 07 31 0.967
1980 08 01 1.556
1980 08 02 1.402
1980 08 03 1.279
1980 08 04 2.226
1980 08 05 1.724
1980 08 06 1.896
1980 08 07 1.816
1980 08 08 1.010
1980 08 09 1.019
1980 08 10 0.979
1980 08 11 1.673
1980 08 12 0.867
1980 08 13 0.954
1980 08 14 1.873
1980 08 15 2.656
1980 08 16 2.552
1980 08 17 0.701
1980 08 18 0.946
1980 08 19 2.047
1980 08 20 1.320
1980 08 21 2.481
1980 08 22 0.782
1980 08 23 0.446
1980 08 24 0.716
1980 08 25 1.192
1980 08 26 1.646
1980 08 27 2.187
1980 08 28 1.494
1980 08 29 0.821
1980 08 30 1.964
1980 08 31 2.424
1980 09 01 1.086
1980 09 02 1.177
1980 09 03 1.660
1980 09 04 2.354
1980 09 05 1.396
1980 09 06 2.831
1980 09 07 2.505
1980 09 08 2.890
1980 09 09 1.227
1980 09 10 0.894
1980 09 11 1.020
1980 09 12 1.249
1980 09 13 1.189
1980 09 14 2.071
1980 09 15 1.116
1980 09 16 2.685
1980 09 17 2.364
1980 09 18 1.672
1980 09 19 1.508
1980 09 20 0.784
1980 09 21 1.478
1980 09 22 2.201
1980 09 23 1.841
1980 09 24 1.994
1980 09 25 3.411
1980 09 26 2.097
1980 09 27 1.424
1980 09 28 0.604
1980 09 29 3.132
1980 09 30 3.704
1980 10 01 2.748
1980 10 02 3.476
1980 10 03 4.209
1980 10 04 4.545
1980 10 05 0.369
1980 10 06 1.827
1980 10 07 0.367
1980 10 08 0.845
1980 10 09 3.636
1980 10 10 2.092
1980 10 11 0.935
1980 10 12 0.809
1980 10 13 1.797
1980 10 14 3.038
1980 10 15 2.430
1980 10 16 3.808
1980 10 17 3.993
1980 10 18 4.172
1980 10 19 3.984
1980 10 20 4.215
1980 10 21 3.075
1980 10 22 2.103
1980 10 23 1.062
1980 10 24 1.072
1980 10 25 2.326
1980 10 26 4.545
1980 10 27 4.207
1980 10 28 3.391
1980 10 29 2.143
1980 10 30 1.752
1980 10 31 2.092
1980 11 01 1.524
1980 11 02 2.569
1980 11 03 2.613
1980 11 04 3.891
1980 11 05 4.421
1980 11 06 3.257
1980 11 07 2.316
1980 11 08 2.521
1980 11 09 3.219
1980 11 10 1.250
1980 11 11 0.920
1980 11 12 1.395
1980 11 13 2.792
1980 11 14 3.747
1980 11 15 4.528
1980 11 16 4.904
1980 11 17 1.886
1980 11 18 3.449
1980 11 19 2.422
1980 11 20 4.488
1980 11 21 4.326
1980 11 22 4.861
1980 11 23 2.283
1980 11 24 1.044
1980 11 25 3.806
1980 11 26 4.815
1980 11 27 4.440
1980 11 28 1.937
1980 11 29 1.684
1980 11 30 1.893
1980 12 01 2.606
1980 12 02 2.407
1980 12 03 5.165
1980 12 04 3.788
1980 12 05 3.766
1980 12 06 3.415
1980 12 07 3.258
1980 12 08 3.587
1980 12 09 5.282
1980 12 10 4.716
1980 12 11 4.245
1980 12 12 2.354
1980 12 13 1.929
1980 12 14 5.636
1980 12 15 5.465
1980 12 16 5.510
1980 12 17 5.283
1980 12 18 5.922
1980 12 19 3.144
1980 12 20 2.562
1980 12 21 0.877
1980 12 22 1.047
1980 12 23 1.499
1980 12 24 2.194
1980 12 25 3.578
1980 12 26 3.061
1980 12 27 2.046
1980 12 28 2.878
1980 12 29 4.423
1980 12 30 2.720
1980 12 31 3.664
1981 01 01 5.078
1981 01 02 5.354
1981 01 03 4.295
1981 01 04 3.628
1981 01 05 2.731
1981 01 06 3.703
1981 01 07 2.657
1981 01 08 1.258
1981 01 09 1.793
1981 01 10 2.407
1981 01 11 2.541
1981 01 12 3.333
1981 01 13 4.264
1981 01 14 1.834
1981 01 15 2.905
1981 01 16 3.048
1981 01 17 3.371
1981 01 18 3.057
1981 01 19 2.580
1981 01 20 3.343
1981 01 21 2.372
1981 01 22 1.665
1981 01 23 2.645
1981 01 24 2.633
1981 01 25 3.751
1981 01 26 3.795
1981 01 27 4.347
1981 01 28 5.109
1981 01 29 5.660
1981 01 30 2.003
1981 01 31 2.128
1981 02 01 4.264
1981 02 02 4.975
1981 02 03 3.712
1981 02 04 3.966
1981 02 05 1.580
1981 02 06 1.107
1981 02 07 1.971
1981 02 08 4.006
1981 02 09 5.064
1981 02 10 4.675
1981 02 11 4.826
1981 02 12 5.115
1981 02 13 4.512
1981 02 14 3.799
1981 02 15 5.348
1981 02 16 5.321
1981 02 17 4.209
1981 02 18 4.004
1981 02 19 4.289
1981 02 20 3.454
1981 02 21 3.092
1981 02 22 2.427
1981 02 23 2.859
1981 02 24 3.773
1981 02 25 4.021
1981 02 26 4.068
1981 02 27 3.985
1981 02 28 4.591
1981 03 01 2.344
1981 03 02 4.178
1981 03 03 4.530
1981 03 04 1.370
1981 03 05 1.332
1981 03 06 3.221
1981 03 07 2.665
1981 03 08 3.213
1981 03 09 2.784
1981 03 10 3.410
1981 03 11 4.078
1981 03 12 4.110
1981 03 13 3.392
1981 03 14 3.676
1981 03 15 4.099
1981 03 16 0.917
