year month day potential_evapotransp_gleam
1980 01 01 3.131
1980 01 02 4.790
1980 01 03 4.904
1980 01 04 4.950
1980 01 05 3.617
1980 01 06 4.216
1980 01 07 2.747
1980 01 08 3.513
1980 01 09 3.306
1980 01 10 2.917
1980 01 11 4.994
1980 01 12 4.119
1980 01 13 5.007
1980 01 14 4.008
1980 01 15 3.901
1980 01 16 3.982
1980 01 17 4.759
1980 01 18 4.413
1980 01 19 3.796
1980 01 20 4.684
1980 01 21 4.963
1980 01 22 5.084
1980 01 23 4.425
1980 01 24 0.182
1980 01 25 2.273
1980 01 26 3.598
1980 01 27 4.696
1980 01 28 4.082
1980 01 29 4.664
1980 01 30 4.741
1980 01 31 1.545
1980 02 01 3.499
1980 02 02 3.643
1980 02 03 4.502
1980 02 04 4.931
1980 02 05 4.296
1980 02 06 2.862
1980 02 07 4.439
1980 02 08 4.877
1980 02 09 4.743
1980 02 10 2.277
1980 02 11 2.560
1980 02 12 4.232
1980 02 13 4.279
1980 02 14 4.552
1980 02 15 4.576
1980 02 16 4.276
1980 02 17 1.755
1980 02 18 2.305
1980 02 19 3.034
1980 02 20 3.182
1980 02 21 3.028
1980 02 22 3.901
1980 02 23 3.326
1980 02 24 2.836
1980 02 25 3.052
1980 02 26 2.439
1980 02 27 2.509
1980 02 28 3.675
1980 02 29 2.086
1980 03 01 3.310
1980 03 02 2.825
1980 03 03 2.843
1980 03 04 2.935
1980 03 05 4.214
1980 03 06 3.993
1980 03 07 2.726
1980 03 08 2.732
1980 03 09 3.301
1980 03 10 3.420
1980 03 11 2.719
1980 03 12 1.289
1980 03 13 2.605
1980 03 14 3.233
1980 03 15 2.714
1980 03 16 3.648
1980 03 17 3.388
1980 03 18 3.476
1980 03 19 3.391
1980 03 20 3.601
1980 03 21 3.514
1980 03 22 3.314
1980 03 23 3.488
1980 03 24 3.173
1980 03 25 3.318
1980 03 26 3.023
1980 03 27 3.008
1980 03 28 1.189
1980 03 29 1.774
1980 03 30 2.008
1980 03 31 2.305
1980 04 01 2.399
1980 04 02 3.163
1980 04 03 3.002
1980 04 04 2.674
1980 04 05 3.125
1980 04 06 3.000
1980 04 07 2.918
1980 04 08 2.524
1980 04 09 2.163
1980 04 10 2.222
1980 04 11 2.525
1980 04 12 0.076
1980 04 13 1.192
1980 04 14 0.470
1980 04 15 2.368
1980 04 16 1.726
1980 04 17 1.939
1980 04 18 1.052
1980 04 19 1.454
1980 04 20 1.810
1980 04 21 2.760
1980 04 22 2.282
1980 04 23 2.210
1980 04 24 2.204
1980 04 25 2.382
1980 04 26 2.382
1980 04 27 1.876
1980 04 28 1.978
1980 04 29 2.027
1980 04 30 1.892
1980 05 01 0.013
1980 05 02 0.257
1980 05 03 0.597
1980 05 04 1.264
1980 05 05 1.383
1980 05 06 1.443
1980 05 07 1.102
1980 05 08 1.176
1980 05 09 0.629
1980 05 10 0.600
1980 05 11 1.691
1980 05 12 1.853
1980 05 13 1.738
1980 05 14 1.614
1980 05 15 1.546
1980 05 16 0.889
1980 05 17 0.759
1980 05 18 0.366
1980 05 19 1.265
1980 05 20 0.989
1980 05 21 0.336
1980 05 22 1.023
1980 05 23 1.576
1980 05 24 1.200
1980 05 25 1.525
1980 05 26 1.448
1980 05 27 1.039
1980 05 28 1.208
1980 05 29 1.100
1980 05 30 0.330
1980 05 31 0.437
