year month day precipitation_cpc
1980 01 01 0.224
1980 01 02 0.000
1980 01 03 0.105
1980 01 04 0.000
1980 01 05 0.000
1980 01 06 0.038
1980 01 07 10.133
1980 01 08 3.335
1980 01 09 20.433
1980 01 10 8.141
1980 01 11 2.741
1980 01 12 0.014
1980 01 13 0.092
1980 01 14 0.000
1980 01 15 1.619
1980 01 16 1.842
1980 01 17 7.072
1980 01 18 8.986
1980 01 19 0.515
1980 01 20 9.983
1980 01 21 0.886
1980 01 22 1.204
1980 01 23 0.638
1980 01 24 4.941
1980 01 25 8.931
1980 01 26 0.769
1980 01 27 0.567
1980 01 28 0.237
1980 01 29 0.584
1980 01 30 0.000
1980 01 31 27.259
1980 02 01 6.807
1980 02 02 0.945
1980 02 03 4.504
1980 02 04 0.092
1980 02 05 0.000
1980 02 06 1.892
1980 02 07 0.435
1980 02 08 0.000
1980 02 09 0.000
1980 02 10 3.549
1980 02 11 15.316
1980 02 12 0.000
1980 02 13 0.000
1980 02 14 0.000
1980 02 15 1.414
1980 02 16 1.693
1980 02 17 15.305
1980 02 18 7.954
1980 02 19 0.061
1980 02 20 0.145
1980 02 21 0.000
1980 02 22 0.034
1980 02 23 2.796
1980 02 24 21.815
1980 02 25 10.147
1980 02 26 28.183
1980 02 27 1.416
1980 02 28 1.376
1980 02 29 1.027
1980 03 01 9.668
1980 03 02 1.814
1980 03 03 6.549
1980 03 04 12.758
1980 03 05 1.534
1980 03 06 1.271
1980 03 07 5.602
1980 03 08 7.016
1980 03 09 0.935
1980 03 10 1.050
1980 03 11 5.456
1980 03 12 22.454
1980 03 13 12.502
1980 03 14 1.888
1980 03 15 0.409
1980 03 16 0.000
1980 03 17 0.019
1980 03 18 0.029
1980 03 19 2.960
1980 03 20 0.000
1980 03 21 0.105
1980 03 22 0.000
1980 03 23 0.000
1980 03 24 0.037
1980 03 25 0.024
1980 03 26 0.133
1980 03 27 1.111
1980 03 28 1.155
1980 03 29 18.142
1980 03 30 0.907
1980 03 31 0.000
1980 04 01 0.000
1980 04 02 0.000
1980 04 03 0.023
1980 04 04 0.077
1980 04 05 0.032
1980 04 06 0.000
1980 04 07 0.000
1980 04 08 0.054
1980 04 09 0.000
1980 04 10 10.986
1980 04 11 2.816
1980 04 12 4.596
1980 04 13 44.521
1980 04 14 5.358
1980 04 15 11.696
1980 04 16 0.000
1980 04 17 0.035
1980 04 18 0.050
1980 04 19 5.492
1980 04 20 0.000
1980 04 21 0.000
1980 04 22 0.000
1980 04 23 0.000
1980 04 24 0.077
1980 04 25 0.000
1980 04 26 0.000
1980 04 27 0.000
1980 04 28 0.000
1980 04 29 0.000
1980 04 30 0.011
1980 05 01 1.128
1980 05 02 35.945
1980 05 03 2.651
1980 05 04 0.000
1980 05 05 0.315
1980 05 06 0.478
1980 05 07 4.455
1980 05 08 43.829
1980 05 09 6.397
1980 05 10 34.970
1980 05 11 3.829
1980 05 12 0.065
1980 05 13 0.033
1980 05 14 0.000
1980 05 15 0.018
1980 05 16 0.286
1980 05 17 6.089
1980 05 18 2.139
1980 05 19 10.958
1980 05 20 2.382
1980 05 21 8.277
1980 05 22 6.138
1980 05 23 1.030
1980 05 24 0.034
1980 05 25 0.000
1980 05 26 0.000
1980 05 27 0.000
1980 05 28 0.000
1980 05 29 0.138
1980 05 30 0.000
1980 05 31 0.074
1980 06 01 5.035
1980 06 02 1.395
1980 06 03 0.000
1980 06 04 0.000
1980 06 05 0.020
1980 06 06 0.000
1980 06 07 0.000
1980 06 08 0.000
1980 06 09 0.032
1980 06 10 0.050
1980 06 11 0.015
1980 06 12 0.257
1980 06 13 16.906
1980 06 14 0.910
1980 06 15 0.000
1980 06 16 0.276
1980 06 17 0.000
1980 06 18 0.026
1980 06 19 0.686
1980 06 20 5.469
1980 06 21 1.920
1980 06 22 0.077
1980 06 23 0.072
1980 06 24 0.097
1980 06 25 20.011
1980 06 26 5.650
1980 06 27 1.344
1980 06 28 0.000
1980 06 29 0.000
1980 06 30 1.363
1980 07 01 12.180
1980 07 02 0.817
1980 07 03 0.088
1980 07 04 0.118
1980 07 05 0.000
1980 07 06 0.016
1980 07 07 0.325
1980 07 08 1.084
1980 07 09 16.879
1980 07 10 1.548
1980 07 11 0.148
1980 07 12 1.605
1980 07 13 0.070
1980 07 14 6.868
1980 07 15 0.044
1980 07 16 0.000
1980 07 17 0.000
1980 07 18 0.000
1980 07 19 0.104
1980 07 20 0.000
1980 07 21 6.216
1980 07 22 0.175
1980 07 23 0.750
1980 07 24 0.000
1980 07 25 0.013
1980 07 26 1.478
1980 07 27 13.273
1980 07 28 3.007
1980 07 29 60.520
1980 07 30 54.906
1980 07 31 0.429
1980 08 01 0.000
1980 08 02 0.000
1980 08 03 0.000
1980 08 04 0.000
1980 08 05 0.190
1980 08 06 8.057
1980 08 07 7.095
1980 08 08 0.000
1980 08 09 0.000
1980 08 10 0.022
1980 08 11 0.074
1980 08 12 0.000
