year month day precipitation_cpc
1980 01 01 12.800
1980 01 02 7.300
1980 01 03 17.683
1980 01 04 4.634
1980 01 05 3.380
1980 01 06 9.114
1980 01 07 9.510
1980 01 08 10.552
1980 01 09 7.704
1980 01 10 10.425
1980 01 11 23.099
1980 01 12 15.312
1980 01 13 20.549
1980 01 14 16.655
1980 01 15 15.055
1980 01 16 15.094
1980 01 17 19.740
1980 01 18 16.788
1980 01 19 7.420
1980 01 20 7.906
1980 01 21 12.146
1980 01 22 1.632
1980 01 23 2.344
1980 01 24 5.708
1980 01 25 12.847
1980 01 26 5.553
1980 01 27 4.624
1980 01 28 9.069
1980 01 29 11.582
1980 01 30 10.746
1980 01 31 18.614
1980 02 01 16.951
1980 02 02 14.151
1980 02 03 9.704
1980 02 04 13.000
1980 02 05 10.775
1980 02 06 19.167
1980 02 07 7.355
1980 02 08 7.146
1980 02 09 16.665
1980 02 10 14.278
1980 02 11 15.780
1980 02 12 18.242
1980 02 13 27.902
1980 02 14 29.721
1980 02 15 48.106
1980 02 16 50.592
1980 02 17 44.064
1980 02 18 18.753
1980 02 19 25.099
1980 02 20 11.218
1980 02 21 9.257
1980 02 22 18.856
1980 02 23 15.929
1980 02 24 14.645
1980 02 25 9.160
1980 02 26 13.464
1980 02 27 15.722
1980 02 28 20.734
1980 02 29 15.849
1980 03 01 11.507
1980 03 02 14.275
1980 03 03 10.729
1980 03 04 7.759
1980 03 05 10.035
1980 03 06 8.573
1980 03 07 5.865
1980 03 08 14.560
1980 03 09 8.162
1980 03 10 8.951
1980 03 11 4.489
1980 03 12 4.152
1980 03 13 1.788
1980 03 14 2.059
1980 03 15 8.032
1980 03 16 9.329
1980 03 17 13.517
1980 03 18 4.640
1980 03 19 3.909
1980 03 20 2.860
1980 03 21 3.282
1980 03 22 4.707
1980 03 23 0.695
1980 03 24 0.106
1980 03 25 0.034
1980 03 26 0.028
1980 03 27 0.046
1980 03 28 0.210
1980 03 29 0.411
1980 03 30 0.838
1980 03 31 2.532
1980 04 01 3.765
1980 04 02 13.525
1980 04 03 18.866
1980 04 04 9.969
1980 04 05 14.120
1980 04 06 8.615
1980 04 07 12.912
1980 04 08 6.440
1980 04 09 10.859
1980 04 10 7.593
1980 04 11 2.800
1980 04 12 6.095
1980 04 13 2.465
1980 04 14 5.505
1980 04 15 10.391
1980 04 16 2.655
1980 04 17 2.032
1980 04 18 1.071
1980 04 19 0.172
1980 04 20 0.081
1980 04 21 0.001
1980 04 22 0.040
1980 04 23 0.020
1980 04 24 0.000
1980 04 25 0.303
1980 04 26 0.177
1980 04 27 2.159
1980 04 28 0.190
1980 04 29 0.003
1980 04 30 0.088
1980 05 01 0.760
1980 05 02 4.888
1980 05 03 1.246
1980 05 04 0.555
1980 05 05 1.820
1980 05 06 2.633
1980 05 07 1.133
1980 05 08 0.474
1980 05 09 0.161
1980 05 10 0.008
1980 05 11 0.347
1980 05 12 0.064
1980 05 13 0.179
1980 05 14 0.001
1980 05 15 0.010
1980 05 16 0.010
1980 05 17 0.066
1980 05 18 0.182
1980 05 19 0.047
1980 05 20 0.322
1980 05 21 1.858
1980 05 22 7.354
1980 05 23 0.358
1980 05 24 0.120
1980 05 25 0.035
1980 05 26 0.135
1980 05 27 0.000
1980 05 28 0.001
1980 05 29 0.000
1980 05 30 0.000
1980 05 31 0.002
1980 06 01 0.115
1980 06 02 0.000
1980 06 03 0.000
1980 06 04 0.004
1980 06 05 0.003
1980 06 06 0.000
1980 06 07 0.001
1980 06 08 0.002
1980 06 09 0.082
1980 06 10 0.083
1980 06 11 0.001
1980 06 12 0.001
1980 06 13 0.006
1980 06 14 0.371
1980 06 15 0.035
1980 06 16 0.151
1980 06 17 0.042
1980 06 18 0.004
1980 06 19 0.000
1980 06 20 0.018
1980 06 21 0.000
1980 06 22 0.063
1980 06 23 0.586
1980 06 24 0.121
1980 06 25 1.343
1980 06 26 2.555
1980 06 27 4.587
1980 06 28 0.890
1980 06 29 0.031
1980 06 30 0.016
1980 07 01 0.015
1980 07 02 0.005
1980 07 03 0.043
1980 07 04 0.001
1980 07 05 0.000
1980 07 06 0.000
1980 07 07 0.002
1980 07 08 0.000
1980 07 09 0.000
1980 07 10 0.001
1980 07 11 0.000
1980 07 12 0.000
1980 07 13 0.000
1980 07 14 0.001
1980 07 15 0.001
1980 07 16 0.005
1980 07 17 0.193
1980 07 18 0.000
1980 07 19 0.016
1980 07 20 0.000
1980 07 21 0.002
1980 07 22 0.000
1980 07 23 0.000
1980 07 24 0.000
1980 07 25 0.025
1980 07 26 0.045
1980 07 27 0.192
1980 07 28 0.000
1980 07 29 0.000
1980 07 30 0.001
1980 07 31 0.000
1980 08 01 0.000
1980 08 02 0.001
1980 08 03 0.000
1980 08 04 0.000
1980 08 05 0.008
1980 08 06 0.002
1980 08 07 0.007
1980 08 08 0.002
1980 08 09 0.000
1980 08 10 0.000
1980 08 11 0.000
1980 08 12 0.018
1980 08 13 0.000
1980 08 14 0.026
1980 08 15 0.008
1980 08 16 0.002
1980 08 17 0.000
1980 08 18 0.003
1980 08 19 0.405
1980 08 20 2.591
1980 08 21 0.851
1980 08 22 0.292
1980 08 23 1.117
1980 08 24 0.181
1980 08 25 0.177
1980 08 26 0.087
1980 08 27 0.174
1980 08 28 0.000
1980 08 29 0.050
1980 08 30 0.119
1980 08 31 0.000
1980 09 01 0.000
1980 09 02 0.000
1980 09 03 0.000
1980 09 04 0.099
1980 09 05 0.161
1980 09 06 0.524
1980 09 07 5.635
1980 09 08 4.214
1980 09 09 3.208
1980 09 10 1.082
1980 09 11 0.065
1980 09 12 0.342
1980 09 13 0.005
1980 09 14 0.012
1980 09 15 0.723
1980 09 16 6.385
1980 09 17 0.416
1980 09 18 0.522
1980 09 19 1.261
1980 09 20 0.804
1980 09 21 3.874
1980 09 22 7.559
1980 09 23 1.023
1980 09 24 3.251
1980 09 25 4.074
1980 09 26 0.479
1980 09 27 1.623
1980 09 28 6.988
1980 09 29 9.885
1980 09 30 1.483
1980 10 01 4.515
1980 10 02 1.614
1980 10 03 0.510
1980 10 04 0.043
1980 10 05 0.157
1980 10 06 0.452
1980 10 07 0.784
1980 10 08 0.073
1980 10 09 0.595
1980 10 10 0.782
1980 10 11 2.236
1980 10 12 5.279
1980 10 13 14.428
1980 10 14 5.489
1980 10 15 5.267
1980 10 16 7.822
1980 10 17 3.935
1980 10 18 1.740
1980 10 19 0.174
1980 10 20 0.493
1980 10 21 0.331
1980 10 22 0.860
1980 10 23 1.514
1980 10 24 2.348
1980 10 25 2.067
1980 10 26 0.433
1980 10 27 1.162
1980 10 28 0.367
1980 10 29 1.271
1980 10 30 6.085
1980 10 31 7.950
1980 11 01 3.645
1980 11 02 5.864
1980 11 03 9.732
1980 11 04 8.254
1980 11 05 16.328
1980 11 06 21.543
1980 11 07 8.323
1980 11 08 14.084
1980 11 09 12.028
1980 11 10 10.382
1980 11 11 11.786
1980 11 12 10.848
1980 11 13 7.991
1980 11 14 7.348
1980 11 15 6.198
1980 11 16 4.839
1980 11 17 2.367
1980 11 18 3.622
1980 11 19 1.728
1980 11 20 5.410
1980 11 21 14.518
1980 11 22 4.354
1980 11 23 6.124
1980 11 24 17.436
1980 11 25 13.213
1980 11 26 9.150
1980 11 27 11.033
1980 11 28 9.745
1980 11 29 6.393
1980 11 30 11.412
1980 12 01 17.092
1980 12 02 20.127
1980 12 03 15.461
1980 12 04 12.657
1980 12 05 6.011
1980 12 06 3.068
1980 12 07 6.097
1980 12 08 4.384
1980 12 09 3.889
1980 12 10 10.431
1980 12 11 6.184
1980 12 12 5.292
1980 12 13 9.770
1980 12 14 12.873
1980 12 15 8.517
1980 12 16 15.725
1980 12 17 23.488
1980 12 18 12.969
1980 12 19 22.319
1980 12 20 22.415
1980 12 21 10.081
1980 12 22 7.285
1980 12 23 9.110
1980 12 24 9.143
1980 12 25 6.178
1980 12 26 11.876
1980 12 27 12.005
1980 12 28 9.948
1980 12 29 10.939
1980 12 30 4.606
1980 12 31 16.293
1981 01 01 23.184
1981 01 02 20.921
1981 01 03 19.214
1981 01 04 8.478
1981 01 05 3.674
1981 01 06 0.852
1981 01 07 0.709
1981 01 08 0.719
1981 01 09 2.267
1981 01 10 4.815
1981 01 11 8.068
1981 01 12 16.085
1981 01 13 12.680
1981 01 14 8.484
1981 01 15 10.264
1981 01 16 19.873
1981 01 17 12.242
1981 01 18 8.232
1981 01 19 5.255
1981 01 20 3.608
1981 01 21 4.289
1981 01 22 11.010
1981 01 23 11.621
1981 01 24 16.806
1981 01 25 12.742
1981 01 26 5.606
1981 01 27 8.517
1981 01 28 8.903
1981 01 29 10.136
1981 01 30 5.443
1981 01 31 3.699
1981 02 01 8.856
1981 02 02 11.788
1981 02 03 3.002
1981 02 04 3.851
1981 02 05 5.306
1981 02 06 5.322
1981 02 07 5.949
1981 02 08 2.679
1981 02 09 5.155
1981 02 10 6.528
1981 02 11 7.460
1981 02 12 8.274
1981 02 13 8.057
1981 02 14 5.469
1981 02 15 7.157
1981 02 16 8.186
1981 02 17 6.754
1981 02 18 2.914
1981 02 19 0.877
1981 02 20 0.961
1981 02 21 3.639
1981 02 22 3.795
1981 02 23 6.362
1981 02 24 1.625
1981 02 25 3.355
1981 02 26 1.311
1981 02 27 3.452
1981 02 28 2.279
1981 03 01 1.851
1981 03 02 4.092
1981 03 03 4.501
1981 03 04 6.602
1981 03 05 4.397
1981 03 06 4.002
1981 03 07 3.089
1981 03 08 7.946
1981 03 09 10.609
1981 03 10 6.947
1981 03 11 21.258
1981 03 12 16.128
1981 03 13 14.206
1981 03 14 11.192
1981 03 15 15.126
1981 03 16 15.959
1981 03 17 8.937
1981 03 18 15.004
1981 03 19 13.973
1981 03 20 15.910
1981 03 21 15.474
1981 03 22 10.732
1981 03 23 15.149
1981 03 24 21.071
1981 03 25 12.542
1981 03 26 16.870
1981 03 27 13.381
1981 03 28 19.578
1981 03 29 14.332
1981 03 30 7.209
1981 03 31 8.775
1981 04 01 7.366
1981 04 02 6.938
1981 04 03 6.230
1981 04 04 7.233
1981 04 05 5.424
1981 04 06 2.721
1981 04 07 1.652
1981 04 08 0.832
1981 04 09 0.460
1981 04 10 1.180
1981 04 11 2.642
1981 04 12 1.123
1981 04 13 1.179
1981 04 14 1.215
1981 04 15 1.511
1981 04 16 5.353
1981 04 17 4.185
1981 04 18 8.104
1981 04 19 4.666
1981 04 20 4.374
1981 04 21 4.193
1981 04 22 0.752
1981 04 23 0.861
1981 04 24 0.522
1981 04 25 0.951
1981 04 26 0.740
1981 04 27 1.262
1981 04 28 1.982
1981 04 29 9.364
1981 04 30 1.540
1981 05 01 1.336
1981 05 02 0.839
1981 05 03 1.398
1981 05 04 1.726
1981 05 05 2.840
1981 05 06 0.119
1981 05 07 0.314
1981 05 08 0.006
1981 05 09 0.003
