year month day precipitation_mswep
1980 01 01 0.000
1980 01 02 0.000
1980 01 03 0.000
1980 01 04 0.000
1980 01 05 0.000
1980 01 06 10.184
1980 01 07 22.688
1980 01 08 8.931
1980 01 09 7.529
1980 01 10 0.023
1980 01 11 0.133
1980 01 12 6.232
1980 01 13 0.247
1980 01 14 0.000
1980 01 15 0.000
1980 01 16 7.498
1980 01 17 5.231
1980 01 18 2.562
1980 01 19 4.894
1980 01 20 0.368
1980 01 21 0.000
1980 01 22 0.316
1980 01 23 28.320
1980 01 24 64.627
1980 01 25 5.607
1980 01 26 0.060
1980 01 27 0.001
1980 01 28 0.237
1980 01 29 1.929
1980 01 30 6.678
1980 01 31 2.702
1980 02 01 0.535
1980 02 02 0.350
1980 02 03 0.059
1980 02 04 0.000
1980 02 05 0.000
1980 02 06 0.705
1980 02 07 2.745
1980 02 08 0.000
1980 02 09 0.484
1980 02 10 5.854
1980 02 11 16.958
1980 02 12 0.012
1980 02 13 1.946
1980 02 14 0.614
1980 02 15 0.126
1980 02 16 4.948
1980 02 17 7.748
1980 02 18 2.220
1980 02 19 0.129
1980 02 20 0.032
1980 02 21 3.488
1980 02 22 1.628
1980 02 23 1.149
1980 02 24 7.236
1980 02 25 26.195
1980 02 26 19.217
1980 02 27 9.481
1980 02 28 3.231
1980 02 29 24.822
1980 03 01 6.484
1980 03 02 0.326
1980 03 03 1.999
1980 03 04 18.043
1980 03 05 0.030
1980 03 06 0.484
1980 03 07 2.406
1980 03 08 3.075
1980 03 09 0.972
1980 03 10 5.540
1980 03 11 5.930
1980 03 12 3.577
1980 03 13 14.256
1980 03 14 21.600
1980 03 15 25.849
1980 03 16 2.599
1980 03 17 0.297
1980 03 18 0.002
1980 03 19 0.695
1980 03 20 0.238
1980 03 21 0.002
1980 03 22 0.000
1980 03 23 0.000
1980 03 24 0.040
1980 03 25 0.000
1980 03 26 0.000
1980 03 27 0.000
1980 03 28 0.086
1980 03 29 3.078
1980 03 30 0.000
1980 03 31 0.000
