year month day precipitation_mswep
1980 01 01 0.000
1980 01 02 0.000
1980 01 03 0.000
1980 01 04 4.272
1980 01 05 1.805
1980 01 06 11.197
1980 01 07 4.880
1980 01 08 29.180
1980 01 09 3.478
1980 01 10 1.667
1980 01 11 0.000
1980 01 12 0.050
1980 01 13 0.000
1980 01 14 0.003
1980 01 15 1.123
1980 01 16 3.660
1980 01 17 15.623
1980 01 18 19.295
1980 01 19 1.820
1980 01 20 0.000
1980 01 21 0.000
1980 01 22 0.000
1980 01 23 8.232
1980 01 24 11.185
1980 01 25 3.480
1980 01 26 0.142
1980 01 27 0.000
1980 01 28 10.445
1980 01 29 0.000
1980 01 30 0.000
1980 01 31 2.538
1980 02 01 1.835
1980 02 02 0.000
1980 02 03 0.000
1980 02 04 0.325
1980 02 05 0.193
1980 02 06 6.237
1980 02 07 0.915
1980 02 08 0.340
1980 02 09 0.000
1980 02 10 5.600
1980 02 11 17.590
1980 02 12 0.000
1980 02 13 0.000
1980 02 14 0.000
1980 02 15 1.130
1980 02 16 1.910
1980 02 17 24.152
1980 02 18 0.470
1980 02 19 1.450
1980 02 20 0.018
1980 02 21 0.040
1980 02 22 8.210
1980 02 23 1.012
1980 02 24 0.652
1980 02 25 12.307
1980 02 26 4.100
1980 02 27 6.963
1980 02 28 19.295
1980 02 29 42.260
1980 03 01 7.455
1980 03 02 3.055
1980 03 03 7.860
1980 03 04 19.988
1980 03 05 0.605
1980 03 06 0.000
1980 03 07 14.178
1980 03 08 8.768
1980 03 09 6.760
1980 03 10 14.707
1980 03 11 3.498
1980 03 12 6.960
1980 03 13 8.168
1980 03 14 0.015
1980 03 15 0.092
1980 03 16 0.128
1980 03 17 5.770
1980 03 18 1.480
1980 03 19 0.685
1980 03 20 0.000
1980 03 21 0.000
1980 03 22 0.000
1980 03 23 0.000
1980 03 24 0.000
1980 03 25 0.000
1980 03 26 0.010
1980 03 27 7.173
1980 03 28 6.018
1980 03 29 27.205
1980 03 30 0.193
1980 03 31 0.095
