year month day simulated_streamflow_m3s
1980 01 01 22.2906
1980 01 02 23.6928
1980 01 03 22.8732
1980 01 04 26.2237
1980 01 05 25.5534
1980 01 06 26.1249
1980 01 07 28.7896
1980 01 08 31.2973
1980 01 09 29.1542
1980 01 10 32.4533
1980 01 11 34.7135
1980 01 12 37.1146
1980 01 13 44.5125
1980 01 14 42.9834
1980 01 15 56.4045
1980 01 16 65.4685
1980 01 17 49.5303
1980 01 18 45.1847
1980 01 19 41.1277
1980 01 20 36.6694
1980 01 21 34.2116
1980 01 22 32.2242
1980 01 23 29.1938
1980 01 24 26.0850
1980 01 25 23.5171
1980 01 26 21.5160
1980 01 27 21.6785
1980 01 28 25.3030
1980 01 29 24.7890
1980 01 30 24.4846
1980 01 31 24.1052
1980 02 01 23.9887
1980 02 02 22.4140
1980 02 03 21.8354
1980 02 04 22.0185
1980 02 05 23.8479
1980 02 06 38.8700
1980 02 07 41.7910
1980 02 08 37.0563
1980 02 09 44.8934
1980 02 10 45.4053
1980 02 11 54.1317
1980 02 12 53.4639
1980 02 13 68.8808
1980 02 14 73.5138
1980 02 15 104.5295
1980 02 16 96.9027
1980 02 17 118.0154
1980 02 18 122.6453
1980 02 19 195.3229
1980 02 20 249.8613
1980 02 21 295.0360
1980 02 22 266.5481
1980 02 23 272.3225
1980 02 24 242.9094
1980 02 25 275.5251
1980 02 26 296.8521
1980 02 27 205.6604
1980 02 28 150.5769
1980 02 29 124.1976
1980 03 01 162.7296
1980 03 02 136.3170
1980 03 03 209.8915
1980 03 04 293.5424
1980 03 05 311.0394
1980 03 06 323.0074
1980 03 07 307.5845
1980 03 08 248.5450
1980 03 09 192.2095
1980 03 10 162.0139
1980 03 11 129.5471
1980 03 12 91.0146
1980 03 13 91.7871
1980 03 14 117.8508
1980 03 15 116.4855
1980 03 16 91.5963
1980 03 17 82.4318
1980 03 18 63.1732
1980 03 19 53.2985
1980 03 20 59.0414
1980 03 21 61.7381
1980 03 22 80.4758
1980 03 23 69.7660
1980 03 24 55.8272
1980 03 25 44.3551
1980 03 26 38.1641
1980 03 27 34.4592
1980 03 28 28.2198
1980 03 29 22.8345
1980 03 30 19.1901
1980 03 31 16.7016
1980 04 01 15.0255
1980 04 02 14.9157
1980 04 03 19.2789
1980 04 04 19.3032
1980 04 05 18.1118
1980 04 06 33.2464
1980 04 07 60.6333
1980 04 08 61.0177
1980 04 09 51.1153
1980 04 10 49.6074
1980 04 11 59.7901
1980 04 12 44.2828
1980 04 13 34.0324
1980 04 14 28.3187
1980 04 15 45.6700
1980 04 16 50.2625
1980 04 17 34.4819
1980 04 18 27.0707
1980 04 19 26.5905
1980 04 20 26.2578
1980 04 21 22.1192
1980 04 22 23.0063
1980 04 23 22.9032
1980 04 24 21.1893
1980 04 25 23.8525
1980 04 26 22.3480
1980 04 27 18.8929
1980 04 28 17.2993
1980 04 29 15.2601
1980 04 30 13.1152
1980 05 01 11.6659
1980 05 02 15.9595
1980 05 03 17.0420
1980 05 04 16.1071
1980 05 05 14.4088
1980 05 06 12.2147
1980 05 07 10.7793
1980 05 08 10.1578
1980 05 09 9.8843
1980 05 10 9.8653
1980 05 11 9.7302
1980 05 12 9.6077
1980 05 13 9.3386
1980 05 14 10.2640
1980 05 15 13.1884
1980 05 16 19.1531
1980 05 17 21.3592
1980 05 18 15.8240
1980 05 19 12.0730
1980 05 20 10.4648
1980 05 21 9.7440
1980 05 22 9.3001
1980 05 23 8.8043
1980 05 24 8.6910
1980 05 25 8.4081
1980 05 26 9.7865
1980 05 27 10.1100
1980 05 28 9.1594
1980 05 29 8.3185
1980 05 30 7.8578
1980 05 31 7.7988
1980 06 01 7.8553
1980 06 02 7.9475
1980 06 03 7.9552
1980 06 04 7.8609
1980 06 05 9.4512
1980 06 06 9.9668
1980 06 07 9.2802
1980 06 08 8.3707
1980 06 09 23.1511
1980 06 10 66.4372
1980 06 11 45.1819
1980 06 12 31.0294
1980 06 13 32.9955
1980 06 14 35.2827
1980 06 15 29.3601
1980 06 16 26.1299
1980 06 17 25.0686
1980 06 18 23.4331
1980 06 19 21.0071
1980 06 20 18.2824
1980 06 21 20.9126
1980 06 22 24.2024
1980 06 23 18.0386
1980 06 24 13.7284
1980 06 25 11.4098
1980 06 26 10.0925
1980 06 27 9.0567
1980 06 28 8.2165
1980 06 29 7.8119
1980 06 30 7.5234
1980 07 01 7.1072
1980 07 02 7.8578
1980 07 03 7.9377
1980 07 04 7.3016
1980 07 05 6.7575
1980 07 06 6.6088
1980 07 07 6.9864
1980 07 08 7.7036
1980 07 09 8.2351
1980 07 10 8.2964
1980 07 11 8.0105
1980 07 12 7.5883
1980 07 13 7.1427
1980 07 14 6.7018
1980 07 15 6.3236
1980 07 16 6.0302
1980 07 17 5.8285
1980 07 18 5.6815
1980 07 19 5.5553
1980 07 20 5.4379
1980 07 21 5.3276
1980 07 22 6.1928
1980 07 23 6.7622
1980 07 24 6.4460
1980 07 25 5.8947
1980 07 26 5.4608
1980 07 27 5.1721
1980 07 28 4.9786
1980 07 29 4.8367
1980 07 30 4.7224
1980 07 31 4.6241
1980 08 01 4.5368
1980 08 02 4.4591
1980 08 03 4.3904
1980 08 04 4.3300
1980 08 05 4.3432
1980 08 06 4.3002
1980 08 07 4.2283
1980 08 08 4.3452
1980 08 09 4.3017
1980 08 10 4.1848
1980 08 11 4.1656
1980 08 12 4.1131
1980 08 13 4.0470
1980 08 14 4.0008
1980 08 15 3.9714
1980 08 16 3.9517
1980 08 17 3.9341
1980 08 18 3.9121
1980 08 19 3.8824
1980 08 20 3.8459
1980 08 21 3.8054
1980 08 22 3.7637
1980 08 23 3.7228
1980 08 24 3.6838
1980 08 25 3.6469
1980 08 26 3.6121
1980 08 27 3.5983
1980 08 28 3.5702
1980 08 29 3.5378
1980 08 30 3.5038
1980 08 31 3.4720
1980 09 01 3.4438
1980 09 02 3.4334
1980 09 03 7.3157
1980 09 04 7.0095
1980 09 05 5.3844
1980 09 06 4.3990
1980 09 07 3.8828
1980 09 08 3.6412
1980 09 09 3.5116
1980 09 10 3.4363
