year month day simulated_streamflow_m3s
1980 01 01 7.2384
1980 01 02 6.9305
1980 01 03 6.9467
1980 01 04 8.7269
1980 01 05 12.1194
1980 01 06 14.1629
1980 01 07 21.9088
1980 01 08 24.0529
1980 01 09 23.0588
1980 01 10 20.7310
1980 01 11 18.6627
1980 01 12 16.9697
1980 01 13 16.1389
1980 01 14 15.8040
1980 01 15 18.0692
1980 01 16 29.0328
1980 01 17 34.4854
1980 01 18 31.2781
1980 01 19 27.8717
1980 01 20 25.4935
1980 01 21 22.8777
1980 01 22 20.2794
1980 01 23 17.8138
1980 01 24 15.6813
1980 01 25 13.8351
1980 01 26 12.4861
1980 01 27 11.7587
1980 01 28 11.4346
1980 01 29 11.4473
1980 01 30 11.6634
1980 01 31 12.1508
1980 02 01 14.9456
1980 02 02 18.4025
1980 02 03 23.0915
1980 02 04 26.1621
1980 02 05 36.9024
1980 02 06 48.1601
1980 02 07 51.6735
1980 02 08 55.0947
1980 02 09 52.6469
1980 02 10 49.5314
1980 02 11 48.7709
1980 02 12 47.0472
1980 02 13 43.5117
1980 02 14 40.4953
1980 02 15 40.8805
1980 02 16 45.5672
1980 02 17 46.9857
1980 02 18 58.4820
1980 02 19 83.0858
1980 02 20 91.1011
1980 02 21 89.7096
1980 02 22 73.5606
1980 02 23 62.4697
1980 02 24 58.3364
1980 02 25 57.9298
1980 02 26 47.0164
1980 02 27 41.9674
1980 02 28 40.2899
1980 02 29 45.7728
1980 03 01 36.5108
1980 03 02 33.4225
1980 03 03 34.1481
1980 03 04 35.4312
1980 03 05 34.0099
1980 03 06 33.2484
1980 03 07 32.0346
1980 03 08 28.9636
1980 03 09 25.2097
1980 03 10 23.3212
1980 03 11 21.0983
1980 03 12 18.8881
1980 03 13 17.1821
1980 03 14 16.1559
1980 03 15 15.0918
1980 03 16 14.6846
1980 03 17 14.2960
1980 03 18 12.9735
1980 03 19 13.8195
1980 03 20 15.9756
1980 03 21 12.9380
1980 03 22 11.6273
1980 03 23 10.8090
1980 03 24 10.3895
1980 03 25 9.8933
1980 03 26 9.7864
1980 03 27 8.9558
1980 03 28 8.2258
1980 03 29 7.6317
1980 03 30 7.1465
1980 03 31 6.7677
1980 04 01 6.4557
1980 04 02 6.2642
1980 04 03 6.1958
1980 04 04 6.1397
1980 04 05 5.9245
1980 04 06 5.7254
1980 04 07 5.6674
1980 04 08 5.8710
1980 04 09 5.6752
1980 04 10 5.4771
1980 04 11 5.3927
1980 04 12 5.4237
1980 04 13 5.4040
1980 04 14 5.6897
1980 04 15 5.8337
1980 04 16 5.4491
1980 04 17 5.2687
1980 04 18 5.3691
1980 04 19 5.3201
1980 04 20 5.1441
1980 04 21 4.9358
1980 04 22 4.7644
1980 04 23 4.6278
1980 04 24 4.7220
1980 04 25 5.0934
1980 04 26 4.7316
1980 04 27 4.5063
1980 04 28 4.3109
1980 04 29 4.1749
1980 04 30 4.0826
1980 05 01 4.0665
1980 05 02 3.9116
1980 05 03 3.8429
1980 05 04 3.8643
1980 05 05 4.1214
1980 05 06 4.4109
1980 05 07 4.2844
1980 05 08 4.7174
1980 05 09 5.1544
1980 05 10 4.6628
1980 05 11 4.3678
1980 05 12 4.0412
1980 05 13 4.2308
1980 05 14 4.7726
1980 05 15 4.9839
1980 05 16 5.0328
1980 05 17 5.7716
1980 05 18 6.3569
1980 05 19 5.9677
1980 05 20 5.2304
1980 05 21 4.4603
1980 05 22 4.1398
1980 05 23 3.9988
1980 05 24 4.9405
1980 05 25 4.9368
1980 05 26 4.3986
1980 05 27 3.9792
