year month day simulated_streamflow_m3s
1980 01 01 1355.5710
1980 01 02 1444.5824
1980 01 03 1463.1417
1980 01 04 1442.6200
1980 01 05 1371.0160
1980 01 06 1270.0610
1980 01 07 1142.0719
1980 01 08 1071.5581
1980 01 09 1090.0486
1980 01 10 1133.7523
1980 01 11 1179.7018
1980 01 12 1297.0620
1980 01 13 1488.3981
1980 01 14 1659.2744
1980 01 15 1855.6421
1980 01 16 2061.4988
1980 01 17 2303.5674
1980 01 18 2478.5100
1980 01 19 2559.5249
1980 01 20 2602.8962
1980 01 21 2615.7612
1980 01 22 2571.4844
1980 01 23 2488.6250
1980 01 24 2398.6697
1980 01 25 2287.1213
1980 01 26 2167.8086
1980 01 27 2106.6553
1980 01 28 2008.7090
1980 01 29 2053.6777
1980 01 30 2002.6924
1980 01 31 1998.9139
1980 02 01 2007.4016
1980 02 02 2069.2043
1980 02 03 2187.2415
1980 02 04 2229.6829
1980 02 05 2227.6458
1980 02 06 2212.1968
1980 02 07 2212.5063
1980 02 08 2183.7595
1980 02 09 2121.9619
1980 02 10 2028.7004
1980 02 11 1905.8033
1980 02 12 1770.5137
1980 02 13 1674.3998
1980 02 14 1723.0134
1980 02 15 1803.6415
1980 02 16 1901.8959
1980 02 17 2044.7162
1980 02 18 2235.7576
1980 02 19 2413.8513
1980 02 20 2491.8335
1980 02 21 2512.6885
1980 02 22 2518.4124
1980 02 23 2476.9312
1980 02 24 2395.6179
1980 02 25 2296.0176
1980 02 26 2181.1064
1980 02 27 2042.7902
1980 02 28 1899.1674
1980 02 29 1741.7716
1980 03 01 1622.2233
1980 03 02 1490.3864
1980 03 03 1306.5327
1980 03 04 1150.1316
1980 03 05 1030.1702
1980 03 06 918.2114
1980 03 07 831.3771
1980 03 08 760.4769
1980 03 09 700.0241
1980 03 10 647.7045
1980 03 11 602.2676
1980 03 12 562.5640
1980 03 13 530.1555
1980 03 14 512.8223
1980 03 15 591.8535
1980 03 16 739.2574
1980 03 17 805.7203
1980 03 18 775.9943
1980 03 19 723.5285
1980 03 20 661.8190
1980 03 21 604.4045
1980 03 22 555.6743
1980 03 23 514.8160
1980 03 24 480.2930
1980 03 25 451.1104
1980 03 26 426.6959
1980 03 27 405.2699
1980 03 28 385.9573
1980 03 29 369.0631
1980 03 30 356.1678
1980 03 31 346.6613
1980 04 01 348.6471
1980 04 02 391.4609
1980 04 03 564.5622
1980 04 04 823.7894
1980 04 05 1062.5107
1980 04 06 1161.3137
1980 04 07 1222.8801
1980 04 08 1239.3595
1980 04 09 1250.3198
1980 04 10 1260.6559
1980 04 11 1295.4703
1980 04 12 1311.5903
1980 04 13 1309.2153
1980 04 14 1328.6086
1980 04 15 1327.1702
1980 04 16 1328.8187
1980 04 17 1308.6058
1980 04 18 1263.1543
1980 04 19 1181.1377
1980 04 20 1084.0769
1980 04 21 957.8585
1980 04 22 837.1185
1980 04 23 747.6216
1980 04 24 672.9432
1980 04 25 617.5644
1980 04 26 572.2883
1980 04 27 533.4265
1980 04 28 499.5781
1980 04 29 469.9297
1980 04 30 444.2540
1980 05 01 424.8045
1980 05 02 409.2209
1980 05 03 400.9160
1980 05 04 405.9865
1980 05 05 411.9588
1980 05 06 407.9194
1980 05 07 393.4360
1980 05 08 374.9638
1980 05 09 357.0941
1980 05 10 341.1807
1980 05 11 327.4453
1980 05 12 315.9215
1980 05 13 305.9976
1980 05 14 297.1921
1980 05 15 289.8015
1980 05 16 282.8394
1980 05 17 278.1373
1980 05 18 275.0579
1980 05 19 270.8928
1980 05 20 267.3975
1980 05 21 266.2839
1980 05 22 266.7772
1980 05 23 264.8834
1980 05 24 260.5098
1980 05 25 255.8088
1980 05 26 251.8829
1980 05 27 248.4082
1980 05 28 245.1037
1980 05 29 242.0131
1980 05 30 239.2033
1980 05 31 236.7075
1980 06 01 234.5208
1980 06 02 232.4848
1980 06 03 230.6272
1980 06 04 228.9337
1980 06 05 227.3867
1980 06 06 226.0071
1980 06 07 224.7724
1980 06 08 223.5834
1980 06 09 222.4348
1980 06 10 221.3493
1980 06 11 220.3326
1980 06 12 219.3777
1980 06 13 218.4781
1980 06 14 217.6281
1980 06 15 216.8372
1980 06 16 216.1703
