year month day simulated_streamflow_m3s
1980 01 01 92.3116
1980 01 02 93.5383
1980 01 03 95.9728
1980 01 04 97.7571
1980 01 05 99.4377
1980 01 06 100.3461
1980 01 07 100.1709
1980 01 08 99.1514
1980 01 09 98.4658
1980 01 10 98.0243
1980 01 11 98.5247
1980 01 12 99.7386
1980 01 13 101.2560
1980 01 14 104.6342
1980 01 15 104.6306
1980 01 16 103.4624
1980 01 17 103.4343
1980 01 18 102.1193
1980 01 19 100.1533
1980 01 20 98.0302
1980 01 21 96.0205
1980 01 22 94.0391
1980 01 23 92.2681
1980 01 24 90.9218
1980 01 25 90.0677
1980 01 26 89.4003
1980 01 27 89.0768
1980 01 28 89.9963
1980 01 29 93.4839
1980 01 30 101.5291
1980 01 31 105.9366
1980 02 01 108.0180
1980 02 02 107.9135
1980 02 03 107.2383
1980 02 04 109.4762
1980 02 05 116.2587
1980 02 06 120.8132
1980 02 07 123.4449
1980 02 08 129.5443
1980 02 09 137.6923
1980 02 10 138.0460
1980 02 11 144.5399
1980 02 12 145.3574
1980 02 13 143.0995
1980 02 14 145.3085
1980 02 15 155.0330
1980 02 16 156.1379
1980 02 17 153.0005
1980 02 18 158.2111
1980 02 19 158.3818
1980 02 20 161.7095
1980 02 21 172.4346
1980 02 22 184.9789
1980 02 23 182.7086
1980 02 24 180.1393
1980 02 25 177.7998
1980 02 26 173.3447
1980 02 27 175.0197
1980 02 28 179.2881
1980 02 29 180.5807
1980 03 01 170.9210
1980 03 02 160.8894
1980 03 03 151.6808
1980 03 04 144.3369
1980 03 05 143.5434
1980 03 06 145.8008
1980 03 07 156.7856
1980 03 08 152.9871
1980 03 09 145.5195
1980 03 10 137.9181
1980 03 11 131.4614
1980 03 12 126.4245
1980 03 13 121.7408
1980 03 14 117.1960
1980 03 15 113.3690
1980 03 16 111.7094
1980 03 17 111.9495
1980 03 18 108.6491
1980 03 19 105.2976
1980 03 20 102.4473
1980 03 21 99.9372
1980 03 22 98.2177
1980 03 23 96.6981
1980 03 24 94.8879
1980 03 25 92.9509
1980 03 26 90.9982
1980 03 27 89.1605
1980 03 28 87.4723
1980 03 29 85.9326
1980 03 30 84.5351
1980 03 31 83.2688
1980 04 01 82.1204
1980 04 02 81.3980
1980 04 03 81.7728
1980 04 04 82.3911
1980 04 05 82.3751
1980 04 06 81.9716
1980 04 07 81.8797
1980 04 08 85.1980
1980 04 09 94.4898
1980 04 10 94.0509
1980 04 11 93.7440
1980 04 12 92.2975
1980 04 13 90.5544
1980 04 14 89.8634
1980 04 15 89.1988
1980 04 16 88.1509
1980 04 17 87.0669
1980 04 18 86.1715
1980 04 19 85.1046
1980 04 20 83.9117
1980 04 21 82.6453
1980 04 22 81.4276
1980 04 23 80.2945
1980 04 24 79.2633
1980 04 25 78.3327
1980 04 26 77.4858
1980 04 27 76.7221
1980 04 28 76.0306
1980 04 29 75.4053
1980 04 30 74.8396
1980 05 01 74.3090
1980 05 02 73.8141
1980 05 03 73.3688
1980 05 04 72.9782
1980 05 05 74.7844
1980 05 06 74.3436
1980 05 07 73.6221
1980 05 08 73.0275
1980 05 09 72.5214
1980 05 10 72.0823
1980 05 11 71.6987
1980 05 12 71.3602
1980 05 13 71.0588
1980 05 14 70.7863
1980 05 15 70.5409
1980 05 16 70.3153
1980 05 17 70.1062
1980 05 18 69.9113
1980 05 19 69.7293
1980 05 20 69.5618
1980 05 21 69.4181
1980 05 22 69.2840
1980 05 23 69.1497
1980 05 24 69.0140
1980 05 25 68.8783
1980 05 26 68.7450
1980 05 27 68.6147
1980 05 28 68.4876
1980 05 29 68.3639
1980 05 30 68.2434
1980 05 31 68.1258
1980 06 01 68.0025
1980 06 02 67.8766
1980 06 03 67.7583
1980 06 04 67.6448
1980 06 05 67.5348
1980 06 06 67.4275
1980 06 07 67.3223
1980 06 08 67.2186
1980 06 09 67.1161
1980 06 10 67.0147
1980 06 11 66.9142
1980 06 12 66.8141
1980 06 13 66.7146
1980 06 14 66.6154
1980 06 15 66.5166
1980 06 16 66.4177
1980 06 17 66.3192
1980 06 18 66.2209
1980 06 19 66.1224
1980 06 20 66.0238
1980 06 21 65.9250
1980 06 22 65.8261
1980 06 23 65.7269
1980 06 24 65.6274
1980 06 25 65.5275
1980 06 26 65.4275
1980 06 27 65.3270
1980 06 28 65.2261
1980 06 29 65.1248
1980 06 30 65.0230
1980 07 01 64.9160
1980 07 02 64.8044
1980 07 03 64.6947
1980 07 04 64.5868
1980 07 05 64.4798
1980 07 06 64.3730
1980 07 07 64.2661
1980 07 08 64.1589
1980 07 09 64.0513
1980 07 10 63.9432
1980 07 11 63.8344
1980 07 12 63.7250
1980 07 13 63.6150
1980 07 14 63.5043
1980 07 15 63.3930
1980 07 16 63.2809
1980 07 17 63.1681
1980 07 18 63.0546
1980 07 19 62.9405
1980 07 20 62.8257
1980 07 21 62.7102
1980 07 22 62.5939
1980 07 23 62.4770
1980 07 24 62.3594
1980 07 25 62.2412
1980 07 26 62.1223
1980 07 27 62.0028
1980 07 28 61.8827
1980 07 29 61.7618
1980 07 30 61.6404
1980 07 31 61.5183
1980 08 01 61.3904
1980 08 02 61.2554
1980 08 03 61.1211
1980 08 04 60.9898
1980 08 05 60.8603
1980 08 06 60.7317
1980 08 07 60.6035
1980 08 08 60.4753
1980 08 09 60.3469
1980 08 10 60.2182
1980 08 11 60.0892
1980 08 12 59.9596
1980 08 13 59.8296
1980 08 14 59.6991
1980 08 15 59.5682
1980 08 16 59.4368
1980 08 17 59.3051
1980 08 18 59.1735
1980 08 19 59.0422
1980 08 20 58.9092
1980 08 21 58.7756
1980 08 22 58.6416
1980 08 23 58.5073
1980 08 24 58.3728
1980 08 25 58.2379
1980 08 26 58.1027
1980 08 27 57.9672
1980 08 28 57.8315
1980 08 29 57.6955
1980 08 30 57.5593
1980 08 31 57.4230
1980 09 01 57.2902
1980 09 02 57.1578
1980 09 03 57.0208
1980 09 04 56.9349
