year month day streamflow_mm qual_control_by_ana qual_flag
1980 01 01 3.528444 1 2
1980 01 02 4.501265 1 2
1980 01 03 4.194689 1 2
1980 01 04 3.274192 1 2
1980 01 05 2.717047 1 2
1980 01 06 2.442071 1 2
1980 01 07 2.243139 1 2
1980 01 08 2.050545 1 2
1980 01 09 2.006871 1 2
1980 01 10 2.029564 1 2
1980 01 11 2.264891 1 2
1980 01 12 3.554306 1 2
1980 01 13 5.108935 1 2
1980 01 14 4.586301 1 2
1980 01 15 4.194689 1 2
1980 01 16 3.976747 1 2
1980 01 17 5.198082 1 2
1980 01 18 7.199729 1 2
1980 01 19 8.024999 1 2
1980 01 20 7.368859 1 2
1980 01 21 6.376257 1 2
1980 01 22 6.965430 1 2
1980 01 23 9.029591 1 2
1980 01 24 8.774311 1 2
1980 01 25 6.766841 1 2
1980 01 26 5.994493 1 2
1980 01 27 4.845006 1 2
1980 01 28 4.815976 1 2
1980 01 29 5.227883 1 2
1980 01 30 4.557870 1 2
1980 01 31 3.375071 1 2
1980 02 01 3.684387 1 2
1980 02 02 5.468947 1 2
1980 02 03 5.994493 1 2
1980 02 04 4.003808 1 2
1980 02 05 3.051540 1 2
1980 02 06 2.740425 1 2
1980 02 07 2.578146 1 2
1980 02 08 2.464507 1 2
1980 02 09 2.330745 1 2
1980 02 10 2.243139 1 2
1980 02 11 2.178228 1 2
1980 02 12 2.135324 1 2
1980 02 13 2.114001 1 2
1980 02 14 2.135324 1 2
1980 02 15 2.092763 1 2
1980 02 16 2.156733 1 2
1980 02 17 2.178228 1 2
1980 02 18 2.308736 1 2
1980 02 19 2.419634 1 2
1980 02 20 2.487115 1 2
1980 02 21 2.464507 1 2
1980 02 22 2.532502 1 2
1980 02 23 2.464507 1 2
1980 02 24 2.286728 1 2
1980 02 25 2.135324 1 2
1980 02 26 2.135324 1 2
1980 02 27 2.199722 1 2
1980 02 28 1.949837 1 2
1980 02 29 1.837655 1 2
1980 03 01 1.727955 1 2
1980 03 02 1.674091 1 2
1980 03 03 1.647372 1 2
1980 03 04 1.620825 1 2
1980 03 05 1.594450 1 2
1980 03 06 1.568245 1 2
1980 03 07 1.542126 1 2
1980 03 08 1.490574 1 2
1980 03 09 1.464968 1 2
1980 03 10 1.490574 1 2
1980 03 11 1.568245 1 2
1980 03 12 1.893403 1 2
1980 03 13 2.178228 1 2
1980 03 14 2.221388 1 2
1980 03 15 2.375018 1 2
1980 03 16 2.464507 1 2
1980 03 17 2.397283 1 2
1980 03 18 2.029564 1 2
1980 03 19 1.809994 1 2
1980 03 20 1.700895 1 2
1980 03 21 1.568245 1 2
1980 03 22 1.490574 1 2
1980 03 23 1.464968 1 2
1980 03 24 1.414358 1 2
1980 03 25 1.364432 1 2
1980 03 26 1.364432 1 2
1980 03 27 1.339684 1 2
1980 03 28 1.315106 1 2
