year month day streamflow_mm qual_control_by_ana qual_flag
1980 01 01 7.744229 1 1
1980 01 02 4.034621 1 1
1980 01 03 3.343645 1 1
1980 01 04 2.989934 1 1
1980 01 05 2.921578 1 1
1980 01 06 2.787768 1 1
1980 01 07 2.657504 1 1
1980 01 08 2.593662 1 1
1980 01 09 2.593662 1 1
1980 01 10 2.657504 1 1
1980 01 11 5.438501 1 1
1980 01 12 6.124641 1 1
1980 01 13 26.737226 1 1
1980 01 14 19.392493 1 1
1980 01 15 7.859338 1 1
1980 01 16 6.226208 1 1
1980 01 17 5.630027 1 1
1980 01 18 5.533941 1 1
1980 01 19 5.157983 1 1
1980 01 20 4.708187 1 1
1980 01 21 12.633301 1 1
1980 01 22 6.226208 1 1
1980 01 23 6.023719 1 1
1980 01 24 4.975485 1 1
1980 01 25 5.344027 1 1
1980 01 26 5.533941 1 1
1980 01 27 4.796534 1 1
1980 01 28 4.708187 1 1
1980 01 29 4.975485 1 1
1980 01 30 4.197773 1 1
1980 01 31 4.115875 1 1
1980 02 01 4.034621 1 1
1980 02 02 4.708187 1 1
1980 02 03 16.331946 1 1
1980 02 04 10.768341 1 1
1980 02 05 6.023719 1 1
1980 02 06 5.157983 1 1
1980 02 07 4.708187 1 1
1980 02 08 4.449272 1 1
1980 02 09 4.364472 1 1
1980 02 10 4.115875 1 1
1980 02 11 4.034621 1 1
1980 02 12 3.954335 1 1
1980 02 13 4.796534 1 1
1980 02 14 5.157983 1 1
1980 02 15 4.280639 1 1
1980 02 16 4.280639 1 1
1980 02 17 4.115875 1 1
1980 02 18 4.197773 1 1
1980 02 19 4.885526 1 1
1980 02 20 4.621130 1 1
1980 02 21 5.250521 1 1
1980 02 22 4.885526 1 1
1980 02 23 6.854632 1 1
1980 02 24 4.796534 1 1
1980 02 25 4.280639 1 1
1980 02 26 4.280639 1 1
1980 02 27 4.621130 1 1
1980 02 28 4.197773 1 1
1980 02 29 4.197773 1 1
1980 03 01 3.796665 1 1
1980 03 02 3.566124 1 1
1980 03 03 3.491319 1 1
1980 03 04 3.416837 1 1
1980 03 05 3.343645 1 1
1980 03 06 3.271097 1 1
1980 03 07 3.199516 1 1
1980 03 08 3.199516 1 1
1980 03 09 3.128903 1 1
1980 03 10 3.058935 1 1
1980 03 11 3.271097 1 1
1980 03 12 3.128903 1 1
1980 03 13 3.199516 1 1
1980 03 14 3.343645 1 1
1980 03 15 3.642219 1 1
1980 03 16 3.796665 1 1
1980 03 17 3.416837 1 1
