year month day streamflow_mm qual_control_by_ana qual_flag
1980 01 01 1.971331 1 1
1980 01 02 2.238282 1 1
1980 01 03 2.680634 1 1
1980 01 04 3.579882 1 1
1980 01 05 3.354001 1 1
1980 01 06 3.466942 1 1
1980 01 07 3.466942 1 1
1980 01 08 3.301808 1 1
1980 01 09 3.862235 1 1
1980 01 10 4.591216 1 1
1980 01 11 7.166182 1 1
1980 01 12 7.682972 1 1
1980 01 13 8.522755 1 1
1980 01 14 8.070564 1 1
1980 01 15 7.101583 1 1
1980 01 16 6.395703 1 1
1980 01 17 5.689823 1 1
1980 01 18 5.882335 1 1
1980 01 19 5.497310 1 1
1980 01 20 5.561481 1 1
1980 01 21 5.304797 1 1
1980 01 22 5.046402 1 1
1980 01 23 4.656243 1 1
1980 01 24 4.465441 1 1
1980 01 25 4.404693 1 1
1980 01 26 4.343944 1 1
1980 01 27 4.100950 1 1
1980 01 28 3.979453 1 1
1980 01 29 4.526190 1 1
1980 01 30 4.404693 1 1
1980 01 31 4.283196 1 1
1980 02 01 4.465441 1 1
1980 02 02 4.721269 1 1
1980 02 03 4.656243 1 1
1980 02 04 4.591216 1 1
1980 02 05 4.465441 1 1
1980 02 06 5.304797 1 1
1980 02 07 5.561481 1 1
1980 02 08 5.818165 1 1
1980 02 09 6.010677 1 1
1980 02 10 5.561481 1 1
1980 02 11 6.395703 1 1
1980 02 12 8.781150 1 1
1980 02 13 8.522755 1 1
1980 02 14 8.070564 1 1
1980 02 15 9.297940 1 1
1980 02 16 12.183921 1 1
1980 02 17 16.470539 1 1
1980 02 18 14.853432 1 1
1980 02 19 12.526166 1 1
1980 02 20 12.799962 1 1
1980 02 21 15.623483 1 1
1980 02 22 23.957148 1 1
1980 02 23 21.989239 1 1
1980 02 24 19.507963 1 1
1980 02 25 15.700488 1 1
1980 02 26 13.698355 1 1
1980 02 27 13.159319 1 1
1980 02 28 12.799962 1 1
1980 02 29 11.773227 1 1
1980 03 01 11.506276 1 1
1980 03 02 16.855565 1 1
1980 03 03 20.363576 1 1
1980 03 04 15.315463 1 1
1980 03 05 13.005309 1 1
1980 03 06 12.047023 1 1
1980 03 07 11.181143 1 1
1980 03 08 10.335798 1 1
1980 03 09 9.427138 1 1
1980 03 10 9.168743 1 1
1980 03 11 9.491737 1 1
1980 03 12 9.104144 1 1
1980 03 13 8.458157 1 1
1980 03 14 7.812169 1 1
1980 03 15 7.359978 1 1
1980 03 16 7.037412 1 1
1980 03 17 6.844899 1 1
1980 03 18 6.844899 1 1
1980 03 19 7.101583 1 1
1980 03 20 6.844899 1 1
1980 03 21 6.588216 1 1
1980 03 22 6.331532 1 1
1980 03 23 5.946506 1 1
1980 03 24 5.497310 1 1
1980 03 25 5.111429 1 1
1980 03 26 4.851322 1 1
1980 03 27 4.591216 1 1
1980 03 28 4.222447 1 1
1980 03 29 3.979453 1 1
1980 03 30 3.805764 1 1
1980 03 31 3.579882 1 1
1980 04 01 3.410471 1 1
1980 04 02 3.301808 1 1
1980 04 03 3.410471 1 1
1980 04 04 4.222447 1 1
1980 04 05 3.979453 1 1
1980 04 06 5.689823 1 1
1980 04 07 6.909070 1 1
1980 04 08 6.459874 1 1
1980 04 09 6.139019 1 1
1980 04 10 5.882335 1 1
1980 04 11 5.561481 1 1
1980 04 12 5.689823 1 1
1980 04 13 5.304797 1 1
1980 04 14 4.981376 1 1
1980 04 15 4.916349 1 1
1980 04 16 4.851322 1 1
1980 04 17 4.786296 1 1
1980 04 18 4.526190 1 1
1980 04 19 4.283196 1 1
1980 04 20 3.918705 1 1
1980 04 21 3.749294 1 1
1980 04 22 3.354001 1 1
