year month day streamflow_mm qual_control_by_ana qual_flag
1980 01 01 0.284736 1 1
1980 01 02 0.320610 1 1
1980 01 03 0.358179 1 1
1980 01 04 2.120970 1 1
1980 01 05 4.817061 1 1
1980 01 06 5.106175 1 1
1980 01 07 4.646869 1 1
1980 01 08 3.629674 1 1
1980 01 09 2.542283 1 1
1980 01 10 1.922389 1 1
1980 01 11 1.514636 1 1
1980 01 12 1.055895 1 1
1980 01 13 0.853077 1 1
1980 01 14 1.444864 1 1
1980 01 15 2.764874 1 1
1980 01 16 4.151971 1 1
1980 01 17 3.137036 1 1
1980 01 18 2.498640 1 1
1980 01 19 1.769429 1 1
1980 01 20 1.086402 1 1
1980 01 21 0.771724 1 1
1980 01 22 0.643762 1 1
1980 01 23 0.548568 1 1
1980 01 24 0.459729 1 1
1980 01 25 0.438544 1 1
1980 01 26 0.417782 1 1
1980 01 27 0.397585 1 1
1980 01 28 0.358179 1 1
1980 01 29 0.825536 1 1
1980 01 30 2.764874 1 1
1980 01 31 6.722078 1 1
1980 02 01 7.188587 1 1
1980 02 02 7.460894 1 1
1980 02 03 7.256240 1 1
1980 02 04 9.033860 1 1
1980 02 05 14.803147 1 1
1980 02 06 16.271315 1 1
1980 02 07 15.184913 1 1
1980 02 08 9.033860 1 1
1980 02 09 4.151971 1 1
1980 02 10 2.810211 1 1
1980 02 11 2.542283 1 1
1980 02 12 2.120970 1 1
1980 02 13 1.769429 1 1
1980 02 14 1.621835 1 1
1980 02 15 1.410543 1 1
1980 02 16 1.479609 1 1
1980 02 17 6.396948 1 1
1980 02 18 5.522968 1 1
1980 02 19 9.884254 1 1
1980 02 20 14.349350 1 1
1980 02 21 24.369757 1 1
1980 02 22 22.243137 1 1
1980 02 23 17.543445 1 1
1980 02 24 11.033366 1 1
1980 02 25 6.920376 1 1
1980 02 26 6.268845 1 1
1980 02 27 5.583559 1 1
1980 02 28 6.078739 1 1
1980 02 29 6.722078 1 1
1980 03 01 6.205147 1 1
1980 03 02 5.828889 1 1
1980 03 03 5.402492 1 1
1980 03 04 4.098301 1 1
1980 03 05 3.379541 1 1
1980 03 06 3.680519 1 1
1980 03 07 3.578969 1 1
1980 03 08 3.330390 1 1
1980 03 09 2.948483 1 1
1980 03 10 2.764874 1 1
1980 03 11 2.455421 1 1
1980 03 12 2.243988 1 1
1980 03 13 1.961371 1 1
1980 03 14 1.658133 1 1
1980 03 15 1.883549 1 1
1980 03 16 2.161646 1 1
1980 03 17 2.327601 1 1
1980 03 18 2.285653 1 1
1980 03 19 1.961371 1 1
1980 03 20 2.000776 1 1
1980 03 21 1.807139 1 1
1980 03 22 1.549945 1 1
1980 03 23 1.410543 1 1
1980 03 24 1.276650 1 1
1980 03 25 1.148406 1 1
1980 03 26 1.025811 1 1
1980 03 27 0.966774 1 1
1980 03 28 0.909149 1 1
1980 03 29 0.853077 1 1
1980 03 30 0.798418 1 1
1980 03 31 0.745313 1 1
1980 04 01 0.719325 1 1
1980 04 02 0.719325 1 1
1980 04 03 0.693761 1 1
1980 04 04 0.668620 1 1
1980 04 05 0.668620 1 1
1980 04 06 0.668620 1 1
1980 04 07 0.668620 1 1
1980 04 08 0.668620 1 1
1980 04 09 0.643762 1 1
1980 04 10 0.619328 1 1
1980 04 11 0.595318 1 1
1980 04 12 0.548568 1 1
1980 04 13 0.503372 1 1
1980 04 14 0.481339 1 1
1980 04 15 0.481339 1 1
1980 04 16 0.459729 1 1
1980 04 17 0.459729 1 1
1980 04 18 0.481339 1 1
1980 04 19 0.548568 1 1
1980 04 20 0.643762 1 1
1980 04 21 0.719325 1 1
1980 04 22 0.719325 1 1
1980 04 23 0.798418 1 1
1980 04 24 0.880901 1 1
1980 04 25 0.853077 1 1
1980 04 26 0.745313 1 1
1980 04 27 0.643762 1 1
1980 04 28 0.595318 1 1
1980 04 29 0.619328 1 1
1980 04 30 0.693761 1 1
1980 05 01 0.745313 1 1
1980 05 02 0.798418 1 1
1980 05 03 0.693761 1 1
1980 05 04 0.595318 1 1
1980 05 05 0.548568 1 1
1980 05 06 0.503372 1 1
1980 05 07 0.548568 1 1
1980 05 08 0.643762 1 1
1980 05 09 0.693761 1 1
1980 05 10 0.798418 1 1
1980 05 11 0.909149 1 1
1980 05 12 1.276650 1 1
1980 05 13 1.585678 1 1
1980 05 14 2.161646 1 1
1980 05 15 2.586208 1 1
1980 05 16 2.764874 1 1
1980 05 17 2.243988 1 1
1980 05 18 1.694855 1 1
1980 05 19 1.276650 1 1
1980 05 20 0.996151 1 1
1980 05 21 0.745313 1 1
1980 05 22 0.825536 1 1
1980 05 23 0.909149 1 1
1980 05 24 0.937820 1 1
1980 05 25 0.937820 1 1
1980 05 26 0.937820 1 1
1980 05 27 0.996151 1 1
1980 05 28 0.996151 1 1
1980 05 29 0.996151 1 1
1980 05 30 0.937820 1 1
1980 05 31 0.909149 1 1
1980 06 01 0.880901 1 1
1980 06 02 0.825536 1 1
1980 06 03 0.798418 1 1
1980 06 04 0.693761 1 1
1980 06 05 0.643762 1 1
1980 06 06 0.668620 1 1
1980 06 07 0.798418 1 1
1980 06 08 0.966774 1 1
1980 06 09 1.585678 1 1
1980 06 10 2.080576 1 1
1980 06 11 2.542283 1 1
1980 06 12 2.243988 1 1
1980 06 13 1.883549 1 1
1980 06 14 1.479609 1 1
1980 06 15 1.179902 1 1
1980 06 16 0.909149 1 1
1980 06 17 0.853077 1 1
1980 06 18 0.771724 1 1
1980 06 19 0.693761 1 1
1980 06 20 0.668620 1 1
1980 06 21 0.643762 1 1
1980 06 22 0.643762 1 1
1980 06 23 0.619328 1 1
1980 06 24 0.571731 1 1
1980 06 25 0.571731 1 1
1980 06 26 0.548568 1 1
1980 06 27 0.459729 1 1
1980 06 28 0.745313 1 1
1980 06 29 2.000776 1 1
1980 06 30 2.764874 1 1
1980 07 01 5.342607 1 1
1980 07 02 4.646869 1 1
1980 07 03 3.629674 1 1
1980 07 04 2.586208 1 1
1980 07 05 1.732001 1 1
1980 07 06 1.658133 1 1
1980 07 07 1.549945 1 1
1980 07 08 1.621835 1 1
1980 07 09 1.585678 1 1
1980 07 10 1.514636 1 1
1980 07 11 1.585678 1 1
1980 07 12 1.585678 1 1
1980 07 13 1.479609 1 1
1980 07 14 1.342890 1 1
1980 07 15 1.148406 1 1
1980 07 16 1.055895 1 1
1980 07 17 1.276650 1 1
1980 07 18 1.276650 1 1
1980 07 19 1.148406 1 1
1980 07 20 1.025811 1 1
1980 07 21 0.966774 1 1
1980 07 22 0.909149 1 1
1980 07 23 0.798418 1 1
1980 07 24 0.693761 1 1
1980 07 25 0.693761 1 1
1980 07 26 0.937820 1 1
1980 07 27 1.025811 1 1
1980 07 28 0.880901 1 1
1980 07 29 1.055895 1 1
1980 07 30 1.342890 1 1
