year month day streamflow_mm qual_control_by_ana qual_flag
1980 01 01 1.010093 1 1
1980 01 02 2.048230 1 1
1980 01 03 3.140176 1 1
1980 01 04 1.883601 1 1
1980 01 05 1.075013 1 1
1980 01 06 1.075013 1 1
1980 01 07 0.824697 1 1
1980 01 08 0.824697 1 1
1980 01 09 0.709074 1 1
1980 01 10 0.600097 1 1
1980 01 11 0.709074 1 1
1980 01 12 0.824697 1 1
1980 01 13 1.075013 1 1
1980 01 14 2.132461 1 1
1980 01 15 3.749347 1 1
1980 01 16 4.287339 1 1
1980 01 17 5.203108 1 1
1980 01 18 6.697578 1 1
1980 01 19 10.861530 1 1
1980 01 20 7.770601 1 1
1980 01 21 5.322225 1 1
1980 01 22 5.442313 1 1
1980 01 23 6.828437 1 1
1980 01 24 1.965309 1 1
1980 01 25 2.132461 1 1
1980 01 26 2.392772 1 1
1980 01 27 6.183798 1 1
1980 01 28 8.757695 1 1
1980 01 29 11.175795 1 1
1980 01 30 7.496753 1 1
1980 01 31 3.238915 1 1
1980 02 01 2.572442 1 1
1980 02 02 3.749347 1 1
1980 02 03 5.203108 1 1
1980 02 04 6.567689 1 1
1980 02 05 5.322225 1 1
1980 02 06 4.112278 1 1
1980 02 07 3.500827 1 1
1980 02 08 3.101021 1 1
1980 02 09 1.965309 1 1
1980 02 10 2.132461 1 1
1980 02 11 2.098643 1 1
1980 02 12 1.692966 1 1
1980 02 13 1.465552 1 1
1980 02 14 2.132461 1 1
1980 02 15 1.965309 1 1
1980 02 16 2.482000 1 1
1980 02 17 2.850996 1 1
1980 02 18 3.541826 1 1
1980 02 19 3.500827 1 1
1980 02 20 3.338721 1 1
1980 02 21 3.854781 1 1
1980 02 22 3.298643 1 1
1980 02 23 2.908007 1 1
1980 02 24 1.932461 1 1
1980 02 25 1.320913 1 1
1980 02 26 1.771471 1 1
1980 02 27 2.357401 1 1
1980 02 28 2.183650 1 1
1980 02 29 2.014897 1 1
1980 03 01 2.098643 1 1
1980 03 02 2.048230 1 1
1980 03 03 2.183650 1 1
1980 03 04 1.615818 1 1
1980 03 05 1.692966 1 1
1980 03 06 1.600535 1 1
1980 03 07 1.692966 1 1
1980 03 08 1.692966 1 1
1980 03 09 1.141388 1 1
1980 03 10 1.540030 1 1
1980 03 11 1.615818 1 1
1980 03 12 1.465552 1 1
1980 03 13 1.615818 1 1
1980 03 14 1.392529 1 1
1980 03 15 1.278603 1 1
1980 03 16 1.465552 1 1
1980 03 17 1.540030 1 1
1980 03 18 1.724213 1 1
1980 03 19 1.692966 1 1
1980 03 20 1.851335 1 1
1980 03 21 1.771471 1 1
1980 03 22 1.803252 1 1
1980 03 23 1.692966 1 1
1980 03 24 1.677439 1 1
1980 03 25 1.787337 1 1
1980 03 26 1.646532 1 1
1980 03 27 1.677439 1 1
1980 03 28 1.540030 1 1
1980 03 29 1.114654 1 1
1980 03 30 1.392529 1 1
1980 03 31 1.378070 1 1
1980 04 01 1.392529 1 1
1980 04 02 1.524989 1 1
1980 04 03 1.570161 1 1
1980 04 04 1.088162 1 1
1980 04 05 1.646532 1 1
1980 04 06 1.615818 1 1
1980 04 07 2.464048 1 1
1980 04 08 2.304756 1 1
1980 04 09 2.304756 1 1
1980 04 10 2.081806 1 1
1980 04 11 1.899856 1 1
1980 04 12 1.899856 1 1
1980 04 13 1.835227 1 1
1980 04 14 1.465552 1 1
1980 04 15 1.708589 1 1
1980 04 16 2.031539 1 1
1980 04 17 2.081806 1 1
1980 04 18 1.916110 1 1
1980 04 19 1.739933 1 1
1980 04 20 1.739933 1 1
1980 04 21 1.141388 1 1
1980 04 22 1.495197 1 1
1980 04 23 1.692966 1 1
1980 04 24 1.600535 1 1
1980 04 25 1.363708 1 1
1980 04 26 1.195585 1 1
1980 04 27 1.075013 1 1
1980 04 28 1.392529 1 1
1980 04 29 1.600535 1 1
1980 04 30 1.585348 1 1
1980 05 01 1.222999 1 1
1980 05 02 1.035857 1 1
1980 05 03 1.278603 1 1
1980 05 04 1.646532 1 1
1980 05 05 1.600535 1 1
1980 05 06 1.421592 1 1
1980 05 07 1.585348 1 1
1980 05 08 1.236827 1 1
1980 05 09 0.971907 1 1
1980 05 10 0.971907 1 1
1980 05 11 1.168366 1 1
1980 05 12 1.264630 1 1
1980 05 13 1.250704 1 1
1980 05 14 1.236827 1 1
1980 05 15 1.306745 1 1
1980 05 16 1.181951 1 1
1980 05 17 1.236827 1 1
1980 05 18 1.154828 1 1
1980 05 19 1.236827 1 1
1980 05 20 1.292626 1 1
1980 05 21 1.141388 1 1
1980 05 22 1.101359 1 1
1980 05 23 1.075013 1 1
1980 05 24 1.101359 1 1
1980 05 25 1.101359 1 1
1980 05 26 1.035857 1 1
1980 05 27 1.035857 1 1
1980 05 28 1.168366 1 1
1980 05 29 1.075013 1 1
1980 05 30 1.101359 1 1
1980 05 31 1.035857 1 1
1980 06 01 1.035857 1 1
1980 06 02 0.921835 1 1
1980 06 03 1.075013 1 1
1980 06 04 1.061912 1 1
1980 06 05 0.884911 1 1
1980 06 06 1.101359 1 1
1980 06 07 1.010093 1 1
1980 06 08 0.653761 1 1
1980 06 09 0.909462 1 1
1980 06 10 1.035857 1 1
1980 06 11 1.154828 1 1
1980 06 12 1.335129 1 1
1980 06 13 1.306745 1 1
1980 06 14 1.465552 1 1
1980 06 15 0.824697 1 1
1980 06 16 1.075013 1 1
1980 06 17 0.971907 1 1
1980 06 18 1.154828 1 1
1980 06 19 1.168366 1 1
1980 06 20 1.250704 1 1
1980 06 21 1.101359 1 1
1980 06 22 0.548229 1 1
1980 06 23 0.675643 1 1
1980 06 24 1.048860 1 1
1980 06 25 0.971907 1 1
1980 06 26 1.061912 1 1
1980 06 27 0.997283 1 1
1980 06 28 0.997283 1 1
1980 06 29 0.801019 1 1
1980 06 30 1.278603 1 1
1980 07 01 1.075013 1 1
1980 07 02 1.022951 1 1
1980 07 03 1.101359 1 1
1980 07 04 1.088162 1 1
1980 07 05 1.048860 1 1
1980 07 06 0.449830 1 1
1980 07 07 0.946725 1 1
1980 07 08 0.984571 1 1
1980 07 09 1.154828 1 1
1980 07 10 1.181951 1 1
1980 07 11 1.154828 1 1
1980 07 12 1.114654 1 1
1980 07 13 1.035857 1 1
1980 07 14 0.959292 1 1
1980 07 15 1.035857 1 1
1980 07 16 1.061912 1 1
1980 07 17 0.984571 1 1
1980 07 18 0.971907 1 1
1980 07 19 1.061912 1 1
1980 07 20 0.709074 1 1
1980 07 21 1.022951 1 1
1980 07 22 1.035857 1 1
1980 07 23 0.743038 1 1
1980 07 24 0.731684 1 1
1980 07 25 0.884911 1 1
1980 07 26 0.824697 1 1
1980 07 27 0.653761 1 1
1980 07 28 0.664678 1 1
1980 07 29 0.731684 1 1
1980 07 30 1.010093 1 1
1980 07 31 0.934256 1 1
1980 08 01 0.872732 1 1
1980 08 02 1.035857 1 1
1980 08 03 0.245124 1 1
1980 08 04 0.789326 1 1
1980 08 05 1.035857 1 1
1980 08 06 0.971907 1 1
1980 08 07 0.946725 1 1
1980 08 08 0.934256 1 1
1980 08 09 0.754537 1 1
1980 08 10 0.385396 1 1
1980 08 11 0.600097 1 1
1980 08 12 0.946725 1 1
1980 08 13 0.884911 1 1
1980 08 14 0.884911 1 1
1980 08 15 0.675643 1 1
1980 08 16 0.350316 1 1
1980 08 17 0.558467 1 1
1980 08 18 1.195585 1 1
1980 08 19 1.035857 1 1
1980 08 20 1.035857 1 1
1980 08 21 1.010093 1 1
1980 08 22 0.971907 1 1
1980 08 23 0.743038 1 1
1980 08 24 0.014799 1 1
1980 08 25 0.801019 1 1
1980 08 26 0.697866 1 1
1980 08 27 0.824697 1 1
1980 08 28 0.824697 1 1
1980 08 29 0.971907 1 1
1980 08 30 0.653761 1 1
1980 08 31 0.009898 1 1
1980 09 01 1.035857 1 1
1980 09 02 0.421786 1 1
1980 09 03 0.403445 1 1
1980 09 04 0.478603 1 1
1980 09 05 0.468947 1 1
1980 09 06 0.291897 1 1
1980 09 07 0.308200 1 2
1980 09 08 0.316449 1 1
1980 09 09 0.358952 1 1
1980 09 10 0.653761 1 1
1980 09 11 0.653761 1 1
1980 09 12 0.664678 1 1
1980 09 13 0.600097 1 1
1980 09 14 0.421786 1 2
1980 09 15 0.275983 1 1
1980 09 16 0.653761 1 1
1980 09 17 1.195585 1 1
1980 09 18 1.048860 1 1
1980 09 19 0.449830 1 1
1980 09 20 0.621349 1 1
1980 09 21 0.600097 1 1
1980 09 22 0.333188 1 1
1980 09 23 0.538089 1 1
1980 09 24 0.709074 1 1
1980 09 25 1.292626 1 1
1980 09 26 0.653761 1 1
1980 09 27 0.568753 1 1
1980 09 28 0.333188 1 1
1980 09 29 0.376516 1 1
1980 09 30 0.621349 1 1
1980 10 01 1.195585 1 1
1980 10 02 1.075013 1 1
1980 10 03 1.222999 1 1
1980 10 04 0.621349 1 1
1980 10 05 0.548229 1 2
1980 10 06 0.449830 1 1
1980 10 07 0.971907 1 1
1980 10 08 0.709074 1 1
1980 10 09 0.731684 1 1
1980 10 10 1.335129 1 1
1980 10 11 1.154828 1 1
1980 10 12 0.653761 1 2
1980 10 13 0.403445 1 1
1980 10 14 0.921835 1 1
1980 10 15 1.787337 1 1
1980 10 16 1.851335 1 1
1980 10 17 2.132461 1 1
1980 10 18 1.236827 1 1
1980 10 19 0.653761 1 2
