year month day streamflow_mm qual_control_by_ana qual_flag
1980 01 01 1.691194 1 1
1980 01 02 3.219568 1 1
1980 01 03 3.058307 1 1
1980 01 04 2.605052 1 1
1980 01 05 1.844582 1 1
1980 01 06 1.522708 1 1
1980 01 07 1.378871 1 1
1980 01 08 1.245660 1 1
1980 01 09 1.055130 1 1
1980 01 10 1.267148 1 1
1980 01 11 1.045761 1 1
1980 01 12 0.981945 1 1
1980 01 13 1.773597 1 1
1980 01 14 2.297394 1 1
1980 01 15 2.225618 1 1
1980 01 16 2.166748 1 1
1980 01 17 2.183094 1 1
1980 01 18 2.744718 1 1
1980 01 19 3.522766 1 1
1980 01 20 3.397561 1 1
1980 01 21 2.913084 1 1
1980 01 22 2.706369 1 1
1980 01 23 2.834935 1 1
1980 01 24 2.913084 1 1
1980 01 25 2.579937 1 1
1980 01 26 2.382152 1 1
1980 01 27 2.847907 1 1
1980 01 28 2.978784 1 1
1980 01 29 2.796144 1 1
1980 01 30 2.492717 1 1
1980 01 31 2.467995 1 1
1980 02 01 1.801735 1 1
1980 02 02 1.993054 1 1
1980 02 03 2.719130 1 1
1980 02 04 2.783256 1 1
1980 02 05 2.237524 1 1
1980 02 06 2.008388 1 1
1980 02 07 1.787623 1 1
1980 02 08 1.651106 1 1
1980 02 09 1.547756 1 1
1980 02 10 1.390444 1 1
1980 02 11 1.162484 1 1
1980 02 12 1.152394 1 1
1980 02 13 1.018035 1 1
1980 02 14 1.122524 1 1
1980 02 15 1.390444 1 1
1980 02 16 1.299908 1 1
1980 02 17 1.245660 1 1
1980 02 18 1.413811 1 1
1980 02 19 1.310973 1 1
1980 02 20 1.437480 1 1
1980 02 21 1.664387 1 1
1980 02 22 1.773597 1 1
1980 02 23 1.624789 1 1
1980 02 24 1.598793 1 1
1980 02 25 1.611751 1 1
1980 02 26 1.437480 1 1
1980 02 27 1.224453 1 1
1980 02 28 1.367372 1 1
1980 02 29 1.461449 1 1
1980 03 01 1.344594 1 1
1980 03 02 1.027213 1 1
1980 03 03 0.981945 1 1
1980 03 04 0.943128 1 1
1980 03 05 0.905904 1 1
1980 03 06 0.887664 1 1
1980 03 07 0.808614 1 1
1980 03 08 0.869672 1 1
1980 03 09 0.834419 1 1
1980 03 10 0.791710 1 1
1980 03 11 0.791710 1 1
