year month day streamflow_mm qual_control_by_ana qual_flag
1980 01 01 7.296020 1 1
1980 01 02 8.319528 1 1
1980 01 03 5.891787 1 1
1980 01 04 5.278380 1 1
1980 01 05 4.984911 1 1
1980 01 06 4.644032 1 1
1980 01 07 4.423857 1 1
1980 01 08 4.369759 1 1
1980 01 09 4.156565 1 1
1980 01 10 3.797072 1 1
1980 01 11 3.697600 1 1
1980 01 12 4.699876 1 1
1980 01 13 6.018889 1 1
1980 01 14 12.274823 1 1
1980 01 15 10.238859 1 1
1980 01 16 8.395440 1 1
1980 01 17 6.878647 1 1
1980 01 18 6.540968 1 1
1980 01 19 6.018889 1 1
1980 01 20 5.580575 1 1
1980 01 21 6.018889 1 1
1980 01 22 5.642236 1 1
1980 01 23 5.338005 1 1
1980 01 24 5.042790 1 1
1980 01 25 5.159713 1 1
1980 01 26 5.219046 1 1
1980 01 27 6.878647 1 1
1980 01 28 6.018889 1 1
1980 01 29 5.338005 1 1
1980 01 30 4.812726 1 1
1980 01 31 4.478538 1 1
1980 02 01 4.369759 1 1
1980 02 02 11.906895 1 1
1980 02 03 10.154803 1 1
1980 02 04 6.607864 1 1
1980 02 05 5.219046 1 1
1980 02 06 4.812726 1 1
1980 02 07 4.478538 1 1
1980 02 08 4.156565 1 1
1980 02 09 4.000377 1 1
1980 02 10 3.847389 1 1
1980 02 11 3.648155 1 1
1980 02 12 3.451830 1 1
1980 02 13 3.396568 1 1
1980 02 14 3.451830 1 1
1980 02 15 4.533218 1 1
1980 02 16 2.814865 1 1
1980 02 17 2.764547 1 1
1980 02 18 2.916954 1 1
1980 02 19 2.916954 1 1
1980 02 20 3.550720 1 1
1980 02 21 5.704187 1 1
1980 02 22 3.847389 1 1
1980 02 23 3.126076 1 1
1980 02 24 2.714230 1 1
1980 02 25 2.566768 1 1
1980 02 26 2.518196 1 1
1980 02 27 2.375387 1 1
1980 02 28 2.422505 1 1
1980 02 29 2.375387 1 1
1980 03 01 2.236360 1 1
1980 03 02 2.056614 1 1
1980 03 03 2.100823 1 1
1980 03 04 2.145614 1 1
1980 03 05 2.056614 1 1
1980 03 06 1.883848 1 1
1980 03 07 1.597359 1 1
1980 03 08 1.296327 1 1
1980 03 09 0.867611 1 1
1980 03 10 1.717480 1 1
1980 03 11 1.717480 1 1
1980 03 12 1.841674 1 1
1980 03 13 1.883848 1 1
1980 03 14 1.969358 1 1
1980 03 15 2.145614 1 1
1980 03 16 1.799792 1 1
1980 03 17 1.519701 1 1
1980 03 18 1.558384 1 1
1980 03 19 1.558384 1 1
1980 03 20 1.443498 1 1
1980 03 21 1.369040 1 1
1980 03 22 1.443498 1 1
