year month day streamflow_mm qual_control_by_ana qual_flag
1980 01 01 2.770545 1 1
1980 01 02 4.084819 1 1
1980 01 03 14.765893 1 1
1980 01 04 4.413342 1 1
1980 01 05 4.413342 1 1
1980 01 06 3.501029 1 1
1980 01 07 2.903211 1 1
1980 01 08 2.618483 1 1
1980 01 09 2.448183 1 1
1980 01 10 2.240737 1 1
1980 01 11 2.079220 1 1
1980 01 12 2.179680 1 1
1980 01 13 2.770545 1 1
1980 01 14 4.159905 1 1
1980 01 15 4.829027 1 1
1980 01 16 7.264584 1 1
1980 01 17 8.000924 1 1
1980 01 18 4.567722 1 1
1980 01 19 3.572333 1 1
1980 01 20 3.383186 1 1
1980 01 21 3.015260 1 1
1980 01 22 4.285983 1 1
1980 01 23 4.671658 1 1
1980 01 24 3.243567 1 1
1980 01 25 3.083148 1 1
1980 01 26 3.128712 1 1
1980 01 27 5.892731 1 1
1980 01 28 7.024383 1 1
1980 01 29 5.641063 1 1
1980 01 30 4.645613 1 1
1980 01 31 3.620154 1 1
1980 02 01 3.037828 1 1
1980 02 02 2.683321 1 1
1980 02 03 4.311357 1 1
1980 02 04 3.128712 1 1
1980 02 05 2.640015 1 1
1980 02 06 2.427140 1 1
1980 02 07 2.261170 1 1
1980 02 08 2.159430 1 1
1980 02 09 2.099166 1 1
1980 02 10 2.159430 1 1
1980 02 11 2.079220 1 1
1980 02 12 1.980285 1 1
1980 02 13 1.921730 1 1
1980 02 14 1.882997 1 1
1980 02 15 3.128712 1 1
1980 02 16 2.992692 1 1
1980 02 17 2.947860 1 1
1980 02 18 3.037828 1 1
1980 02 19 2.770545 1 1
1980 02 20 3.886888 1 1
1980 02 21 4.035047 1 1
1980 02 22 3.128712 1 1
1980 02 23 2.618483 1 1
1980 02 24 2.240737 1 1
1980 02 25 2.099166 1 1
1980 02 26 2.179680 1 1
1980 02 27 1.960706 1 1
1980 02 28 1.921730 1 1
1980 02 29 1.806387 1 1
1980 03 01 1.730752 1 1
1980 03 02 1.693362 1 1
1980 03 03 1.712026 1 1
1980 03 04 1.749600 1 1
1980 03 05 1.693362 1 1
1980 03 06 1.693362 1 1
1980 03 07 1.637795 1 1
1980 03 08 1.528490 1 1
1980 03 09 1.510558 1 1
1980 03 10 1.492686 1 1
1980 03 11 1.474814 1 1
1980 03 12 1.439376 1 1
1980 03 13 1.404242 1 1
1980 03 14 1.386737 1 1
1980 03 15 1.712026 1 1
1980 03 16 1.787356 1 1
1980 03 17 1.528490 1 1
1980 03 18 1.474814 1 1
1980 03 19 1.421748 1 1
1980 03 20 1.369353 1 1
1980 03 21 1.317628 1 1
1980 03 22 1.317628 1 1
1980 03 23 1.300489 1 1
1980 03 24 1.283471 1 1
1980 03 25 1.266514 1 1
1980 03 26 1.266514 1 1
1980 03 27 1.249618 1 1
1980 03 28 1.199480 1 1
1980 03 29 1.166359 1 1
1980 03 30 1.166359 1 1
1980 03 31 1.166359 1 1
1980 04 01 1.619435 1 1
1980 04 02 1.601136 1 1
1980 04 03 1.317628 1 1
1980 04 04 1.300489 1 1
1980 04 05 1.249618 1 1
1980 04 06 1.232844 1 1
1980 04 07 1.232844 1 1
1980 04 08 3.548484 1 1
1980 04 09 3.837970 1 1
1980 04 10 3.105899 1 1
1980 04 11 2.261170 1 1
1980 04 12 1.806387 1 1
1980 04 13 1.693362 1 1
1980 04 14 3.128712 1 1
1980 04 15 3.289862 1 1
1980 04 16 2.281726 1 1
1980 04 17 2.261170 1 1
1980 04 18 1.980285 1 1
1980 04 19 1.941187 1 1
1980 04 20 1.674819 1 1
1980 04 21 1.564661 1 1
1980 04 22 1.510558 1 1
1980 04 23 1.439376 1 1
1980 04 24 1.404242 1 1
1980 04 25 1.369353 1 1
1980 04 26 1.334768 1 1
1980 04 27 1.317628 1 1
1980 04 28 1.300489 1 1
1980 04 29 1.619435 1 1
1980 04 30 1.352030 1 1
1980 05 01 1.317628 1 1
1980 05 02 1.300489 1 1
1980 05 03 1.283471 1 1
1980 05 04 1.882997 1 1
1980 05 05 1.960706 1 1
1980 05 06 1.386737 1 1
1980 05 07 1.300489 1 1
1980 05 08 1.266514 1 1
1980 05 09 1.249618 1 1
1980 05 10 1.216132 1 1
1980 05 11 1.199480 1 1
1980 05 12 1.166359 1 1
1980 05 13 1.166359 1 1
1980 05 14 1.199480 1 1
1980 05 15 1.166359 1 1
1980 05 16 1.166359 1 1
1980 05 17 1.166359 1 1
1980 05 18 1.166359 1 1
1980 05 19 1.149951 1 1
1980 05 20 1.149951 1 1
1980 05 21 1.133605 1 1
1980 05 22 1.133605 1 1
1980 05 23 1.133605 1 1
1980 05 24 1.101155 1 1
1980 05 25 1.182889 1 1
1980 05 26 1.166359 1 1
1980 05 27 1.101155 1 1
1980 05 28 1.037170 1 1
1980 05 29 1.037170 1 1
1980 05 30 1.037170 1 1
1980 05 31 1.037170 1 1
1980 06 01 1.021372 1 1
1980 06 02 1.101155 1 1
1980 06 03 1.085052 1 1
1980 06 04 1.037170 1 1
1980 06 05 1.037170 1 1
1980 06 06 1.021372 1 1
1980 06 07 1.021372 1 1
1980 06 08 1.005697 1 1
1980 06 09 1.005697 1 1
1980 06 10 1.005697 1 1
1980 06 11 1.005697 1 1
1980 06 12 1.069010 1 1
1980 06 13 1.037170 1 1
1980 06 14 1.037170 1 1
1980 06 15 1.005697 1 1
1980 06 16 1.005697 1 1
1980 06 17 1.005697 1 1
1980 06 18 1.005697 1 1
1980 06 19 1.005697 1 1
1980 06 20 1.005697 1 1
1980 06 21 0.990082 1 1
1980 06 22 1.166359 1 1
1980 06 23 1.166359 1 1
1980 06 24 1.149951 1 1
1980 06 25 1.117319 1 1
1980 06 26 0.990082 1 1
1980 06 27 1.053029 1 1
1980 06 28 1.053029 1 1
1980 06 29 1.037170 1 1
1980 06 30 1.037170 1 1
1980 07 01 1.021372 1 1
1980 07 02 1.021372 1 1
1980 07 03 0.990082 1 1
1980 07 04 0.974467 1 1
1980 07 05 0.943664 1 1
1980 07 06 0.943664 1 1
1980 07 07 0.928354 1 1
1980 07 08 0.913105 1 1
1980 07 09 0.913105 1 1
1980 07 10 0.990082 1 1
1980 07 11 0.974467 1 1
1980 07 12 0.928354 1 1
1980 07 13 0.913105 1 1
1980 07 14 0.913105 1 1
1980 07 15 0.882912 1 1
1980 07 16 0.882912 1 1
1980 07 17 0.853085 1 1
1980 07 18 0.853085 1 1
1980 07 19 0.853085 1 1
1980 07 20 0.853085 1 1
1980 07 21 0.853085 1 1
1980 07 22 0.853085 1 1
1980 07 23 0.853085 1 1
1980 07 24 0.897978 1 1
1980 07 25 0.853085 1 1
1980 07 26 0.853085 1 1
1980 07 27 0.853085 1 1
1980 07 28 0.853085 1 1
1980 07 29 0.853085 1 1
1980 07 30 0.853085 1 1
1980 07 31 0.853085 1 1
1980 08 01 0.853085 1 1
1980 08 02 0.838263 1 1
1980 08 03 0.838263 1 1
1980 08 04 0.838263 1 1
1980 08 05 0.853085 1 1
1980 08 06 0.853085 1 1
1980 08 07 0.867968 1 1
1980 08 08 0.853085 1 1
1980 08 09 0.853085 1 1
1980 08 10 0.853085 1 1
1980 08 11 0.838263 1 1
1980 08 12 0.838263 1 1
1980 08 13 0.838263 1 1
1980 08 14 0.838263 1 1
1980 08 15 0.838263 1 1
1980 08 16 0.838263 1 1
1980 08 17 0.808925 1 1
1980 08 18 0.779952 1 1
1980 08 19 0.779952 1 1
1980 08 20 0.765618 1 1
1980 08 21 0.751345 1 1
1980 08 22 0.737133 1 1
