year month day streamflow_mm qual_control_by_ana qual_flag
1980 01 01 1.455543 1 2
1980 01 02 1.369266 1 2
1980 01 03 1.267960 1 2
1980 01 04 1.162596 1 2
1980 01 05 1.145547 1 2
1980 01 06 1.171169 1 2
1980 01 07 1.188434 1 2
1980 01 08 1.197124 1 2
1980 01 09 1.197124 1 2
1980 01 10 1.188434 1 2
1980 01 11 1.145547 1 2
1980 01 12 1.111898 1 2
1980 01 13 1.111898 1 2
1980 01 14 1.145547 1 2
1980 01 15 1.137080 1 2
1980 01 16 1.120256 1 2
1980 01 17 1.103575 1 1
1980 01 18 1.087047 1 1
1980 01 19 1.128650 1 1
1980 01 20 1.171169 1 1
1980 01 21 1.295136 1 1
1980 01 22 1.407233 1 1
1980 01 23 1.484990 1 1
1980 01 24 1.388173 1 1
1980 01 25 1.267960 1 1
1980 01 26 1.241116 1 1
1980 01 27 1.223411 1 1
1980 01 28 1.197124 1 1
1980 01 29 1.154049 1 1
1980 01 30 1.103575 1 1
1980 01 31 1.050507 1 1
1980 02 01 1.103575 1 1
1980 02 02 1.690152 1 1
1980 02 03 1.595911 1 1
1980 02 04 1.484990 1 1
1980 02 05 1.369266 1 1
1980 02 06 1.286041 1 1
1980 02 07 1.179788 1 1
1980 02 08 1.095298 1 1
1980 02 09 1.022846 1 1
1980 02 10 0.959588 1 1
1980 02 11 0.872378 1 1
1980 02 12 0.830173 1 1
1980 02 13 0.805295 1 1
1980 02 14 0.797080 1 1
1980 02 15 0.838540 1 1
1980 02 16 0.906817 1 1
1980 02 17 1.103575 1 1
1980 02 18 1.341183 1 1
1980 02 19 1.426446 1 1
1980 02 20 1.484990 1 1
1980 02 21 1.484990 1 1
1980 02 22 1.585632 1 1
1980 02 23 1.524789 1 1
1980 02 24 1.426446 1 1
1980 02 25 1.276982 1 1
1980 02 26 1.241116 1 1
1980 02 27 1.188434 1 1
1980 02 28 1.171169 1 1
1980 02 29 1.137080 1 1
1980 03 01 1.078500 1 1
1980 03 02 0.995518 1 1
1980 03 03 0.941848 1 1
1980 03 04 0.906817 1 1
1980 03 05 0.889525 1 1
1980 03 06 0.863858 1 1
1980 03 07 0.830173 1 1
1980 03 08 0.821841 1 1
1980 03 09 0.813546 1 1
