year month day streamflow_mm qual_control_by_ana qual_flag
1980 01 01 0.699851 1 1
1980 01 02 0.606612 1 1
1980 01 03 0.488389 1 1
1980 01 04 0.435030 1 1
1980 01 05 0.417730 1 1
1980 01 06 0.400731 1 1
1980 01 07 0.367504 1 1
1980 01 08 0.668299 1 1
1980 01 09 0.830867 1 1
1980 01 10 0.864780 1 1
1980 01 11 1.395796 1 1
1980 01 12 1.151795 1 1
1980 01 13 0.899165 1 1
1980 01 14 0.546985 1 1
1980 01 15 0.435030 1 1
1980 01 16 0.351321 1 1
1980 01 17 0.452544 1 1
1980 01 18 0.506676 1 1
1980 01 19 0.576563 1 1
1980 01 20 0.731918 1 1
1980 01 21 0.699851 1 1
1980 01 22 0.606612 1 1
1980 01 23 0.525221 1 1
1980 01 24 0.546985 1 1
1980 01 25 1.253963 1 1
1980 01 26 0.764414 1 1
1980 01 27 0.546985 1 1
1980 01 28 0.435030 1 1
1980 01 29 0.383989 1 1
1980 01 30 0.335395 1 1
1980 01 31 0.435030 1 1
1980 02 01 1.432113 1 1
1980 02 02 1.185149 1 1
1980 02 03 0.933979 1 1
1980 02 04 0.488389 1 1
1980 02 05 0.383989 1 1
1980 02 06 0.367504 1 1
1980 02 07 0.319769 1 1
1980 02 08 0.289333 1 1
1980 02 09 0.289333 1 1
1980 02 10 0.304401 1 1
1980 02 11 0.488389 1 1
1980 02 12 0.435030 1 1
1980 02 13 0.319769 1 1
1980 02 14 0.289333 1 1
1980 02 15 0.289333 1 1
1980 02 16 0.289333 1 1
1980 02 17 1.432113 1 1
1980 02 18 1.543124 1 1
1980 02 19 0.830867 1 1
1980 02 20 0.525221 1 1
1980 02 21 0.452544 1 1
1980 02 22 0.383989 1 1
1980 02 23 0.351321 1 1
1980 02 24 0.525221 1 1
1980 02 25 1.395796 1 1
1980 02 26 2.445895 1 1
1980 02 27 2.535313 1 1
1980 02 28 1.253963 1 1
1980 02 29 0.899165 1 1
1980 03 01 0.637220 1 1
1980 03 02 1.004853 1 1
1980 03 03 3.645553 1 1
1980 03 04 2.016746 1 1
1980 03 05 1.324149 1 1
1980 03 06 1.040955 1 1
1980 03 07 2.401636 1 1
1980 03 08 2.401636 1 1
1980 03 09 1.580814 1 1
1980 03 10 1.114447 1 1
1980 03 11 0.731918 1 1
1980 03 12 1.114447 1 1
1980 03 13 0.864780 1 1
1980 03 14 1.114447 1 1
1980 03 15 0.830867 1 1
1980 03 16 0.699851 1 1
1980 03 17 0.546985 1 1
1980 03 18 0.470316 1 1
1980 03 19 0.435030 1 1
1980 03 20 0.435030 1 1
1980 03 21 0.417730 1 1
1980 03 22 0.417730 1 1
1980 03 23 0.383989 1 1
1980 03 24 0.351321 1 1
1980 03 25 0.335395 1 1
1980 03 26 0.335395 1 1
1980 03 27 0.367504 1 1
1980 03 28 0.351321 1 1
1980 03 29 0.335395 1 1
1980 03 30 0.351321 1 1
1980 03 31 0.335395 1 1
1980 04 01 0.351321 1 1
1980 04 02 0.335395 1 1
1980 04 03 0.319769 1 1
1980 04 04 0.319769 1 1
1980 04 05 0.304401 1 1
1980 04 06 0.245847 1 1
1980 04 07 0.218373 1 1
1980 04 08 0.205066 1 1
1980 04 09 0.218373 1 1
1980 04 10 0.192102 1 1
1980 04 11 0.231939 1 1
1980 04 12 0.335395 1 1
1980 04 13 0.699851 1 1
1980 04 14 0.830867 1 1
1980 04 15 1.324149 1 1
1980 04 16 0.899165 1 1
1980 04 17 0.435030 1 1
1980 04 18 0.367504 1 1
1980 04 19 0.367504 1 1
1980 04 20 0.335395 1 1
1980 04 21 0.319769 1 1
1980 04 22 0.319769 1 1
1980 04 23 0.289333 1 1
1980 04 24 0.274523 1 1
1980 04 25 0.260056 1 1
1980 04 26 0.260056 1 1
1980 04 27 0.245847 1 1
1980 04 28 0.260056 1 1
1980 04 29 0.218373 1 1
1980 04 30 0.205066 1 1
1980 05 01 0.335395 1 1
1980 05 02 0.969180 1 1
1980 05 03 1.114447 1 1
1980 05 04 0.933979 1 1
1980 05 05 0.797426 1 1
1980 05 06 0.699851 1 1
1980 05 07 0.731918 1 1
1980 05 08 0.969180 1 1
1980 05 09 1.734796 1 1
1980 05 10 4.954378 1 1
1980 05 11 4.954378 1 1
1980 05 12 4.065387 1 1
1980 05 13 3.144758 1 1
1980 05 14 2.763989 1 1
1980 05 15 2.270578 1 1
1980 05 16 1.774118 1 1
1980 05 17 1.359822 1 1
1980 05 18 0.969180 1 1
1980 05 19 0.830867 1 1
1980 05 20 0.731918 1 1
1980 05 21 0.668299 1 1
1980 05 22 0.606612 1 1
1980 05 23 0.576563 1 1
1980 05 24 0.525221 1 1
1980 05 25 0.417730 1 1
1980 05 26 0.367504 1 1
1980 05 27 0.367504 1 1
1980 05 28 0.351321 1 1
1980 05 29 0.351321 1 1
1980 05 30 0.383989 1 1
1980 05 31 0.452544 1 1
1980 06 01 0.383989 1 1
1980 06 02 0.351321 1 1
1980 06 03 0.335395 1 1
1980 06 04 0.304401 1 1
1980 06 05 0.289333 1 1
1980 06 06 0.274523 1 1
1980 06 07 0.289333 1 1
1980 06 08 0.274523 1 1
1980 06 09 0.304401 1 1
1980 06 10 0.289333 1 1
1980 06 11 0.289333 1 1
1980 06 12 0.289333 1 1
1980 06 13 0.289333 1 1
1980 06 14 0.274523 1 1
1980 06 15 0.289333 1 1
1980 06 16 0.289333 1 1
1980 06 17 0.289333 1 1
1980 06 18 0.274523 1 1
1980 06 19 0.274523 1 1
1980 06 20 0.335395 1 1
1980 06 21 0.319769 1 1
1980 06 22 0.289333 1 1
1980 06 23 0.289333 1 1
1980 06 24 0.274523 1 1
1980 06 25 0.351321 1 1
1980 06 26 0.351321 1 1
