year month day streamflow_mm qual_control_by_ana qual_flag
1980 01 01 2.435184 0 1
1980 01 02 3.463810 0 1
1980 01 03 6.395386 0 1
1980 01 04 3.621917 0 1
1980 01 05 2.554534 0 1
1980 01 06 2.262701 0 1
1980 01 07 2.116986 0 1
1980 01 08 2.560163 0 1
1980 01 09 2.756622 0 1
1980 01 10 5.059578 0 1
1980 01 11 4.221135 0 1
1980 01 12 2.661572 0 1
1980 01 13 5.446746 0 1
1980 01 14 8.145860 0 1
1980 01 15 7.753833 0 1
1980 01 16 5.855782 0 1
1980 01 17 5.429048 0 1
1980 01 18 7.143437 0 1
1980 01 19 7.373793 0 1
1980 01 20 4.349353 0 1
1980 01 21 3.077250 0 1
1980 01 22 2.914769 0 1
1980 01 23 3.538570 0 1
1980 01 24 3.780955 0 1
1980 01 25 2.930969 0 1
1980 01 26 2.834461 0 1
1980 01 27 2.845517 0 1
1980 01 28 3.571860 0 1
1980 01 29 5.695205 0 1
1980 01 30 7.716614 0 1
1980 01 31 3.134394 0 1
1980 02 01 3.298535 0 1
1980 02 02 3.012128 0 1
1980 02 03 3.497019 0 1
1980 02 04 2.995848 0 1
1980 02 05 3.134394 0 1
1980 02 06 6.695036 0 1
1980 02 07 6.070789 0 1
1980 02 08 5.279081 0 1
1980 02 09 5.990035 0 1
1980 02 10 6.640403 0 1
1980 02 11 4.503937 0 1
1980 02 12 3.422380 0 1
1980 02 13 4.546987 0 1
1980 02 14 4.711209 0 1
1980 02 15 6.804463 0 1
1980 02 16 11.471043 0 1
1980 02 17 12.440499 0 1
1980 02 18 9.137591 0 1
1980 02 19 9.328299 0 1
1980 02 20 10.805083 0 1
1980 02 21 9.874869 0 1
1980 02 22 3.966358 0 1
1980 02 23 5.261464 0 1
1980 02 24 5.287869 0 1
1980 02 25 3.012128 0 1
1980 02 26 3.806145 0 1
1980 02 27 5.007092 0 1
1980 02 28 2.884233 0 1
1980 02 29 2.834461 0 1
1980 03 01 4.815331 0 1
1980 03 02 3.663671 0 1
1980 03 03 3.505321 0 1
1980 03 04 2.475116 0 1
1980 03 05 2.610989 0 1
1980 03 06 3.538570 0 1
1980 03 07 3.020228 0 1
1980 03 08 2.616618 0 1
1980 03 09 2.784485 0 1
1980 03 10 2.773348 0 1
1980 03 11 2.689597 0 1
1980 03 12 2.622248 0 1
1980 03 13 2.354997 0 1
1980 03 14 2.577132 0 1
1980 03 15 2.914769 0 1
1980 03 16 3.613574 0 1
1980 03 17 3.680397 0 1
1980 03 18 3.907230 0 1
1980 03 19 2.700775 0 1
1980 03 20 2.582802 0 1
1980 03 21 2.389421 0 1
1980 03 22 2.503506 0 1
1980 03 23 2.262701 0 1
1980 03 24 2.157971 0 1
1980 03 25 2.354997 0 1
1980 03 26 2.423764 0 1
1980 03 27 2.406592 0 1
1980 03 28 2.395172 0 1
1980 03 29 2.400882 0 1
1980 03 30 2.245327 0 1
1980 03 31 2.134563 0 1
1980 04 01 1.789109 0 1
1980 04 02 4.051000 0 1
1980 04 03 2.480786 0 1
1980 04 04 2.514886 0 1
1980 04 05 2.435184 0 1
1980 04 06 2.706404 0 1
1980 04 07 3.497019 0 1
1980 04 08 3.109892 0 1
1980 04 09 2.678379 0 1
1980 04 10 2.588431 0 1
1980 04 11 2.599690 0 1
1980 04 12 2.503506 0 1
1980 04 13 2.291617 0 1
1980 04 14 4.161480 0 1
1980 04 15 2.734307 0 1
1980 04 16 3.957893 0 1
1980 04 17 5.287869 0 1
1980 04 18 3.012128 0 1
1980 04 19 2.633466 0 1
1980 04 20 2.360748 0 1
1980 04 21 2.297408 0 1
1980 04 22 2.256909 0 1
1980 04 23 2.423764 0 1
1980 04 24 2.429474 0 1
1980 04 25 2.395172 0 1
1980 04 26 2.412343 0 1
1980 04 27 2.377960 0 1
1980 04 28 2.377960 0 1
1980 04 29 2.157971 0 1
1980 04 30 2.320492 0 1
1980 05 01 2.227912 0 1
1980 05 02 2.134563 0 1
1980 05 03 2.187171 0 1
1980 05 04 2.227912 0 1
1980 05 05 2.210457 0 1
1980 05 06 2.233704 0 1
1980 05 07 2.187171 0 1
1980 05 08 2.187171 0 1
1980 05 09 2.163803 0 1
1980 05 10 1.987107 0 1
1980 05 11 1.685473 0 1
1980 05 12 1.789109 0 1
1980 05 13 2.134563 0 1
1980 05 14 2.122859 0 1
1980 05 15 2.111114 0 1
1980 05 16 1.987107 0 1
1980 05 17 1.623875 0 1
1980 05 18 0.923450 0 1
1980 05 19 1.276396 0 1
1980 05 20 1.939481 0 1
1980 05 21 1.921540 0 1
1980 05 22 1.849533 0 1
1980 05 23 1.897605 0 1
1980 05 24 1.586737 0 1
1980 05 25 1.052641 0 1
1980 05 26 1.211315 0 1
1980 05 27 1.867596 0 1
1980 05 28 1.867596 0 1
1980 05 29 1.867596 0 1
1980 05 30 1.891611 0 1
1980 05 31 1.543161 0 1
1980 06 01 1.269916 0 1
1980 06 02 1.295795 0 1
1980 06 03 1.993060 0 1
1980 06 04 2.004927 0 1
1980 06 05 1.511936 0 1
1980 06 06 1.897605 0 1
1980 06 07 1.480550 0 1
