year month day temperature_mean
1980 01 01 22.740
1980 01 02 20.079
1980 01 03 20.743
1980 01 04 22.023
1980 01 05 26.365
1980 01 06 26.985
1980 01 07 24.838
1980 01 08 22.583
1980 01 09 23.476
1980 01 10 24.635
1980 01 11 24.239
1980 01 12 24.430
1980 01 13 22.897
1980 01 14 23.665
1980 01 15 22.812
1980 01 16 22.424
1980 01 17 23.391
1980 01 18 23.685
1980 01 19 22.057
1980 01 20 25.583
1980 01 21 23.926
1980 01 22 23.920
1980 01 23 25.898
1980 01 24 25.325
1980 01 25 25.174
1980 01 26 23.248
1980 01 27 25.743
1980 01 28 24.541
1980 01 29 24.806
1980 01 30 24.332
1980 01 31 24.682
1980 02 01 25.292
1980 02 02 25.906
1980 02 03 23.412
1980 02 04 26.216
1980 02 05 26.768
1980 02 06 26.006
1980 02 07 26.946
1980 02 08 26.917
1980 02 09 25.674
1980 02 10 27.448
1980 02 11 27.124
1980 02 12 23.889
1980 02 13 23.074
1980 02 14 24.295
1980 02 15 24.140
1980 02 16 22.642
1980 02 17 23.307
1980 02 18 23.673
1980 02 19 24.331
1980 02 20 21.217
1980 02 21 21.265
1980 02 22 23.767
1980 02 23 25.057
1980 02 24 24.592
1980 02 25 24.285
1980 02 26 24.435
1980 02 27 22.623
1980 02 28 21.804
1980 02 29 24.749
1980 03 01 27.790
1980 03 02 25.401
1980 03 03 25.640
1980 03 04 27.492
1980 03 05 28.058
1980 03 06 27.074
1980 03 07 25.962
1980 03 08 28.197
1980 03 09 26.765
1980 03 10 27.668
1980 03 11 25.458
1980 03 12 25.404
1980 03 13 25.716
1980 03 14 22.756
1980 03 15 24.137
1980 03 16 23.803
1980 03 17 24.837
1980 03 18 24.577
1980 03 19 25.799
1980 03 20 25.450
1980 03 21 24.761
1980 03 22 25.899
1980 03 23 26.899
1980 03 24 24.586
1980 03 25 26.034
1980 03 26 26.457
1980 03 27 25.861
1980 03 28 25.555
1980 03 29 24.705
1980 03 30 26.056
1980 03 31 24.125
1980 04 01 22.125
1980 04 02 23.740
1980 04 03 22.230
1980 04 04 23.403
1980 04 05 17.365
1980 04 06 21.151
1980 04 07 21.027
1980 04 08 23.940
1980 04 09 25.211
1980 04 10 24.675
1980 04 11 26.494
1980 04 12 24.406
1980 04 13 24.406
1980 04 14 23.919
1980 04 15 23.235
1980 04 16 21.524
1980 04 17 20.560
1980 04 18 20.416
1980 04 19 23.655
1980 04 20 23.245
1980 04 21 23.528
1980 04 22 22.484
1980 04 23 20.026
1980 04 24 21.682
1980 04 25 22.191
1980 04 26 22.349
1980 04 27 22.851
1980 04 28 21.315
1980 04 29 22.504
1980 04 30 21.685
1980 05 01 23.860
1980 05 02 20.932
1980 05 03 19.515
1980 05 04 15.171
1980 05 05 18.175
1980 05 06 17.900
1980 05 07 21.766
1980 05 08 23.472
1980 05 09 21.916
1980 05 10 23.085
1980 05 11 22.096
1980 05 12 23.029
1980 05 13 21.410
1980 05 14 20.947
1980 05 15 21.777
1980 05 16 22.842
1980 05 17 23.655
1980 05 18 22.187
1980 05 19 20.585
1980 05 20 19.501
1980 05 21 24.259
1980 05 22 22.281
1980 05 23 18.654
1980 05 24 21.053
1980 05 25 21.627
1980 05 26 19.405
1980 05 27 18.457
1980 05 28 19.354
1980 05 29 22.558
1980 05 30 21.073
1980 05 31 19.803
1980 06 01 21.698
1980 06 02 20.941
1980 06 03 20.960
1980 06 04 17.652
1980 06 05 15.771
1980 06 06 18.154
1980 06 07 19.865
1980 06 08 17.508
1980 06 09 19.115
1980 06 10 23.058
1980 06 11 18.515
1980 06 12 18.140
1980 06 13 19.393
1980 06 14 17.011
1980 06 15 14.825
1980 06 16 16.436
1980 06 17 16.016
1980 06 18 16.401
1980 06 19 14.652
1980 06 20 18.233
1980 06 21 18.445
1980 06 22 17.792
1980 06 23 16.103
1980 06 24 15.466
1980 06 25 20.123
1980 06 26 18.392
1980 06 27 14.515
1980 06 28 11.899
1980 06 29 18.290
1980 06 30 20.238
1980 07 01 18.988
1980 07 02 20.056
1980 07 03 18.191
1980 07 04 18.140
1980 07 05 15.724
1980 07 06 17.021
1980 07 07 19.146
1980 07 08 20.194
1980 07 09 21.538
1980 07 10 19.418
1980 07 11 19.449
1980 07 12 19.825
1980 07 13 18.782
1980 07 14 20.653
1980 07 15 22.371
1980 07 16 18.342
1980 07 17 19.801
1980 07 18 15.279
1980 07 19 19.421
1980 07 20 22.416
1980 07 21 19.741
1980 07 22 22.953
1980 07 23 19.827
1980 07 24 19.044
1980 07 25 18.643
1980 07 26 20.160
1980 07 27 21.835
1980 07 28 21.315
1980 07 29 22.814
1980 07 30 20.847
1980 07 31 19.796
1980 08 01 17.036
1980 08 02 17.749
1980 08 03 18.606
1980 08 04 18.869
1980 08 05 22.665
1980 08 06 20.309
1980 08 07 20.942
1980 08 08 19.979
1980 08 09 20.588
1980 08 10 21.737
1980 08 11 22.016
1980 08 12 19.410
1980 08 13 20.945
1980 08 14 21.236
1980 08 15 19.505
1980 08 16 22.714
1980 08 17 21.503
1980 08 18 24.439
1980 08 19 22.948
1980 08 20 25.215
1980 08 21 25.117
1980 08 22 26.060
1980 08 23 22.819
1980 08 24 22.271
1980 08 25 23.169
1980 08 26 23.019
1980 08 27 15.305
1980 08 28 17.963
1980 08 29 20.908
1980 08 30 21.188
1980 08 31 22.861
1980 09 01 19.439
1980 09 02 20.164
1980 09 03 24.437
1980 09 04 23.273
1980 09 05 20.922
1980 09 06 19.691
1980 09 07 23.619
1980 09 08 25.340
1980 09 09 22.612
1980 09 10 22.857
1980 09 11 21.692
1980 09 12 22.182
1980 09 13 20.627
1980 09 14 22.025
1980 09 15 23.405
1980 09 16 20.029
1980 09 17 12.520
1980 09 18 14.772
1980 09 19 18.516
1980 09 20 23.086
1980 09 21 19.038
1980 09 22 17.470
1980 09 23 15.285
1980 09 24 17.994
1980 09 25 18.503
1980 09 26 17.300
1980 09 27 18.973
