year month day temperature_mean
1980 01 01 24.293
1980 01 02 24.077
1980 01 03 23.156
1980 01 04 22.260
1980 01 05 22.908
1980 01 06 22.529
1980 01 07 21.312
1980 01 08 23.708
1980 01 09 23.232
1980 01 10 25.315
1980 01 11 26.159
1980 01 12 23.744
1980 01 13 23.799
1980 01 14 20.983
1980 01 15 21.515
1980 01 16 23.095
1980 01 17 23.589
1980 01 18 25.737
1980 01 19 25.637
1980 01 20 25.372
1980 01 21 25.326
1980 01 22 27.154
1980 01 23 26.261
1980 01 24 26.459
1980 01 25 26.205
1980 01 26 25.645
1980 01 27 25.288
1980 01 28 25.792
1980 01 29 26.185
1980 01 30 27.133
1980 01 31 25.601
1980 02 01 25.707
1980 02 02 24.919
1980 02 03 25.230
1980 02 04 22.923
1980 02 05 24.348
1980 02 06 25.733
1980 02 07 26.139
1980 02 08 25.284
1980 02 09 25.730
1980 02 10 23.406
1980 02 11 23.852
1980 02 12 24.315
1980 02 13 26.206
1980 02 14 26.127
1980 02 15 24.301
1980 02 16 23.385
1980 02 17 19.261
1980 02 18 22.793
1980 02 19 22.451
1980 02 20 24.562
1980 02 21 24.426
1980 02 22 23.352
1980 02 23 28.350
1980 02 24 24.747
1980 02 25 23.435
1980 02 26 24.789
1980 02 27 24.766
1980 02 28 25.260
1980 02 29 24.274
1980 03 01 24.297
1980 03 02 22.470
1980 03 03 22.336
1980 03 04 23.352
1980 03 05 24.224
1980 03 06 24.321
1980 03 07 25.663
1980 03 08 24.296
1980 03 09 24.759
1980 03 10 27.082
1980 03 11 24.711
1980 03 12 25.778
1980 03 13 24.296
1980 03 14 26.687
1980 03 15 27.206
1980 03 16 26.624
1980 03 17 24.249
1980 03 18 23.494
1980 03 19 19.229
1980 03 20 25.155
1980 03 21 24.580
1980 03 22 25.122
1980 03 23 25.147
1980 03 24 25.232
1980 03 25 26.572
1980 03 26 25.245
1980 03 27 26.086
1980 03 28 25.730
1980 03 29 26.657
1980 03 30 26.725
1980 03 31 27.983
1980 04 01 26.212
1980 04 02 23.903
1980 04 03 24.766
1980 04 04 25.268
1980 04 05 25.617
1980 04 06 25.485
1980 04 07 23.443
1980 04 08 24.885
1980 04 09 25.343
1980 04 10 24.932
1980 04 11 24.470
1980 04 12 26.641
1980 04 13 26.195
1980 04 14 24.853
1980 04 15 27.605
1980 04 16 23.034
1980 04 17 24.711
1980 04 18 24.807
1980 04 19 23.279
1980 04 20 22.683
1980 04 21 22.381
1980 04 22 22.872
1980 04 23 22.798
1980 04 24 22.396
1980 04 25 22.300
1980 04 26 22.347
1980 04 27 21.819
1980 04 28 21.913
1980 04 29 22.330
1980 04 30 21.803
1980 05 01 22.329
1980 05 02 21.873
1980 05 03 24.294
1980 05 04 26.199
1980 05 05 24.861
1980 05 06 21.540
1980 05 07 21.421
1980 05 08 20.596
1980 05 09 21.427
1980 05 10 21.366
1980 05 11 22.365
1980 05 12 23.236
1980 05 13 22.832
1980 05 14 20.471
1980 05 15 21.393
1980 05 16 22.306
1980 05 17 22.318
1980 05 18 23.285
1980 05 19 23.379
1980 05 20 23.781
1980 05 21 22.839
1980 05 22 22.787
1980 05 23 21.845
1980 05 24 20.981
1980 05 25 20.471
1980 05 26 22.284
1980 05 27 22.262
1980 05 28 21.292
1980 05 29 21.307
1980 05 30 23.190
1980 05 31 22.317
1980 06 01 21.894
1980 06 02 22.834
1980 06 03 23.689
1980 06 04 22.004
1980 06 05 20.501
1980 06 06 20.463
1980 06 07 19.667
1980 06 08 21.804
1980 06 09 22.357
1980 06 10 21.843
1980 06 11 21.794
1980 06 12 20.847
1980 06 13 21.434
1980 06 14 20.984
1980 06 15 22.480
1980 06 16 21.314
1980 06 17 18.164
1980 06 18 18.073
1980 06 19 20.290
1980 06 20 21.324
1980 06 21 21.786
1980 06 22 21.281
1980 06 23 22.064
1980 06 24 21.913
1980 06 25 20.445
1980 06 26 22.781
1980 06 27 21.500
1980 06 28 22.341
1980 06 29 19.895
1980 06 30 19.916
1980 07 01 20.356
1980 07 02 20.781
1980 07 03 20.014
1980 07 04 20.029
1980 07 05 20.494
1980 07 06 21.335
1980 07 07 20.832
1980 07 08 18.037
1980 07 09 18.003
1980 07 10 18.922
1980 07 11 20.922
1980 07 12 20.361
1980 07 13 19.829
1980 07 14 19.920
1980 07 15 21.488
1980 07 16 24.381
1980 07 17 20.218
1980 07 18 16.573
1980 07 19 19.868
1980 07 20 18.977
1980 07 21 18.987
1980 07 22 15.826
1980 07 23 20.394
1980 07 24 20.474
1980 07 25 20.360
1980 07 26 19.363
1980 07 27 18.961
1980 07 28 21.768
1980 07 29 22.727
1980 07 30 21.810
1980 07 31 20.968
1980 08 01 23.714
1980 08 02 18.897
1980 08 03 17.882
1980 08 04 20.857
1980 08 05 20.296
1980 08 06 19.855
1980 08 07 23.122
1980 08 08 21.304
1980 08 09 20.831
1980 08 10 22.725
1980 08 11 23.661
1980 08 12 22.255
1980 08 13 23.136
1980 08 14 20.803
1980 08 15 23.622
1980 08 16 23.167
1980 08 17 23.215
1980 08 18 22.793
1980 08 19 22.729
1980 08 20 22.885
1980 08 21 25.519
1980 08 22 22.771
1980 08 23 24.202
1980 08 24 22.855
1980 08 25 23.702
1980 08 26 22.793
1980 08 27 21.419
1980 08 28 20.281
1980 08 29 20.741
1980 08 30 22.567
1980 08 31 21.189
1980 09 01 22.344
1980 09 02 23.813
1980 09 03 23.873
1980 09 04 26.139
1980 09 05 24.263
1980 09 06 21.385
1980 09 07 21.863
1980 09 08 22.809
1980 09 09 23.290
1980 09 10 23.280
1980 09 11 23.717
1980 09 12 23.743
1980 09 13 21.859
1980 09 14 21.928
1980 09 15 23.120
1980 09 16 24.788
1980 09 17 22.019
1980 09 18 19.538
1980 09 19 22.864
1980 09 20 25.711
1980 09 21 26.711
1980 09 22 26.405
1980 09 23 24.996
1980 09 24 21.193
1980 09 25 22.390
1980 09 26 19.472
1980 09 27 19.796
1980 09 28 19.861
1980 09 29 22.785
1980 09 30 23.414
1980 10 01 22.646
1980 10 02 22.686
1980 10 03 22.649
1980 10 04 23.059
1980 10 05 23.643
1980 10 06 23.357
1980 10 07 22.345
1980 10 08 24.602
1980 10 09 24.277
1980 10 10 27.163
1980 10 11 21.936
1980 10 12 24.338
1980 10 13 25.197
1980 10 14 22.737
1980 10 15 22.212
1980 10 16 23.237
1980 10 17 24.630
1980 10 18 24.653
1980 10 19 25.219
1980 10 20 25.635
1980 10 21 26.086
1980 10 22 25.206
1980 10 23 25.165
1980 10 24 26.086
1980 10 25 25.589
1980 10 26 25.612
1980 10 27 26.563
1980 10 28 26.692
1980 10 29 27.630
1980 10 30 28.109
1980 10 31 27.259
1980 11 01 22.336
1980 11 02 18.820
1980 11 03 20.817
1980 11 04 24.474
1980 11 05 25.070
1980 11 06 26.529
1980 11 07 26.071
1980 11 08 27.053
1980 11 09 25.666
1980 11 10 27.084
1980 11 11 27.493
1980 11 12 26.124
1980 11 13 23.728
1980 11 14 20.840
1980 11 15 23.639
1980 11 16 24.628
1980 11 17 26.102
1980 11 18 24.598
1980 11 19 24.135
1980 11 20 24.660
1980 11 21 27.565
1980 11 22 26.607
1980 11 23 24.395
1980 11 24 26.689
1980 11 25 25.136
1980 11 26 22.808
1980 11 27 23.144
1980 11 28 23.255
1980 11 29 24.235
1980 11 30 25.642
1980 12 01 24.362
1980 12 02 24.223
1980 12 03 26.067
1980 12 04 26.602
1980 12 05 24.230
1980 12 06 26.259
1980 12 07 27.139
1980 12 08 26.204
1980 12 09 25.672
1980 12 10 23.399
1980 12 11 25.679
1980 12 12 25.691
1980 12 13 25.699
1980 12 14 23.830
1980 12 15 26.198
1980 12 16 24.712
1980 12 17 25.596
1980 12 18 25.587
1980 12 19 25.654
1980 12 20 27.502
1980 12 21 26.599
1980 12 22 26.932
1980 12 23 26.155
1980 12 24 27.056
1980 12 25 26.157
1980 12 26 26.627
1980 12 27 26.639
1980 12 28 25.693
1980 12 29 27.057
1980 12 30 27.141
1980 12 31 23.643
1981 01 01 nan
1981 01 02 nan
1981 01 03 25.635
1981 01 04 25.662
1981 01 05 25.162
1981 01 06 25.617
1981 01 07 25.720
1981 01 08 27.096
1981 01 09 27.102
1981 01 10 24.789
