year month day temperature_mean
1980 01 01 14.701
1980 01 02 15.115
1980 01 03 18.681
1980 01 04 21.721
1980 01 05 22.801
1980 01 06 23.032
1980 01 07 23.712
1980 01 08 23.643
1980 01 09 21.532
1980 01 10 20.675
1980 01 11 20.386
1980 01 12 22.103
1980 01 13 22.803
1980 01 14 21.724
1980 01 15 21.195
1980 01 16 22.032
1980 01 17 23.312
1980 01 18 23.878
1980 01 19 23.474
1980 01 20 23.907
1980 01 21 21.381
1980 01 22 22.231
1980 01 23 24.758
1980 01 24 23.512
1980 01 25 16.942
1980 01 26 19.283
1980 01 27 22.452
1980 01 28 24.315
1980 01 29 22.363
1980 01 30 23.387
1980 01 31 23.659
1980 02 01 21.357
1980 02 02 20.167
1980 02 03 22.420
1980 02 04 23.019
1980 02 05 25.867
1980 02 06 23.901
1980 02 07 23.374
1980 02 08 21.942
1980 02 09 24.414
1980 02 10 27.738
1980 02 11 23.663
1980 02 12 21.763
1980 02 13 23.425
1980 02 14 24.935
1980 02 15 25.417
1980 02 16 25.087
1980 02 17 24.676
1980 02 18 20.827
1980 02 19 17.740
1980 02 20 19.906
1980 02 21 20.352
1980 02 22 22.370
1980 02 23 23.469
1980 02 24 22.617
1980 02 25 23.226
1980 02 26 22.682
1980 02 27 23.739
1980 02 28 24.352
1980 02 29 24.856
1980 03 01 23.480
1980 03 02 23.655
1980 03 03 24.072
1980 03 04 23.279
1980 03 05 23.648
1980 03 06 24.895
1980 03 07 24.100
1980 03 08 24.345
1980 03 09 23.414
1980 03 10 23.712
1980 03 11 24.581
1980 03 12 22.721
1980 03 13 20.581
1980 03 14 19.947
1980 03 15 21.549
1980 03 16 21.119
1980 03 17 21.745
1980 03 18 24.325
1980 03 19 25.599
1980 03 20 25.549
1980 03 21 25.159
1980 03 22 25.322
1980 03 23 25.722
1980 03 24 26.464
1980 03 25 26.068
1980 03 26 25.529
1980 03 27 23.227
1980 03 28 24.794
1980 03 29 21.004
1980 03 30 21.409
1980 03 31 18.680
1980 04 01 20.968
1980 04 02 20.871
1980 04 03 20.779
1980 04 04 22.177
1980 04 05 21.780
1980 04 06 21.123
1980 04 07 21.038
1980 04 08 21.370
1980 04 09 21.677
1980 04 10 23.249
1980 04 11 25.221
1980 04 12 26.060
1980 04 13 18.529
1980 04 14 14.572
1980 04 15 10.031
1980 04 16 10.009
1980 04 17 15.198
1980 04 18 21.349
1980 04 19 22.758
1980 04 20 21.814
1980 04 21 23.723
1980 04 22 23.326
1980 04 23 23.165
1980 04 24 23.563
1980 04 25 22.570
1980 04 26 21.663
1980 04 27 21.140
1980 04 28 21.141
1980 04 29 21.244
1980 04 30 22.290
1980 05 01 20.219
1980 05 02 14.219
1980 05 03 11.137
1980 05 04 10.290
1980 05 05 10.439
1980 05 06 14.969
1980 05 07 16.580
1980 05 08 15.475
1980 05 09 18.847
1980 05 10 16.212
1980 05 11 17.973
1980 05 12 20.493
1980 05 13 21.448
1980 05 14 21.228
1980 05 15 21.391
1980 05 16 21.662
1980 05 17 19.586
1980 05 18 19.547
1980 05 19 18.730
1980 05 20 19.254
1980 05 21 19.459
1980 05 22 17.000
1980 05 23 14.662
1980 05 24 16.395
1980 05 25 16.782
1980 05 26 16.726
1980 05 27 16.839
1980 05 28 18.747
1980 05 29 21.404
1980 05 30 20.085
1980 05 31 20.564
1980 06 01 18.904
1980 06 02 10.931
1980 06 03 10.422
1980 06 04 4.236
1980 06 05 6.790
1980 06 06 12.229
1980 06 07 16.951
1980 06 08 18.501
1980 06 09 19.180
1980 06 10 20.667
1980 06 11 20.271
1980 06 12 19.579
1980 06 13 16.935
1980 06 14 11.751
1980 06 15 7.651
1980 06 16 12.581
1980 06 17 14.502
1980 06 18 18.302
1980 06 19 19.703
1980 06 20 12.401
1980 06 21 11.661
1980 06 22 12.437
1980 06 23 11.730
1980 06 24 13.129
1980 06 25 14.347
1980 06 26 8.553
1980 06 27 5.154
1980 06 28 5.977
1980 06 29 14.336
1980 06 30 20.426
1980 07 01 15.492
1980 07 02 5.971
1980 07 03 5.689
1980 07 04 8.312
1980 07 05 11.976
1980 07 06 13.883
1980 07 07 17.694
1980 07 08 19.640
1980 07 09 12.434
1980 07 10 11.375
1980 07 11 11.301
1980 07 12 13.803
1980 07 13 15.627
1980 07 14 17.441
1980 07 15 8.572
1980 07 16 7.133
1980 07 17 10.947
1980 07 18 16.712
1980 07 19 18.950
1980 07 20 20.382
1980 07 21 15.410
1980 07 22 11.027
1980 07 23 13.226
1980 07 24 13.660
1980 07 25 15.948
1980 07 26 20.372
1980 07 27 17.751
1980 07 28 13.097
1980 07 29 17.464
1980 07 30 12.298
1980 07 31 3.549
1980 08 01 5.832
1980 08 02 11.939
1980 08 03 14.918
1980 08 04 18.848
1980 08 05 16.661
1980 08 06 12.546
1980 08 07 15.389
1980 08 08 15.018
1980 08 09 14.315
1980 08 10 17.327
1980 08 11 15.593
1980 08 12 11.790
1980 08 13 15.594
1980 08 14 17.732
1980 08 15 18.816
1980 08 16 20.062
1980 08 17 19.532
1980 08 18 16.932
1980 08 19 17.273
1980 08 20 14.745
1980 08 21 18.462
1980 08 22 15.736
1980 08 23 8.628
1980 08 24 10.223
1980 08 25 11.977
1980 08 26 8.953
1980 08 27 8.468
1980 08 28 11.948
1980 08 29 15.286
1980 08 30 18.087
1980 08 31 20.435
1980 09 01 18.112
1980 09 02 15.317
1980 09 03 16.157
1980 09 04 10.088
1980 09 05 9.898
1980 09 06 14.276
1980 09 07 17.955
1980 09 08 16.697
1980 09 09 13.055
1980 09 10 11.442
1980 09 11 15.896
1980 09 12 16.266
1980 09 13 19.025
1980 09 14 19.301
1980 09 15 11.113
1980 09 16 4.949
1980 09 17 9.065
1980 09 18 15.293
1980 09 19 17.172
1980 09 20 17.251
1980 09 21 14.447
1980 09 22 9.439
1980 09 23 11.730
1980 09 24 13.396
1980 09 25 12.986
1980 09 26 13.391
1980 09 27 11.571
1980 09 28 10.980
1980 09 29 13.962
1980 09 30 20.171
1980 10 01 22.029
1980 10 02 22.904
1980 10 03 23.494
1980 10 04 19.025
1980 10 05 11.702
1980 10 06 10.624
1980 10 07 12.621
1980 10 08 13.057
1980 10 09 14.215
1980 10 10 17.336
1980 10 11 16.489
1980 10 12 16.545
1980 10 13 17.410
1980 10 14 18.133
1980 10 15 19.468
1980 10 16 19.729
1980 10 17 21.550
1980 10 18 21.795
1980 10 19 19.907
1980 10 20 21.112
1980 10 21 18.369
1980 10 22 18.268
1980 10 23 14.122
1980 10 24 15.001
1980 10 25 20.488
1980 10 26 24.305
1980 10 27 22.271
1980 10 28 19.137
1980 10 29 20.323
1980 10 30 19.345
1980 10 31 15.288
1980 11 01 15.259
1980 11 02 18.666
1980 11 03 21.483
1980 11 04 22.615
1980 11 05 23.020
1980 11 06 19.113
1980 11 07 20.219
1980 11 08 21.042
1980 11 09 14.691
1980 11 10 15.356
1980 11 11 16.297
1980 11 12 16.442
1980 11 13 18.419
1980 11 14 20.296
1980 11 15 21.874
1980 11 16 22.329
1980 11 17 20.913
1980 11 18 20.699
1980 11 19 21.290
1980 11 20 20.677
1980 11 21 22.077
1980 11 22 22.427
1980 11 23 20.872
1980 11 24 18.165
1980 11 25 18.870
1980 11 26 21.144
1980 11 27 21.700
