year month day temperature_mean
1980 01 01 23.621
1980 01 02 19.637
1980 01 03 19.662
1980 01 04 21.548
1980 01 05 22.641
1980 01 06 22.953
1980 01 07 24.342
1980 01 08 24.375
1980 01 09 23.525
1980 01 10 23.454
1980 01 11 22.536
1980 01 12 21.139
1980 01 13 20.589
1980 01 14 19.777
1980 01 15 21.573
1980 01 16 20.939
1980 01 17 20.879
1980 01 18 20.640
1980 01 19 22.556
1980 01 20 24.528
1980 01 21 25.064
1980 01 22 23.685
1980 01 23 23.128
1980 01 24 23.977
1980 01 25 24.375
1980 01 26 23.958
1980 01 27 24.830
1980 01 28 24.851
1980 01 29 25.539
1980 01 30 22.248
1980 01 31 22.803
1980 02 01 24.761
1980 02 02 25.451
1980 02 03 23.598
1980 02 04 23.760
1980 02 05 22.480
1980 02 06 24.679
1980 02 07 24.941
1980 02 08 26.839
1980 02 09 25.366
1980 02 10 25.275
1980 02 11 24.628
1980 02 12 24.964
1980 02 13 25.838
1980 02 14 24.531
1980 02 15 24.456
1980 02 16 23.081
1980 02 17 22.412
1980 02 18 22.653
1980 02 19 21.370
1980 02 20 22.599
1980 02 21 22.844
1980 02 22 23.170
1980 02 23 23.950
1980 02 24 24.412
1980 02 25 25.250
1980 02 26 25.068
1980 02 27 24.917
1980 02 28 24.841
1980 02 29 24.836
1980 03 01 25.753
1980 03 02 24.107
1980 03 03 24.338
1980 03 04 23.817
1980 03 05 23.645
1980 03 06 23.325
1980 03 07 23.414
1980 03 08 25.463
1980 03 09 27.914
1980 03 10 27.807
1980 03 11 26.964
1980 03 12 24.258
1980 03 13 24.694
1980 03 14 24.491
1980 03 15 24.576
1980 03 16 25.250
1980 03 17 23.106
1980 03 18 23.456
1980 03 19 23.209
1980 03 20 23.944
1980 03 21 23.049
1980 03 22 24.494
1980 03 23 24.883
1980 03 24 24.439
1980 03 25 23.779
1980 03 26 24.255
1980 03 27 25.399
1980 03 28 25.473
1980 03 29 25.157
1980 03 30 27.080
1980 03 31 25.124
1980 04 01 21.493
1980 04 02 20.931
1980 04 03 22.410
1980 04 04 22.029
1980 04 05 20.609
1980 04 06 20.428
1980 04 07 20.939
1980 04 08 21.902
1980 04 09 24.089
1980 04 10 23.824
1980 04 11 25.282
1980 04 12 24.519
1980 04 13 25.718
1980 04 14 22.952
1980 04 15 23.366
1980 04 16 22.738
1980 04 17 22.346
1980 04 18 22.000
1980 04 19 20.207
1980 04 20 21.123
1980 04 21 20.470
1980 04 22 20.898
1980 04 23 21.581
1980 04 24 20.249
1980 04 25 20.245
1980 04 26 20.175
1980 04 27 19.816
1980 04 28 20.657
1980 04 29 21.231
1980 04 30 20.915
1980 05 01 20.381
1980 05 02 21.849
1980 05 03 22.690
1980 05 04 21.065
1980 05 05 19.278
1980 05 06 20.648
1980 05 07 19.893
1980 05 08 19.703
1980 05 09 18.330
1980 05 10 20.459
1980 05 11 20.697
1980 05 12 22.847
1980 05 13 20.620
1980 05 14 20.531
1980 05 15 19.774
1980 05 16 21.098
1980 05 17 20.596
1980 05 18 20.507
1980 05 19 21.733
1980 05 20 21.578
1980 05 21 20.928
1980 05 22 20.817
1980 05 23 22.086
1980 05 24 18.282
1980 05 25 19.488
1980 05 26 18.898
1980 05 27 18.490
1980 05 28 18.584
1980 05 29 19.756
1980 05 30 19.404
1980 05 31 19.995
1980 06 01 20.347
1980 06 02 19.754
1980 06 03 19.858
1980 06 04 18.019
1980 06 05 15.255
1980 06 06 16.499
1980 06 07 18.768
1980 06 08 18.454
1980 06 09 20.434
1980 06 10 19.962
1980 06 11 19.540
1980 06 12 20.824
1980 06 13 20.711
1980 06 14 21.938
1980 06 15 15.390
1980 06 16 17.095
1980 06 17 16.414
1980 06 18 16.559
1980 06 19 17.017
1980 06 20 16.270
1980 06 21 19.250
1980 06 22 17.337
1980 06 23 15.211
1980 06 24 16.993
1980 06 25 18.001
1980 06 26 19.035
1980 06 27 15.871
1980 06 28 14.906
1980 06 29 13.342
1980 06 30 14.707
1980 07 01 17.842
1980 07 02 18.881
1980 07 03 18.576
1980 07 04 18.388
1980 07 05 16.670
1980 07 06 16.003
1980 07 07 15.873
1980 07 08 15.523
1980 07 09 18.236
1980 07 10 19.186
1980 07 11 19.015
1980 07 12 18.591
1980 07 13 18.627
1980 07 14 20.439
1980 07 15 20.659
1980 07 16 16.792
1980 07 17 15.089
1980 07 18 19.316
1980 07 19 19.109
1980 07 20 17.430
1980 07 21 20.381
1980 07 22 22.375
1980 07 23 20.185
1980 07 24 17.816
1980 07 25 16.532
1980 07 26 17.503
1980 07 27 20.598
1980 07 28 18.850
1980 07 29 20.177
1980 07 30 21.080
1980 07 31 20.948
1980 08 01 15.556
1980 08 02 15.355
1980 08 03 15.207
1980 08 04 16.639
1980 08 05 18.242
1980 08 06 20.013
1980 08 07 21.815
1980 08 08 22.362
1980 08 09 20.250
1980 08 10 18.795
1980 08 11 21.134
1980 08 12 18.111
1980 08 13 17.616
1980 08 14 18.529
1980 08 15 20.266
1980 08 16 20.934
1980 08 17 22.253
1980 08 18 21.969
1980 08 19 22.898
1980 08 20 23.074
1980 08 21 21.650
1980 08 22 22.106
1980 08 23 23.104
1980 08 24 19.534
1980 08 25 23.392
1980 08 26 23.509
1980 08 27 15.044
1980 08 28 14.399
1980 08 29 15.284
1980 08 30 15.475
1980 08 31 18.704
1980 09 01 20.996
1980 09 02 21.385
1980 09 03 24.804
1980 09 04 20.843
1980 09 05 14.889
1980 09 06 16.203
1980 09 07 18.405
1980 09 08 21.322
1980 09 09 22.208
1980 09 10 22.104
1980 09 11 21.231
1980 09 12 21.414
1980 09 13 18.810
1980 09 14 19.853
1980 09 15 21.729
1980 09 16 22.553
1980 09 17 15.902
1980 09 18 14.225
1980 09 19 20.348
1980 09 20 23.643
1980 09 21 21.588
1980 09 22 18.624
1980 09 23 15.443
1980 09 24 16.324
1980 09 25 15.271
1980 09 26 14.917
1980 09 27 15.435
1980 09 28 14.991
1980 09 29 22.301
1980 09 30 19.754
1980 10 01 20.976
1980 10 02 19.450
1980 10 03 20.503
1980 10 04 20.006
1980 10 05 21.013
1980 10 06 17.672
1980 10 07 17.625
1980 10 08 18.269
1980 10 09 22.767
1980 10 10 20.515
1980 10 11 16.679
1980 10 12 17.234
1980 10 13 19.564
1980 10 14 17.831
1980 10 15 17.470
1980 10 16 18.853
1980 10 17 21.250
1980 10 18 23.929
1980 10 19 24.709
1980 10 20 26.932
1980 10 21 25.187
1980 10 22 30.084
1980 10 23 22.739
1980 10 24 20.939
1980 10 25 21.648
1980 10 26 24.186
1980 10 27 26.825
1980 10 28 26.479
1980 10 29 26.610
1980 10 30 28.637
1980 10 31 24.939
1980 11 01 17.479
1980 11 02 17.815
1980 11 03 19.592
1980 11 04 21.046
1980 11 05 22.685
1980 11 06 25.361
1980 11 07 27.764
1980 11 08 23.805
1980 11 09 23.697
1980 11 10 24.817
1980 11 11 23.377
1980 11 12 18.623
1980 11 13 17.934
1980 11 14 18.019
1980 11 15 20.303
1980 11 16 22.737
1980 11 17 21.792
1980 11 18 20.541
1980 11 19 22.865
1980 11 20 23.460
1980 11 21 24.171
1980 11 22 23.660
1980 11 23 23.756
1980 11 24 21.800
1980 11 25 23.067
1980 11 26 21.773
1980 11 27 21.671
1980 11 28 20.395
1980 11 29 22.583
1980 11 30 22.466
1980 12 01 21.707
1980 12 02 20.801
1980 12 03 25.783
1980 12 04 25.136
1980 12 05 24.675
1980 12 06 25.164
1980 12 07 23.583
1980 12 08 23.131
1980 12 09 22.989
1980 12 10 28.439
1980 12 11 27.017
1980 12 12 25.109
1980 12 13 23.215
1980 12 14 23.381
1980 12 15 24.215
1980 12 16 24.635
1980 12 17 24.546
1980 12 18 24.849
1980 12 19 23.993
1980 12 20 24.064
1980 12 21 25.544
1980 12 22 25.353
1980 12 23 24.822
1980 12 24 24.342
1980 12 25 23.961
1980 12 26 25.263
1980 12 27 24.037
1980 12 28 24.318
1980 12 29 21.804
1980 12 30 23.056
1980 12 31 21.782
1981 01 01 nan
1981 01 02 nan
1981 01 03 22.303
1981 01 04 25.604
1981 01 05 25.932
1981 01 06 26.135
1981 01 07 24.749
1981 01 08 25.338
1981 01 09 23.649
1981 01 10 22.584
1981 01 11 21.987
1981 01 12 21.344
1981 01 13 22.587
1981 01 14 25.779
1981 01 15 23.893
1981 01 16 24.101
1981 01 17 25.981
1981 01 18 26.770
1981 01 19 24.638
1981 01 20 24.924
1981 01 21 23.792
1981 01 22 21.874
1981 01 23 20.717
1981 01 24 22.725
1981 01 25 23.902
1981 01 26 22.909
1981 01 27 22.866
1981 01 28 23.036
1981 01 29 23.888
1981 01 30 26.806
1981 01 31 24.356
1981 02 01 24.233
1981 02 02 24.580
1981 02 03 26.721
1981 02 04 25.549
1981 02 05 25.877
1981 02 06 24.979
1981 02 07 24.105
1981 02 08 24.650
1981 02 09 24.525
1981 02 10 24.007
1981 02 11 22.914
1981 02 12 25.380
1981 02 13 25.105
1981 02 14 24.690
1981 02 15 23.364
1981 02 16 23.870
1981 02 17 23.364
1981 02 18 25.322
1981 02 19 25.461
1981 02 20 23.974
1981 02 21 23.244
1981 02 22 22.890
1981 02 23 22.122
1981 02 24 23.121
1981 02 25 23.772
1981 02 26 23.583
1981 02 27 23.438
1981 02 28 24.956
1981 03 01 26.095
1981 03 02 25.398
1981 03 03 25.436
