year month day temperature_mean
1980 01 01 26.347
1980 01 02 26.791
1980 01 03 27.341
1980 01 04 27.120
1980 01 05 25.353
1980 01 06 26.744
1980 01 07 26.511
1980 01 08 25.238
1980 01 09 25.910
1980 01 10 26.909
1980 01 11 25.237
1980 01 12 26.660
1980 01 13 26.068
1980 01 14 26.118
1980 01 15 28.495
1980 01 16 26.368
1980 01 17 26.369
1980 01 18 24.982
1980 01 19 25.077
1980 01 20 25.795
1980 01 21 25.731
1980 01 22 24.824
1980 01 23 26.159
1980 01 24 26.488
1980 01 25 26.416
1980 01 26 26.219
1980 01 27 26.467
1980 01 28 27.247
1980 01 29 25.941
1980 01 30 27.066
1980 01 31 26.609
1980 02 01 26.855
1980 02 02 27.208
1980 02 03 26.356
1980 02 04 26.516
1980 02 05 26.281
1980 02 06 25.925
1980 02 07 25.968
1980 02 08 24.781
1980 02 09 24.768
1980 02 10 25.279
1980 02 11 25.318
1980 02 12 26.072
1980 02 13 25.952
1980 02 14 24.094
1980 02 15 25.134
1980 02 16 24.559
1980 02 17 25.516
1980 02 18 27.889
1980 02 19 26.464
1980 02 20 25.907
1980 02 21 24.128
1980 02 22 24.949
1980 02 23 24.635
1980 02 24 25.245
1980 02 25 23.262
1980 02 26 25.009
1980 02 27 27.003
1980 02 28 24.417
1980 02 29 24.997
1980 03 01 24.789
1980 03 02 23.098
1980 03 03 25.474
1980 03 04 24.054
1980 03 05 25.322
1980 03 06 24.815
1980 03 07 24.521
1980 03 08 26.559
1980 03 09 26.802
1980 03 10 24.712
1980 03 11 25.401
1980 03 12 23.617
1980 03 13 23.808
1980 03 14 24.967
1980 03 15 25.519
1980 03 16 26.773
1980 03 17 24.323
1980 03 18 25.721
1980 03 19 24.972
1980 03 20 23.969
1980 03 21 27.010
1980 03 22 25.560
1980 03 23 26.177
1980 03 24 26.137
1980 03 25 24.303
1980 03 26 25.688
1980 03 27 25.409
1980 03 28 25.637
1980 03 29 25.844
1980 03 30 29.467
1980 03 31 26.235
1980 04 01 24.325
1980 04 02 25.974
1980 04 03 24.564
