year month day temperature_mean
1980 01 01 25.499
1980 01 02 26.024
1980 01 03 23.806
1980 01 04 27.483
1980 01 05 26.329
1980 01 06 26.494
1980 01 07 26.254
1980 01 08 25.145
1980 01 09 23.503
1980 01 10 26.113
1980 01 11 24.448
1980 01 12 26.587
1980 01 13 24.963
1980 01 14 25.806
1980 01 15 26.227
1980 01 16 26.368
1980 01 17 25.724
1980 01 18 24.046
1980 01 19 25.388
1980 01 20 27.893
1980 01 21 27.185
1980 01 22 27.120
1980 01 23 28.095
1980 01 24 27.716
1980 01 25 27.017
1980 01 26 26.788
1980 01 27 27.437
1980 01 28 27.510
1980 01 29 27.305
1980 01 30 26.444
1980 01 31 25.740
1980 02 01 24.187
1980 02 02 26.097
1980 02 03 13.279
1980 02 04 27.530
1980 02 05 26.069
1980 02 06 27.197
1980 02 07 27.098
1980 02 08 25.968
1980 02 09 25.866
1980 02 10 25.712
1980 02 11 26.286
1980 02 12 27.518
1980 02 13 25.353
1980 02 14 25.256
1980 02 15 23.924
1980 02 16 23.150
1980 02 17 23.726
1980 02 18 23.930
1980 02 19 24.423
1980 02 20 24.461
1980 02 21 24.366
1980 02 22 27.673
1980 02 23 19.697
1980 02 24 25.406
1980 02 25 25.600
1980 02 26 25.080
1980 02 27 24.578
1980 02 28 23.662
1980 02 29 24.563
1980 03 01 26.793
1980 03 02 26.078
1980 03 03 24.412
1980 03 04 26.639
1980 03 05 26.795
1980 03 06 26.846
1980 03 07 25.671
1980 03 08 25.742
1980 03 09 26.247
1980 03 10 27.541
1980 03 11 27.502
1980 03 12 29.202
1980 03 13 28.752
1980 03 14 28.988
1980 03 15 27.213
1980 03 16 26.402
1980 03 17 26.165
1980 03 18 26.761
1980 03 19 28.387
1980 03 20 26.791
1980 03 21 25.902
1980 03 22 26.853
1980 03 23 28.538
1980 03 24 27.711
1980 03 25 29.271
1980 03 26 28.629
1980 03 27 29.289
1980 03 28 28.931
1980 03 29 28.023
1980 03 30 28.296
1980 03 31 26.418
1980 04 01 27.587
1980 04 02 27.859
1980 04 03 25.595
1980 04 04 25.710
1980 04 05 25.437
1980 04 06 25.699
1980 04 07 25.753
1980 04 08 27.656
1980 04 09 24.978
1980 04 10 26.383
1980 04 11 25.953
1980 04 12 28.026
1980 04 13 27.806
1980 04 14 27.290
1980 04 15 26.998
1980 04 16 24.731
1980 04 17 26.953
1980 04 18 26.826
1980 04 19 25.709
1980 04 20 21.933
1980 04 21 28.735
1980 04 22 27.483
1980 04 23 26.771
1980 04 24 27.579
1980 04 25 25.988
1980 04 26 26.025
1980 04 27 27.009
1980 04 28 25.891
1980 04 29 26.127
1980 04 30 28.499
1980 05 01 25.215
1980 05 02 26.227
1980 05 03 23.285
1980 05 04 21.141
1980 05 05 26.043
1980 05 06 27.313
1980 05 07 26.927
1980 05 08 28.845
1980 05 09 27.855
1980 05 10 28.768
1980 05 11 27.898
1980 05 12 27.598
1980 05 13 29.074
1980 05 14 27.014
1980 05 15 25.018
1980 05 16 26.486
1980 05 17 26.483
1980 05 18 27.998
1980 05 19 28.011
1980 05 20 26.973
1980 05 21 27.030
1980 05 22 24.931
1980 05 23 24.703
1980 05 24 27.664
1980 05 25 23.884
1980 05 26 23.342
1980 05 27 26.277
1980 05 28 27.146
1980 05 29 26.517
1980 05 30 27.368
1980 05 31 26.266
1980 06 01 25.788
1980 06 02 25.792
1980 06 03 26.740
1980 06 04 26.110
1980 06 05 24.876
1980 06 06 28.358
