year month day temperature_mean
1980 01 01 19.878
1980 01 02 19.120
1980 01 03 19.239
1980 01 04 21.251
1980 01 05 21.593
1980 01 06 22.780
1980 01 07 21.610
1980 01 08 22.064
1980 01 09 21.201
1980 01 10 21.727
1980 01 11 21.640
1980 01 12 21.416
1980 01 13 20.477
1980 01 14 18.377
1980 01 15 19.449
1980 01 16 20.390
1980 01 17 20.244
1980 01 18 18.945
1980 01 19 21.841
1980 01 20 21.352
1980 01 21 22.651
1980 01 22 22.796
1980 01 23 23.169
1980 01 24 23.896
1980 01 25 23.981
1980 01 26 23.655
1980 01 27 23.183
1980 01 28 22.920
1980 01 29 23.809
1980 01 30 20.122
1980 01 31 21.552
1980 02 01 23.064
1980 02 02 23.604
1980 02 03 22.919
1980 02 04 22.504
1980 02 05 20.377
1980 02 06 23.937
1980 02 07 22.903
1980 02 08 22.222
1980 02 09 23.771
1980 02 10 23.754
1980 02 11 26.089
1980 02 12 24.725
1980 02 13 23.286
1980 02 14 22.404
1980 02 15 21.745
1980 02 16 21.571
1980 02 17 21.507
1980 02 18 21.567
1980 02 19 19.384
1980 02 20 20.183
1980 02 21 20.216
1980 02 22 19.876
1980 02 23 22.106
1980 02 24 21.396
1980 02 25 23.314
1980 02 26 22.960
1980 02 27 21.423
1980 02 28 24.529
1980 02 29 25.245
1980 03 01 25.686
1980 03 02 24.407
1980 03 03 22.653
1980 03 04 23.908
1980 03 05 22.991
1980 03 06 23.948
1980 03 07 23.957
1980 03 08 24.530
1980 03 09 25.891
1980 03 10 23.982
1980 03 11 22.732
1980 03 12 22.162
1980 03 13 24.462
1980 03 14 23.518
1980 03 15 22.637
1980 03 16 23.481
1980 03 17 24.278
1980 03 18 24.115
1980 03 19 24.356
1980 03 20 22.873
1980 03 21 21.570
1980 03 22 24.639
1980 03 23 25.136
1980 03 24 25.276
1980 03 25 25.480
1980 03 26 24.671
1980 03 27 24.349
1980 03 28 25.670
1980 03 29 25.591
1980 03 30 24.208
1980 03 31 22.712
1980 04 01 19.609
1980 04 02 19.550
1980 04 03 21.622
1980 04 04 19.208
1980 04 05 19.491
1980 04 06 18.049
1980 04 07 20.451
1980 04 08 21.023
1980 04 09 19.705
1980 04 10 24.333
1980 04 11 18.920
1980 04 12 23.509
1980 04 13 22.623
1980 04 14 20.399
1980 04 15 22.008
1980 04 16 19.191
1980 04 17 19.132
1980 04 18 20.381
1980 04 19 21.000
1980 04 20 18.614
1980 04 21 20.706
1980 04 22 20.972
1980 04 23 21.047
1980 04 24 19.916
1980 04 25 19.656
1980 04 26 18.846
1980 04 27 19.593
1980 04 28 20.768
1980 04 29 19.995
1980 04 30 19.058
1980 05 01 19.554
1980 05 02 20.269
1980 05 03 18.596
1980 05 04 19.226
1980 05 05 16.929
1980 05 06 15.544
1980 05 07 17.263
1980 05 08 18.929
1980 05 09 20.005
1980 05 10 20.288
1980 05 11 20.251
1980 05 12 21.329
1980 05 13 19.656
1980 05 14 20.277
1980 05 15 17.150
1980 05 16 17.947
1980 05 17 20.390
1980 05 18 21.044
1980 05 19 19.728
1980 05 20 19.999
1980 05 21 21.007
1980 05 22 21.599
1980 05 23 20.646
1980 05 24 16.917
1980 05 25 17.650
1980 05 26 18.645
1980 05 27 16.050
1980 05 28 15.903
1980 05 29 17.405
1980 05 30 18.853
1980 05 31 18.641
1980 06 01 20.702
1980 06 02 20.275
1980 06 03 16.447
1980 06 04 16.649
1980 06 05 13.364
1980 06 06 13.850
1980 06 07 16.232
1980 06 08 16.931
1980 06 09 18.502
1980 06 10 19.108
1980 06 11 17.653
1980 06 12 20.378
1980 06 13 19.388
1980 06 14 18.473
1980 06 15 14.135
1980 06 16 13.762
1980 06 17 16.072
1980 06 18 16.323
1980 06 19 15.529
1980 06 20 17.245
1980 06 21 12.702
1980 06 22 15.369
1980 06 23 14.125
1980 06 24 16.484
1980 06 25 15.680
1980 06 26 14.311
1980 06 27 12.661
1980 06 28 11.847
1980 06 29 12.803
1980 06 30 12.750
1980 07 01 17.126
1980 07 02 17.417
1980 07 03 15.924
1980 07 04 16.032
1980 07 05 17.163
1980 07 06 15.337
1980 07 07 15.263
1980 07 08 14.890
1980 07 09 16.697
1980 07 10 16.210
1980 07 11 16.688
1980 07 12 18.929
1980 07 13 16.632
1980 07 14 16.731
1980 07 15 17.117
1980 07 16 13.727
1980 07 17 13.395
1980 07 18 17.181
1980 07 19 19.398
1980 07 20 17.781
1980 07 21 12.456
1980 07 22 19.654
1980 07 23 17.538
1980 07 24 14.948
1980 07 25 14.919
1980 07 26 17.054
1980 07 27 17.438
1980 07 28 18.651
1980 07 29 20.139
1980 07 30 17.880
1980 07 31 18.243
1980 08 01 13.063
1980 08 02 13.181
1980 08 03 15.013
1980 08 04 17.585
1980 08 05 18.613
1980 08 06 17.801
1980 08 07 18.511
1980 08 08 18.132
1980 08 09 18.907
1980 08 10 20.396
1980 08 11 20.207
1980 08 12 16.729
1980 08 13 16.716
1980 08 14 18.508
1980 08 15 17.195
1980 08 16 18.367
1980 08 17 19.757
1980 08 18 17.768
1980 08 19 21.660
1980 08 20 19.154
1980 08 21 21.549
1980 08 22 22.690
1980 08 23 20.304
1980 08 24 18.207
1980 08 25 21.108
1980 08 26 19.091
